,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.address,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.verified,venue.stats.tipCount,venue.stats.usersCount,venue.stats.checkinsCount,venue.stats.visitsCount,venue.beenHere.count,venue.beenHere.lastCheckinExpiredAt,venue.beenHere.marked,venue.beenHere.unconfirmedCount,venue.photos.count,venue.photos.groups,venue.hereNow.count,venue.hereNow.summary,venue.hereNow.groups,venue.venuePage.id,venue.location.crossStreet,venue.location.neighborhood
20,e-0-4b05885af964a52015c022e3-20,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b05885af964a52015c022e3,Bernsteinbar,Bernstorffstr. 103,53.55796316631265,9.958748085173733,"[{'label': 'display', 'lat': 53.55796316631265, 'lng': 9.958748085173733}]",2732,22767,DE,Hamburg,Hamburg,Deutschland,"['Bernstorffstr. 103', '22767 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
21,e-0-4ccc8480c9b84688ad77bdc3-21,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ccc8480c9b84688ad77bdc3,Vier Fäuste,Juliusstr.,53.561769350254785,9.961970262001305,"[{'label': 'display', 'lat': 53.561769350254785, 'lng': 9.961970262001305}]",2624,,DE,Hamburg,Hamburg,Deutschland,"['Juliusstr.', 'Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
22,e-0-52474f9f11d2ae55a0cb0e9f-22,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",52474f9f11d2ae55a0cb0e9f,Dschungel,Sternstr. 4,53.55844563208649,9.967551212755803,"[{'label': 'display', 'lat': 53.55844563208649, 'lng': 9.967551212755803}]",2169,20357,DE,Hamburg,Hamburg,Deutschland,"['Sternstr. 4', '20357 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
23,e-0-4b3a7e83f964a520926825e3-23,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b3a7e83f964a520926825e3,Bacana Café,Bellealliancestr. 52,53.56846127858796,9.961811079232552,"[{'label': 'display', 'lat': 53.56846127858796, 'lng': 9.961811079232552}]",2957,20259,DE,Hamburg,Hamburg,Deutschland,"['Bellealliancestr. 52', '20259 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
24,e-0-4b05885bf964a5205fc022e3-24,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b05885bf964a5205fc022e3,20up,Bernhard-Nocht-Str. 97,53.547138409648,9.963355793716921,"[{'label': 'display', 'lat': 53.547138409648, 'lng': 9.963355793716921}]",2522,20359,DE,Hamburg,Hamburg,Deutschland,"['Bernhard-Nocht-Str. 97 (Davidstr.)', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d1d5941735', 'name': 'Hotel Bar', 'pluralName': 'Hotel Bars', 'shortName': 'Hotel Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/travel/hotel_bar_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Davidstr.,
25,e-0-4b058859f964a520d9bf22e3-25,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b058859f964a520d9bf22e3,CIU',Ballindamm 14/15,53.55423278008723,9.998982581357064,"[{'label': 'display', 'lat': 53.55423278008723, 'lng': 9.998982581357064}]",39,20095,DE,Hamburg,Hamburg,Deutschland,"['Ballindamm 14/15', '20095 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
26,e-0-5052298ae4b07c19280fa86b-26,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5052298ae4b07c19280fa86b,The Boilerman Bar,Eppendorfer Weg 211,53.58147659587168,9.970618805771823,"[{'label': 'display', 'lat': 53.58147659587168, 'lng': 9.970618805771823}]",3586,20253,DE,Hamburg,Hamburg,Deutschland,"['Eppendorfer Weg 211', '20253 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],49788472,,
27,e-0-4afae83bf964a5207d1922e3-27,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4afae83bf964a5207d1922e3,Aurel,Bahrenfelder Str. 157,53.55390922247681,9.928509216781565,"[{'label': 'display', 'lat': 53.55390922247681, 'lng': 9.928509216781565}]",4700,22765,DE,Hamburg,Hamburg,Deutschland,"['Bahrenfelder Str. 157', '22765 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
28,e-0-4b4f7a8ef964a5203e0827e3-28,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b4f7a8ef964a5203e0827e3,Austerbar,Henriettenweg 1,53.572635513367516,9.959466286848652,"[{'label': 'display', 'lat': 53.572635513367516, 'lng': 9.959466286848652}]",3351,20259,DE,Hamburg,Hamburg,Deutschland,"['Henriettenweg 1', '20259 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
29,e-0-525fd5a211d2c6941adecc5b-29,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",525fd5a211d2c6941adecc5b,Clouds,Reeperbahn 1,53.549401939963296,9.968062201089136,"[{'label': 'display', 'lat': 53.549401939963296, 'lng': 9.968062201089136}]",2152,20359,DE,Hamburg,Hamburg,Deutschland,"['Reeperbahn 1', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
30,e-0-5581d4e4498e39a661113d04-30,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5581d4e4498e39a661113d04,The Chug Club Bar,Taubenstr. 13,53.54818648918455,9.965179593563755,"[{'label': 'display', 'lat': 53.54818648918455, 'lng': 9.965179593563755}]",2372,20359,DE,Hamburg,Hamburg,Deutschland,"['Taubenstr. 13 (Hopfenstr.)', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Hopfenstr.,
31,e-0-5233955ebce6e720025210d3-31,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5233955ebce6e720025210d3,Brooklyn Burger Bar,Alter Fischmarkt 3,53.54866568794967,9.996709782288885,"[{'label': 'display', 'lat': 53.54866568794967, 'lng': 9.996709782288885}]",648,20457,DE,Hamburg,Hamburg,Deutschland,"['Alter Fischmarkt 3', '20457 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d16c941735', 'name': 'Burger Joint', 'pluralName': 'Burger Joints', 'shortName': 'Burgers', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/burger_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
32,e-0-4b26cce9f964a520238124e3-32,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b26cce9f964a520238124e3,Reh-Bar,Ottenser Hauptstr. 52,53.55176134126183,9.92731136758836,"[{'label': 'display', 'lat': 53.55176134126183, 'lng': 9.92731136758836}]",4787,22765,DE,Hamburg,Hamburg,Deutschland,"['Ottenser Hauptstr. 52', '22765 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
33,e-0-50f249c7f2e777d946ada940-33,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",50f249c7f2e777d946ada940,The Rabbithole,Kleine Freiheit 42,53.55186174761857,9.956493973731995,"[{'label': 'display', 'lat': 53.55186174761857, 'lng': 9.956493973731995}]",2861,22767,DE,Hamburg,Hamburg,Deutschland,"['Kleine Freiheit 42', '22767 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
34,e-0-4b757c3df964a520330f2ee3-34,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b757c3df964a520330f2ee3,Cafe Miller,Detlev-Bremer-Str. 16,53.55214906938328,9.965336013543727,"[{'label': 'display', 'lat': 53.55214906938328, 'lng': 9.965336013543727}]",2276,20359,DE,Hamburg,Hamburg,Deutschland,"['Detlev-Bremer-Str. 16', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
35,e-0-4b05885bf964a52041c022e3-35,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b05885bf964a52041c022e3,Gloria,Bellealliancestr. 31,53.56788884976952,9.959608336998615,"[{'label': 'display', 'lat': 53.56788884976952, 'lng': 9.959608336998615}]",3048,20259,DE,Hamburg,Hamburg,Deutschland,"['Bellealliancestr. 31', '20259 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
36,e-0-4b05885bf964a52064c022e3-36,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b05885bf964a52064c022e3,20 Flight Rock,Friedrichstr. 29,53.54846928133108,9.96055067648168,"[{'label': 'display', 'lat': 53.54846928133108, 'lng': 9.96055067648168}]",2659,20359,DE,Hamburg,Hamburg,Deutschland,"['Friedrichstr. 29', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
37,e-0-4b05885bf964a5206cc022e3-37,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b05885bf964a5206cc022e3,Pony Bar,Allende-Platz 1,53.567644415709076,9.98244717639109,"[{'label': 'display', 'lat': 53.567644415709076, 'lng': 9.98244717639109}]",1874,20146,DE,Hamburg,Hamburg,Deutschland,"['Allende-Platz 1', '20146 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],91094774,,
38,e-0-4c3fa384da3dc9281e38c6b9-38,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c3fa384da3dc9281e38c6b9,Mayday,Bahrenfelder Strasse 247,53.557308,9.928136,"[{'label': 'display', 'lat': 53.557308, 'lng': 9.928136}]",4737,,DE,Hamburg,Hamburg,Deutschland,"['Bahrenfelder Strasse 247', 'Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
39,e-0-4b05885bf964a52038c022e3-39,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b05885bf964a52038c022e3,Familien-Eck,Friedensallee 2,53.55416155180611,9.928186996224333,"[{'label': 'display', 'lat': 53.55416155180611, 'lng': 9.928186996224333}]",4721,22765,DE,Hamburg,Hamburg,Deutschland,"['Friedensallee 2', '22765 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
40,e-0-4b20296bf964a520132e24e3-40,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b20296bf964a520132e24e3,imoto,Bahrenfelder Str. 206,53.55544545763916,9.928685464696288,"[{'label': 'display', 'lat': 53.55544545763916, 'lng': 9.928685464696288}]",4690,,DE,Hamburg,Hamburg,Deutschland,"['Bahrenfelder Str. 206', 'Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
41,e-0-4b101932f964a520066923e3-41,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b101932f964a520066923e3,Cafe del Sol,Jenfelder Allee 80a,53.58371,10.12616,"[{'label': 'display', 'lat': 53.58371, 'lng': 10.12616}]",8987,22045,DE,Hamburg,Hamburg,Deutschland,"['Jenfelder Allee 80a', '22045 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
42,e-0-51307ea1e4b082687220f036-42,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",51307ea1e4b082687220f036,Altes Mädchen,Lagerstr. 28 B,53.56315436484908,9.968030851306173,"[{'label': 'display', 'lat': 53.56315436484908, 'lng': 9.968030851306173}]",2310,20357,DE,Hamburg,Hamburg,Deutschland,"['Lagerstr. 28 B', '20357 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d155941735', 'name': 'Gastropub', 'pluralName': 'Gastropubs', 'shortName': 'Gastropub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/gastropub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
43,e-0-4c74f3af3adda143e3de05af-43,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c74f3af3adda143e3de05af,Hoch 3,Neuer Pferdemarkt 4,53.5564709666325,9.963584534511163,"[{'label': 'display', 'lat': 53.5564709666325, 'lng': 9.963584534511163}]",2393,20359,DE,Hamburg,Hamburg,Deutschland,"['Neuer Pferdemarkt 4 (Beim Grünen Jäger)', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Beim Grünen Jäger,
44,e-0-4aee1377f964a520dbd121e3-44,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4aee1377f964a520dbd121e3,Jolly Roger,Budapester Str. 44,53.55511934745184,9.964538750881111,"[{'label': 'display', 'lat': 53.55511934745184, 'lng': 9.964538750881111}]",2319,20359,DE,Hamburg,Hamburg,Deutschland,"['Budapester Str. 44', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11b941735', 'name': 'Pub', 'pluralName': 'Pubs', 'shortName': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
45,e-0-4aee11f6f964a520ccd121e3-45,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4aee11f6f964a520ccd121e3,Barbarabar,Hamburger Berg 11,53.55066407974378,9.96132313540952,"[{'label': 'display', 'lat': 53.55066407974378, 'lng': 9.96132313540952}]",2561,20359,DE,Hamburg,Hamburg,Deutschland,"['Hamburger Berg 11 (Seilerstr.)', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Seilerstr.,
46,e-0-4b4c6684f964a52048b226e3-46,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b4c6684f964a52048b226e3,Kyti Voo Cafe & Bar,Lange Reihe 82,53.558264058771435,10.01244243741571,"[{'label': 'display', 'lat': 53.558264058771435, 'lng': 10.01244243741571}]",961,20099,DE,Hamburg,Hamburg,Deutschland,"['Lange Reihe 82', '20099 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
47,e-0-4f46b091e4b0d6373f0a3ac9-47,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4f46b091e4b0d6373f0a3ac9,Goldfischglas,Bartelsstr. 30,53.562591665809265,9.964302253828944,"[{'label': 'display', 'lat': 53.562591665809265, 'lng': 9.964302253828944}]",2511,20357,DE,Hamburg,Hamburg,Deutschland,"['Bartelsstr. 30', '20357 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
48,e-0-4bec821efd60a593561e3bf1-48,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bec821efd60a593561e3bf1,Hans Albers Klause,Friedrichstr. 19,53.54858589323873,9.960744465259321,"[{'label': 'display', 'lat': 53.54858589323873, 'lng': 9.960744465259321}]",2644,20359,DE,Hamburg,Hamburg,Deutschland,"['Friedrichstr. 19', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
49,e-0-4c9a51daa004a1cdd64f476e-49,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c9a51daa004a1cdd64f476e,Zwick II,Millerntorplatz 1,53.55079465443653,9.969566480782655,"[{'label': 'display', 'lat': 53.55079465443653, 'lng': 9.969566480782655}]",2021,20359,DE,Hamburg,Hamburg,Deutschland,"['Millerntorplatz 1 (Reeperbahn)', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11b941735', 'name': 'Pub', 'pluralName': 'Pubs', 'shortName': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Reeperbahn,
50,e-0-4b05885af964a52001c022e3-50,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b05885af964a52001c022e3,Bar Rossi,Max-Brauer-Allee 279,53.56388101394367,9.959860675992559,"[{'label': 'display', 'lat': 53.56388101394367, 'lng': 9.959860675992559}]",2837,22769,DE,Hamburg,Hamburg,Deutschland,"['Max-Brauer-Allee 279', '22769 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
51,e-0-4b0c673ff964a5208e3c23e3-51,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b0c673ff964a5208e3c23e3,Amanda 66,Amandastr. 66,53.56520605047719,9.960723041294838,"[{'label': 'display', 'lat': 53.56520605047719, 'lng': 9.960723041294838}]",2844,20357,DE,Hamburg,Hamburg,Deutschland,"['Amandastr. 66', '20357 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
52,e-0-4b23dae7f964a5204e5b24e3-52,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b23dae7f964a5204e5b24e3,Café Roosen,Paul-Roosen-Str.28,53.55326893461825,9.957898687770372,"[{'label': 'display', 'lat': 53.55326893461825, 'lng': 9.957898687770372}]",2758,20359,DE,Hamburg,Hamburg,Deutschland,"['Paul-Roosen-Str.28', '20359 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
53,e-0-4b0113cbf964a520ac4122e3-53,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b0113cbf964a520ac4122e3,Erste Liebe,Michaelisbrücke 3,53.549358818974824,9.985087456996364,"[{'label': 'display', 'lat': 53.549358818974824, 'lng': 9.985087456996364}]",1101,20459,DE,Hamburg,Hamburg,Deutschland,"['Michaelisbrücke 3', '20459 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
54,e-0-4b44eefff964a520310026e3-54,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b44eefff964a520310026e3,Turmbar,Rothenbaumchaussee 2,53.56218857471875,9.990097455512881,"[{'label': 'display', 'lat': 53.56218857471875, 'lng': 9.990097455512881}]",1085,20148,DE,Hamburg,Hamburg,Deutschland,"['Rothenbaumchaussee 2 (Edmund-Siemers-Allee)', '20148 Hamburg', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Edmund-Siemers-Allee,
