,referralId,reasons.count,reasons.items,venue.id,venue.name,venue.location.address,venue.location.lat,venue.location.lng,venue.location.labeledLatLngs,venue.location.distance,venue.location.postalCode,venue.location.cc,venue.location.city,venue.location.state,venue.location.country,venue.location.formattedAddress,venue.categories,venue.verified,venue.stats.tipCount,venue.stats.usersCount,venue.stats.checkinsCount,venue.stats.visitsCount,venue.beenHere.count,venue.beenHere.lastCheckinExpiredAt,venue.beenHere.marked,venue.beenHere.unconfirmedCount,venue.photos.count,venue.photos.groups,venue.hereNow.count,venue.hereNow.summary,venue.hereNow.groups,venue.location.crossStreet,venue.location.neighborhood,venue.venuePage.id
30,e-0-4c2b90ceae6820a16b051843-30,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c2b90ceae6820a16b051843,Brommy Kneipe,Hemelinger Str. 7,53.07045674457919,8.838155322960764,"[{'label': 'display', 'lat': 53.07045674457919, 'lng': 8.838155322960764}]",2156,28205,DE,Bremen,Bremen,Deutschland,"['Hemelinger Str. 7', '28205 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d11b941735', 'name': 'Pub', 'pluralName': 'Pubs', 'shortName': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
31,e-0-4b6588aaf964a52085f32ae3-31,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b6588aaf964a52085f32ae3,Schlachthof,Findorffstr. 51,53.08855471065293,8.810111672822504,"[{'label': 'display', 'lat': 53.08855471065293, 'lng': 8.810111672822504}]",1431,28215,DE,Bremen,Bremen,Deutschland,"['Findorffstr. 51', '28215 Bremen', 'Deutschland']","[{'id': '5032792091d4c4b30a586d5c', 'name': 'Concert Hall', 'pluralName': 'Concert Halls', 'shortName': 'Concert Hall', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
32,e-0-50ab6802e0e269abaa9772c5-32,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",50ab6802e0e269abaa9772c5,Blauer Fasan Bar Bremen,Langenstraße 81,53.079154286582614,8.7985984242439,"[{'label': 'display', 'lat': 53.079154286582614, 'lng': 8.7985984242439}]",682,28195,DE,Bremen,Bremen,Deutschland,"['Langenstraße 81', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,42260165
33,e-0-4bd43ebc046076b036857771-33,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bd43ebc046076b036857771,Port Piet,Neukirchstr. 36,53.09145202971937,8.812686595437619,"[{'label': 'display', 'lat': 53.09145202971937, 'lng': 8.812686595437619}]",1778,28215,DE,Bremen,Bremen,Deutschland,"['Neukirchstr. 36 (Findorffstr.)', '28215 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d117941735', 'name': 'Beer Garden', 'pluralName': 'Beer Gardens', 'shortName': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],Findorffstr.,,
34,e-0-4b3f3ccff964a520d6a425e3-34,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b3f3ccff964a520d6a425e3,Piano,Fehrfeld 64,53.07309039150856,8.824278003134067,"[{'label': 'display', 'lat': 53.07309039150856, 'lng': 8.824278003134067}]",1184,28203,DE,Bremen,Bremen,Deutschland,"['Fehrfeld 64', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
35,e-0-4b65bd1df964a520bdfc2ae3-35,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b65bd1df964a520bdfc2ae3,ALEX,Domshof 16,53.07650711916853,8.809450484715608,"[{'label': 'display', 'lat': 53.07650711916853, 'lng': 8.809450484715608}]",170,28195,DE,Bremen,Bremen,Deutschland,"['Domshof 16', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,450533590
36,e-0-4b7fd6bdf964a5202e4030e3-36,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b7fd6bdf964a5202e4030e3,Hegarty's Irish Pub,Ostertorsteinweg 80,53.07267353997495,8.820149681361176,"[{'label': 'display', 'lat': 53.07267353997495, 'lng': 8.820149681361176}]",936,28203,DE,Bremen,Bremen,Deutschland,"['Ostertorsteinweg 80', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d11b941735', 'name': 'Pub', 'pluralName': 'Pubs', 'shortName': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
37,e-0-4bcdb06c937ca5936f19ad92-37,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bcdb06c937ca5936f19ad92,Bolero,Langenstr. 68,53.07818972867507,8.799337261291534,"[{'label': 'display', 'lat': 53.07818972867507, 'lng': 8.799337261291534}]",586,28195,DE,Bremen,Bremen,Deutschland,"['Langenstr. 68 (Bürgermeister-Smidt-Str.)', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],Bürgermeister-Smidt-Str.,,
38,e-0-4b9932d2f964a520126935e3-38,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b9932d2f964a520126935e3,Lemon Lounge,Am Wall 164,53.07744038899672,8.811161245730048,"[{'label': 'display', 'lat': 53.07744038899672, 'lng': 8.811161245730048}]",322,28195,DE,Bremen,Bremen,Deutschland,"['Am Wall 164', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d121941735', 'name': 'Lounge', 'pluralName': 'Lounges', 'shortName': 'Lounge', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/default_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
39,e-0-4b43ba5df964a520c3e725e3-39,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b43ba5df964a520c3e725e3,Rotkäppchen,Am Dobben 97,53.075156440678434,8.822774508449344,"[{'label': 'display', 'lat': 53.075156440678434, 'lng': 8.822774508449344}]",1046,28203,DE,Bremen,Bremen,Deutschland,"['Am Dobben 97', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
40,e-0-4b6d8908f964a520e87a2ce3-40,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b6d8908f964a520e87a2ce3,Beck's Brauerei,Am Deich 18,53.07842028709305,8.790831676308034,"[{'label': 'display', 'lat': 53.07842028709305, 'lng': 8.790831676308034}]",1129,28199,DE,Bremen,Bremen,Deutschland,"['Am Deich 18', '28199 Bremen', 'Deutschland']","[{'id': '50327c8591d4c4b30a586d5d', 'name': 'Brewery', 'pluralName': 'Breweries', 'shortName': 'Brewery', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/brewery_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
41,e-0-4b34225cf964a5205f2525e3-41,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b34225cf964a5205f2525e3,Modernes,Neustadtswall 28,53.072212761207,8.794404043856272,"[{'label': 'display', 'lat': 53.072212761207, 'lng': 8.794404043856272}]",943,28199,DE,Bremen,Bremen,Deutschland,"['Neustadtswall 28', '28199 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
42,e-0-4e2312b888774a43b77a5593-42,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e2312b888774a43b77a5593,Engel WeinCafé,Ostertorsteinweg 31/33,53.072588,8.819077,"[{'label': 'display', 'lat': 53.072588, 'lng': 8.819077}]",874,28203,DE,Bremen,Bremen,Deutschland,"['Ostertorsteinweg 31/33', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d123941735', 'name': 'Wine Bar', 'pluralName': 'Wine Bars', 'shortName': 'Wine Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/winery_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
43,e-0-4c534530479fc928b8a83191-43,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c534530479fc928b8a83191,Ständige Vertretung StäV,Böttcherstr. 3-5,53.07505466692448,8.805660054711984,"[{'label': 'display', 'lat': 53.07505466692448, 'lng': 8.805660054711984}]",131,28195,DE,Bremen,Bremen,Deutschland,"['Böttcherstr. 3-5', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d11b941735', 'name': 'Pub', 'pluralName': 'Pubs', 'shortName': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
44,e-0-4d44a4001b62b1f7ee1bf5e2-44,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4d44a4001b62b1f7ee1bf5e2,1st Class Suicide,Friedrich-Ebert-Straße 55,53.0705807215722,8.799863755702972,"[{'label': 'display', 'lat': 53.0705807215722, 'lng': 8.799863755702972}]",760,28199,DE,Bremen,Bremen,Deutschland,"['Friedrich-Ebert-Straße 55 (Große Johannisstraße)', '28199 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],Große Johannisstraße,,
45,e-0-4c4b42409c8d2d7f957cb96a-45,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c4b42409c8d2d7f957cb96a,Loft,Bahnhofsplatz 5-8,53.081956814710054,8.812547794315348,"[{'label': 'display', 'lat': 53.081956814710054, 'lng': 8.812547794315348}]",772,28195,DE,Bremen,Bremen,Deutschland,"['Bahnhofsplatz 5-8', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d11e941735', 'name': 'Cocktail Bar', 'pluralName': 'Cocktail Bars', 'shortName': 'Cocktail', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/cocktails_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
46,e-0-4c557f60728920a130d88384-46,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c557f60728920a130d88384,Dammsiel,Niederblockland 32,53.158182,8.777211,"[{'label': 'display', 'lat': 53.158182, 'lng': 8.777211}]",9384,28357,DE,Bremen,Bremen,Deutschland,"['Niederblockland 32', '28357 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
47,e-0-4babdaa8f964a52050cf3ae3-47,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4babdaa8f964a52050cf3ae3,Paulaner's,Schlachte 30,53.077629121975264,8.800677320070708,"[{'label': 'display', 'lat': 53.077629121975264, 'lng': 8.800677320070708}]",478,28195,DE,Bremen,Bremen,Deutschland,"['Schlachte 30', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d10d941735', 'name': 'German Restaurant', 'pluralName': 'German Restaurants', 'shortName': 'German', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/german_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Altstadt,
48,e-0-4e203a7bfa761d67106f30c1-48,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e203a7bfa761d67106f30c1,Canova,Am Wall 207,53.072507983171825,8.813361555587495,"[{'label': 'display', 'lat': 53.072507983171825, 'lng': 8.813361555587495}]",554,28195,DE,Bremen,Bremen,Deutschland,"['Am Wall 207', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d1c4941735', 'name': 'Restaurant', 'pluralName': 'Restaurants', 'shortName': 'Restaurant', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/default_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
49,e-0-4bef0e9396edc9b6c63d4af2-49,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bef0e9396edc9b6c63d4af2,Schüttinger Gasthausbrauerei,Hinter dem Schütting 12 -13,53.07514888304147,8.806567733535706,"[{'label': 'display', 'lat': 53.07514888304147, 'lng': 8.806567733535706}]",84,28195,DE,Bremen,Bremen,Deutschland,"['Hinter dem Schütting 12 -13', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,558864375
50,e-0-4b34f1a0f964a520452925e3-50,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b34f1a0f964a520452925e3,Kaffeehaus Classico,Am Markt 17,53.07521352974872,8.807231537429413,"[{'label': 'display', 'lat': 53.07521352974872, 'lng': 8.807231537429413}]",67,28195,DE,Bremen,Bremen,Deutschland,"['Am Markt 17', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
51,e-0-4b75903af964a52061142ee3-51,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b75903af964a52061142ee3,Haus am Walde,Kuhgrabenweg 2,53.106596771269736,8.840775093903535,"[{'label': 'display', 'lat': 53.106596771269736, 'lng': 8.840775093903535}]",4097,28359,DE,Bremen,Bremen,Deutschland,"['Kuhgrabenweg 2', '28359 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d117941735', 'name': 'Beer Garden', 'pluralName': 'Beer Gardens', 'shortName': 'Beer Garden', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/beergarden_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
52,e-0-4c934f13d2e1a1438287d126-52,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c934f13d2e1a1438287d126,Loui + Jules,Vor dem Steintor 139,53.07146389494622,8.830784398125301,"[{'label': 'display', 'lat': 53.07146389494622, 'lng': 8.830784398125301}]",1652,28203,DE,Bremen,Bremen,Deutschland,"['Vor dem Steintor 139', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Steintor,
53,e-0-52d129fe498e4ca536657bfc-53,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",52d129fe498e4ca536657bfc,Paulaner's im Wehrschloss,Hastedter Osterdeich 230,53.06197407572538,8.866096677918208,"[{'label': 'display', 'lat': 53.06197407572538, 'lng': 8.866096677918208}]",4232,28207,DE,Bremen,Bremen,Deutschland,"['Hastedter Osterdeich 230 (Drakenburger Straße)', '28207 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d10d941735', 'name': 'German Restaurant', 'pluralName': 'German Restaurants', 'shortName': 'German', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/german_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],Drakenburger Straße,,
54,e-0-4ce44e3ae571a09310fb8387-54,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ce44e3ae571a09310fb8387,Daheim,Vor dem Steintor 24,53.0730801325625,8.824752896737253,"[{'label': 'display', 'lat': 53.0730801325625, 'lng': 8.824752896737253}]",1215,28203,DE,Bremen,Bremen,Deutschland,"['Vor dem Steintor 24', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d16d941735', 'name': 'Café', 'pluralName': 'Cafés', 'shortName': 'Café', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/cafe_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,336942699
55,e-0-4b6da0c7f964a52092812ce3-55,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b6da0c7f964a52092812ce3,Beluga Bar,Auf den Häfen 12-15,53.0759408995135,8.821289540218322,"[{'label': 'display', 'lat': 53.0759408995135, 'lng': 8.821289540218322}]",944,28203,DE,Bremen,Bremen,Deutschland,"['Auf den Häfen 12-15', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
56,e-0-4b433736f964a52016dd25e3-56,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4b433736f964a52016dd25e3,Kulturzentrum Lagerhaus,Schildstr.12-19,53.072105646922594,8.82240539350148,"[{'label': 'display', 'lat': 53.072105646922594, 'lng': 8.82240539350148}]",1099,28203,DE,Bremen,Bremen,Deutschland,"['Schildstr.12-19', '28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d1e5931735', 'name': 'Music Venue', 'pluralName': 'Music Venues', 'shortName': 'Music Venue', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/arts_entertainment/musicvenue_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
57,e-0-4bb4a85386a8d13a65abde7f-57,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bb4a85386a8d13a65abde7f,ALEX,AG-Weser-Str. 3,53.11053916140056,8.74639669715648,"[{'label': 'display', 'lat': 53.11053916140056, 'lng': 8.74639669715648}]",5607,28237,DE,Bremen,Bremen,Deutschland,"['AG-Weser-Str. 3', '28237 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",True,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,452284037
58,e-0-4c26b1cea852c9289a2ce76c-58,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c26b1cea852c9289a2ce76c,Cotton's Bar,Wachtstr. 23,53.07487025738274,8.806897114603156,"[{'label': 'display', 'lat': 53.07487025738274, 'lng': 8.806897114603156}]",107,28195,DE,Bremen,Bremen,Deutschland,"['Wachtstr. 23', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d11b941735', 'name': 'Pub', 'pluralName': 'Pubs', 'shortName': 'Pub', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,Altstadt,
59,e-0-4bec31bab3352d7fc55d57d2-59,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4bec31bab3352d7fc55d57d2,Oberneulanders,,53.09104808360402,8.937001059727054,"[{'label': 'display', 'lat': 53.09104808360402, 'lng': 8.937001059727054}]",8845,28355,DE,Bremen,Bremen,Deutschland,"['28355 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d10d941735', 'name': 'German Restaurant', 'pluralName': 'German Restaurants', 'shortName': 'German', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/food/german_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
60,e-0-4e881b624690cbcca84f7672-60,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4e881b624690cbcca84f7672,Haifischbecken,,53.07151010909177,8.830760715103493,"[{'label': 'display', 'lat': 53.07151010909177, 'lng': 8.830760715103493}]",1649,28203,DE,Bremen,Bremen,Deutschland,"['28203 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d118941735', 'name': 'Dive Bar', 'pluralName': 'Dive Bars', 'shortName': 'Dive Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/divebar_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
61,e-0-57bdc4a8498e453910638d1e-61,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",57bdc4a8498e453910638d1e,Hopfen & Schmalz,Hamburger Straße,53.069980122051064,8.837551462267447,"[{'label': 'display', 'lat': 53.069980122051064, 'lng': 8.837551462267447}]",2133,28205,DE,Bremen,Bremen,Deutschland,"['Hamburger Straße (Hemelinger Str)', '28205 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],Hemelinger Str,,
62,e-0-5892246065be584c58837fd2-62,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",5892246065be584c58837fd2,Craft Bier Bar,Am Wall 175,53.07644684371471,8.812084737817024,"[{'label': 'display', 'lat': 53.07644684371471, 'lng': 8.812084737817024}]",336,28217,DE,Bremen,Bremen,Deutschland,"['Am Wall 175', '28217 Bremen', 'Deutschland']","[{'id': '56aa371ce4b08b9a8d57356c', 'name': 'Beer Bar', 'pluralName': 'Beer Bars', 'shortName': 'Beer Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
63,e-0-4ff0a46ce4b0ef320d8a0d55-63,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4ff0a46ce4b0ef320d8a0d55,Efendy Shisha Lounge,,53.07107092561666,8.801041973805543,"[{'label': 'display', 'lat': 53.07107092561666, 'lng': 8.801041973805543}]",668,28199,DE,Bremen,Bremen,Deutschland,"['28199 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d119941735', 'name': 'Hookah Bar', 'pluralName': 'Hookah Bars', 'shortName': 'Hookah Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/hookahbar_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
64,e-0-4c828bb3d4e23704227f6888-64,0,"[{'summary': 'This spot is popular', 'type': 'general', 'reasonName': 'globalInteractionReason'}]",4c828bb3d4e23704227f6888,John Benton,Am Markt 1,53.07592607109329,8.807232047531695,"[{'label': 'display', 'lat': 53.07592607109329, 'lng': 8.807232047531695}]",12,28195,DE,Bremen,Bremen,Deutschland,"['Am Markt 1', '28195 Bremen', 'Deutschland']","[{'id': '4bf58dd8d48988d116941735', 'name': 'Bar', 'pluralName': 'Bars', 'shortName': 'Bar', 'icon': {'prefix': 'https://ss3.4sqi.net/img/categories_v2/nightlife/pub_', 'suffix': '.png'}, 'primary': True}]",False,0,0,0,0,0,0,False,0,0,[],0,Nobody here,[],,,
