ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
"02","1","06","115","2018","06","22","4","3","3","6","2","0","1","0","0","0","0","0",567170.93350000004,5933769.62079999968,10.01381302400,53.54851917000
"02","1","06","115","2018","07","10","4","3","3","6","0","0","1","0","0","0","0","1",567112.76159999997,5933539.70969999954,10.01288584600,53.54646035300
"02","1","06","115","2018","07","15","1","3","2","6","0","0","1","0","0","0","0","0",566882.61060000001,5933675.44309999980,10.00944195900,53.54770958100
"02","1","06","115","2018","07","00","6","3","5","3","2","1","1","0","0","0","0","0",567142.52560000005,5933755.75260000024,10.01338135900,53.54839816700
"02","1","06","115","2018","08","08","3","3","6","3","0","1","0","1","0","0","0","0",567175.39830000000,5933771.80300000031,10.01388086900,53.54853821100
"02","1","06","115","2018","08","23","6","3","9","7","2","0","0","0","1","0","0","0",566797.59409999999,5933710.83849999961,10.00816660600,53.54803850800
"02","1","06","115","2018","10","13","3","3","3","6","0","0","1","0","0","1","0","0",567049.07999999996,5933695.94000000041,10.01195840300,53.54787256000
"02","1","06","115","2018","10","17","6","3","3","6","0","0","1","0","0","0","1","0",567234.01020000002,5933468.37090000045,10.01470011500,53.54580370700
"02","1","06","115","2018","12","21","6","3","8","1","2","0","1","0","0","0","0","1",566874.93500000006,5933884.15500000026,10.00937076700,53.54958629400
"02","1","08","123","2018","01","17","1","3","6","2","2","1","0","1","0","0","0","1",570353.35640000005,5934633.11050000042,10.06203088200,53.55586264200
"02","1","08","123","2018","02","18","6","3","6","7","2","1","0","1","0","0","0","0",570505.76240000001,5934951.64699999988,10.06440297200,53.55870489200
"02","5","01","504","2018","01","20","6","3","3","3","2","0","1","0","0","0","0","0",570022.16099999996,5935758.50590000022,10.05728438600,53.56602090800
"02","1","08","123","2018","05","10","7","3","5","2","0","0","1","0","0","0","1","0",570402.51139999996,5935099.44689999986,10.06287781600,53.56004703400
"02","1","08","123","2018","05","20","5","3","5","3","0","1","1","0","0","0","0","0",570510.98010000004,5935101.76680000033,10.06451559800,53.56005332300
"02","1","08","123","2018","05","11","5","3","5","3","0","1","1","0","0","0","0","0",570516.86529999995,5935080.49710000027,10.06459963200,53.55986138000
"02","5","01","504","2018","06","09","6","3","5","3","0","0","1","0","0","0","0","0",570022.16110000003,5935758.50519999955,10.05728438700,53.56602090100
"02","1","08","123","2018","06","09","6","3","4","6","0","1","1","0","0","0","0","1",570368.14229999995,5934616.25040000025,10.06225024700,53.55570913800
"02","5","01","504","2018","06","22","3","3","5","3","2","0","1","0","0","0","0","0",570029.80400000000,5935755.06850000005,10.05739899700,53.56598899600
"02","1","08","123","2018","08","00","1","3","4","2","2","0","1","0","0","0","0","0",570312.77179999999,5935117.60209999979,10.06152734400,53.56022222500
"02","1","08","123","2018","09","11","4","3","0","1","0","0","0","0","1","0","0","1",570359.99529999995,5934652.61699999962,10.06213547200,53.55603705800
"02","1","08","123","2018","08","14","4","3","5","3","0","1","1","0","0","0","0","0",570340.52879999997,5934804.25449999981,10.06187579200,53.55740243900
"02","1","08","123","2018","10","10","2","3","0","5","0","1","1","0","0","0","0","1",570368.82079999999,5934611.91229999997,10.06225951100,53.55567006000
"02","5","01","504","2018","10","08","3","3","3","2","0","1","1","0","0","0","0","0",570043.55570000003,5935771.77940000035,10.05761034600,53.56613734200
"02","5","01","504","2018","11","20","6","3","2","6","2","0","1","0","0","0","0","0",570041.68729999999,5935769.50889999978,10.05758163100,53.56611718600
"02","1","08","123","2018","11","14","3","3","5","3","0","0","1","0","0","0","0","0",570502.22580000001,5935094.99399999995,10.06438193000,53.55999363100
"02","5","01","504","2018","11","10","6","3","1","5","0","0","1","0","0","0","0","0",569921.49260000000,5935720.93090000004,10.05575623900,53.56569664300
"02","1","08","123","2018","11","15","2","3","6","4","0","0","0","1","0","0","1","1",570234.70270000002,5935331.24199999962,10.06039695900,53.56215266800
"02","5","01","504","2018","11","16","5","3","6","4","0","1","1","1","0","0","0","0",570033.40339999995,5935647.91409999970,10.05742931400,53.56502551400
"02","1","08","123","2018","12","02","1","3","9","1","2","0","1","0","0","0","0","1",570293.50430000003,5935122.82320000045,10.06123768700,53.56027172800
"02","1","08","123","2018","12","15","2","3","6","4","0","0","1","1","0","0","0","1",570265.04440000001,5935321.84860000014,10.06085285600,53.56206418800
"02","1","08","123","2018","12","19","5","3","6","2","2","0","1","1","0","0","0","0",570350.07279999997,5934633.36720000021,10.06198138100,53.55586538900
"02","1","08","123","2018","12","17","5","3","2","6","2","0","1","0","0","0","0","1",570339.38300000003,5935113.88449999969,10.06192818600,53.56018524900
"02","5","01","504","2018","12","18","6","3","5","3","2","0","1","0","0","0","0","1",570031.28570000001,5935756.86899999995,10.05742177000,53.56600497900
"02","1","19","140","2018","04","10","3","3","2","6","0","0","1","0","0","1","1","0",561472.03399999999,5930842.91830000002,9.92723742500,53.52291372800
"02","2","07","219","2018","01","10","3","3","1","6","0","0","0","0","0","1","0","0",560682.42249999999,5932953.57180000003,9.91573787400,53.54197493400
"02","2","07","219","2018","02","10","3","3","2","6","0","0","0","0","0","1","0","0",560677.60939999996,5932956.64419999998,9.91566584700,53.54200310300
"02","1","19","140","2018","01","07","6","3","2","6","1","0","0","0","1","0","1","1",561056.22100000002,5930239.29920000024,9.92084858500,53.51753718400
"02","2","07","219","2018","03","12","3","3","2","6","0","0","0","0","0","1","0","0",560674.97019999998,5932958.32880000025,9.91562635200,53.54201854900
"02","2","07","219","2018","04","20","2","2","2","6","2","0","1","0","1","0","0","0",560681.75639999995,5932953.99700000044,9.91572790600,53.54197883300
"02","1","19","140","2018","04","17","6","3","2","6","0","0","1","0","0","0","1","0",561206.48380000005,5930440.57569999993,9.92315384700,53.51932867800
"02","2","07","219","2018","01","07","3","3","2","6","2","0","1","0","0","0","1","0",560821.62699999998,5932975.69299999997,9.91784256700,53.54215764500
"02","1","19","140","2018","03","13","4","3","3","6","0","0","1","0","0","0","0","1",561531.77090000000,5930922.90739999991,9.92815407600,53.52362563600
"02","1","19","140","2018","03","22","5","3","9","1","2","0","1","0","0","0","0","1",561109.87890000001,5930309.34999999963,9.92167140200,53.51816052900
"02","2","07","219","2018","06","08","6","3","2","6","2","0","1","0","0","0","0","1",560796.41050000000,5932961.18699999992,9.91745926600,53.54203019300
"02","2","07","219","2018","09","17","6","3","2","6","0","0","1","0","0","0","1","0",560800.76859999995,5932958.20459999982,9.91752444400,53.54200288400
"02","1","19","140","2018","08","07","3","1","2","6","0","0","1","0","0","1","0","0",561183.32259999996,5932725.83820000011,9.92325117800,53.53987007800
"02","1","19","140","2018","08","14","5","3","2","3","0","0","1","0","0","1","0","1",561188.54160000000,5930416.67009999976,9.92287860100,53.51911591600
"02","1","19","140","2018","06","14","6","3","2","6","0","0","1","0","0","0","0","0",561048.18870000006,5930280.60159999970,9.92073550800,53.51790932200
"02","2","07","219","2018","12","11","3","3","2","6","0","0","0","0","0","1","0","0",560529.42039999994,5933051.23799999990,9.91344819200,53.54287036200
"02","2","07","219","2018","06","16","3","3","2","6","0","0","1","0","0","0","1","0",560756.80519999994,5932988.29090000037,9.91686694300,53.54227837100
"02","1","19","140","2018","12","16","5","3","2","6","2","0","1","0","0","0","0","1",561257.87080000003,5930509.04229999986,9.92394217600,53.51993803300
"02","2","07","219","2018","11","16","6","3","2","6","1","0","1","0","0","0","0","0",560677.97309999994,5932956.41199999955,9.91567129000,53.54200097500
"02","2","07","219","2018","11","11","5","3","2","6","0","0","0","0","0","1","0","0",560821.87190000003,5932975.52390000038,9.91784622900,53.54215609700
"02","2","07","219","2018","08","19","6","3","2","6","0","0","1","0","0","0","0","0",560756.83319999999,5932988.27180000022,9.91686736200,53.54227819600
"02","1","19","140","2018","08","06","5","2","2","6","0","0","0","0","1","1","0","0",561446.21010000003,5932543.62970000040,9.92718177600,53.53820180300
"02","1","19","140","2018","12","04","2","3","8","1","2","0","1","0","0","0","0","1",561074.17689999996,5930255.24390000012,9.92112246600,53.51767840100
"02","1","19","140","2018","08","20","2","3","2","6","2","0","1","0","0","0","0","0",561006.79520000005,5932746.51420000009,9.92059180400,53.54007643600
"02","1","20","141","2018","01","16","6","2","6","4","0","0","1","1","0","0","0","1",558257.18140000000,5931548.81830000039,9.87888271000,53.52962424700
"02","1","19","140","2018","03","06","6","3","2","6","1","0","1","0","0","0","0","0",560541.17119999998,5929890.34729999956,9.91301427800,53.51446054800
"02","1","19","140","2018","02","06","6","3","1","6","2","0","1","0","0","0","0","2",560797.81850000005,5929990.24760000035,9.91690358600,53.51532878400
"02","1","20","141","2018","02","16","4","3","6","4","0","0","1","1","0","0","0","0",558068.66359999997,5931976.07720000017,9.87611830700,53.53348513500
"02","1","20","141","2018","02","09","3","3","6","4","0","0","1","1","0","0","0","2",558267.94330000004,5931956.37160000019,9.87912090800,53.53328596500
"02","1","19","140","2018","03","07","5","3","2","6","0","0","1","0","0","1","0","1",561458.13130000001,5930391.72070000041,9.92693922100,53.51886023200
"02","1","19","140","2018","03","17","3","3","3","6","0","0","1","0","0","1","0","0",560487.65190000006,5929829.90309999976,9.91219560400,53.51392346500
"02","1","19","140","2018","03","17","3","3","2","6","0","0","1","0","0","1","0","0",561264.78940000001,5930081.84839999955,9.92396297300,53.51609783200
"02","1","20","141","2018","04","15","2","3","5","3","0","1","1","0","0","0","0","0",558267.39969999995,5931956.17169999983,9.87911267000,53.53328422900
"02","1","19","140","2018","04","10","7","3","2","6","0","0","1","0","0","0","0","0",561277.47739999997,5930601.24440000020,9.92425589400,53.52076441100
"02","1","19","140","2018","05","20","7","3","8","1","0","0","0","0","0","0","1","0",559004.40099999995,5930254.70600000024,9.88991015300,53.51790996900
"02","1","20","141","2018","06","18","6","3","5","3","0","1","1","0","0","0","0","0",558249.79099999997,5931929.39499999955,9.87884204900,53.53304552500
"02","1","19","140","2018","05","13","5","3","2","6","0","0","1","0","1","0","0","0",560999.00840000005,5930007.68659999967,9.91994073600,53.51546221100
"02","7","12","713","2018","05","15","2","3","2","6","0","0","1","0","0","1","0","0",559839.70279999997,5929786.98739999998,9.90241722700,53.51361190800
"02","1","20","141","2018","06","16","4","3","6","4","0","0","1","1","0","0","0","0",558250.06039999996,5931930.67659999989,9.87884635200,53.53305701300
"02","1","19","140","2018","06","07","3","3","3","6","0","0","1","0","0","1","0","0",559248.44609999994,5930108.23529999983,9.89356267600,53.51656610600
"02","1","19","140","2018","06","10","6","2","5","2","0","0","1","0","0","1","0","0",559455.54660000000,5929990.98799999990,9.89666341900,53.51548895800
"02","7","12","713","2018","06","09","6","3","2","6","0","0","1","0","0","1","0","0",558527.55900000001,5930209.60900000017,9.88271089200,53.51755796500
"02","1","20","141","2018","06","22","5","3","9","1","1","0","1","0","0","0","0","0",558164.46799999999,5931984.30999999959,9.87756511200,53.53354853000
"02","1","19","140","2018","06","10","5","3","3","6","0","0","1","0","0","1","0","0",558763.20479999995,5930247.78330000024,9.88627158900,53.51787476900
"02","1","19","140","2018","07","16","5","3","3","6","0","0","1","0","1","0","0","0",560547.85490000003,5929893.52570000011,9.91311567400,53.51448834400
"02","7","12","713","2018","07","16","2","3","2","6","0","0","1","0","0","1","0","0",560488.59770000004,5929790.41129999980,9.91220224300,53.51356842400
"02","1","19","140","2018","08","18","4","3","3","6","0","0","1","0","0","1","0","0",561173.89500000002,5930505.88260000013,9.92267514600,53.51991941500
"02","1","19","140","2018","08","14","4","3","3","7","0","0","1","0","1","0","0","0",561073.45550000004,5930020.01960000023,9.92106573500,53.51556441000
"02","1","19","140","2018","08","18","6","3","3","6","0","0","1","0","0","0","1","0",560858.23219999997,5929996.69180000015,9.91781582000,53.51537971100
"02","1","20","141","2018","09","14","2","3","2","6","0","0","1","0","1","0","0","0",558143.51439999999,5931969.24309999961,9.87724621300,53.53341543500
"02","1","19","140","2018","10","17","6","3","3","2","0","0","1","0","0","1","0","0",561259.52500000002,5930583.28789999988,9.92398164200,53.52060512000
"02","1","19","140","2018","10","15","6","3","3","6","0","0","1","0","0","1","0","0",561099.17240000004,5930010.49930000026,9.92145166700,53.51547585800
"02","1","19","140","2018","10","18","5","3","3","6","2","0","1","0","0","1","0","0",561476.08310000005,5930349.75600000005,9.92720170400,53.51848097700
"02","1","19","140","2018","11","14","5","3","5","3","0","0","1","0","0","1","0","0",561385.12740000000,5930126.15309999976,9.92578626700,53.51648198200
"02","1","19","140","2018","11","05","6","2","2","6","2","0","1","0","0","0","1","0",561489.67330000002,5930373.14659999963,9.92741123700,53.51868960900
"02","1","19","140","2018","11","08","2","3","3","6","0","0","1","0","0","1","0","0",560751.57810000004,5929973.19259999972,9.91620301700,53.51518084800
"02","1","19","140","2018","11","11","6","3","5","3","0","0","1","0","0","1","0","0",560044.18000000005,5930817.99839999992,9.90569804500,53.52285482800
"02","1","19","140","2018","11","18","5","3","2","6","2","0","1","0","0","0","0","1",559018.43299999996,5930251.29200000037,9.89012111400,53.51787771000
"02","1","19","140","2018","12","04","6","3","9","1","2","0","1","0","0","0","0","1",558939.74089999998,5930252.89039999992,9.88893473100,53.51790090500
"02","1","19","140","2018","12","12","3","3","5","3","0","0","1","0","0","0","0","1",561488.31250000000,5930340.35610000044,9.92738428000,53.51839506500
"02","1","20","141","2018","12","00","1","3","6","2","2","0","1","1","0","0","0","1",558614.48800000001,5931227.79700000025,9.88421232700,53.52669931200
"02","7","15","716","2018","12","15","4","3","4","6","0","0","1","0","0","0","0","1",558272.50619999995,5929754.62899999972,9.87878007500,53.51349712700
"02","1","20","141","2018","12","17","7","3","5","3","2","1","1","0","0","0","0","0",558249.79099999997,5931929.39499999955,9.87884204900,53.53304552500
"02","2","02","207","2018","01","19","6","3","0","7","2","1","0","0","0","0","1","1",564058.29879999999,5934855.78409999982,9.96706402400,53.55866981700
"02","1","04","109","2018","01","16","5","3","6","4","2","0","0","1","0","0","1","2",564609.10580000002,5935128.35720000044,9.97543438500,53.56105199600
"02","3","02","312","2018","02","18","7","3","3","6","2","0","1","0","0","0","0","0",565438.28879999998,5935287.82129999995,9.98798431900,53.56238241000
"02","1","04","109","2018","03","17","5","3","2","6","0","0","1","0","0","0","0","1",564613.30759999994,5935078.13150000013,9.97548742700,53.56060008700
"02","2","02","207","2018","04","17","1","3","5","3","0","1","1","0","0","0","0","0",563985.57109999994,5935264.50980000012,9.96604994400,53.56235202900
"02","2","02","207","2018","03","16","5","3","1","6","0","0","1","0","0","0","0","1",564035.68909999996,5934998.33220000006,9.96675195600,53.55995369900
"02","3","02","312","2018","04","12","5","3","2","6","0","0","1","0","0","0","0","0",565541.05619999999,5935202.09300000034,9.98951766100,53.56159912500
"02","1","04","109","2018","04","18","5","3","5","2","0","1","0","0","0","1","0","0",564615.71129999997,5935100.30140000023,9.97552829400,53.56079903800
"02","2","02","207","2018","04","11","4","3","3","2","0","0","1","0","1","0","0","0",564055.80390000006,5935268.59580000024,9.96711098600,53.56238018400
"02","2","02","207","2018","04","14","2","3","6","2","0","0","1","1","0","0","0","0",563985.59329999995,5935264.51109999977,9.96605027900,53.56235203800
"02","1","04","109","2018","04","18","7","3","1","1","0","0","1","0","0","1","0","0",564668.36970000004,5935342.93090000004,9.97637338700,53.56297313000
"02","1","04","109","2018","05","10","4","3","4","2","0","0","1","0","1","0","0","0",564606.66220000002,5935057.75769999996,9.97538290300,53.56041780000
"02","3","02","312","2018","04","22","5","3","3","7","2","0","1","0","0","0","0","1",565303.38809999998,5935403.75320000015,9.98597215700,53.56344112100
"02","3","02","312","2018","05","19","3","3","2","6","0","0","1","0","1","0","0","0",565396.77839999995,5935322.55790000036,9.98736497000,53.56269977000
"02","1","04","109","2018","05","21","5","3","5","3","0","0","1","0","1","0","0","0",564186.05400000000,5935275.14630000014,9.96907853100,53.56242314100
"02","1","04","109","2018","05","17","4","3","6","2","0","0","0","1","0","0","1","0",564605.06599999999,5935128.31500000041,9.97537339600,53.56105211400
"02","2","02","207","2018","06","21","7","3","6","7","1","1","1","1","0","0","0","0",563963.10820000002,5935187.89429999981,9.96569516900,53.56166620100
"02","3","02","312","2018","06","15","1","3","6","7","0","0","1","1","0","0","0","0",565540.69480000006,5935202.39230000041,9.98951226800,53.56160186000
"02","3","02","312","2018","07","01","1","2","5","3","2","0","1","0","0","0","0","0",565565.78000000003,5935191.45999999996,9.98988864000,53.56150047600
"02","3","02","312","2018","07","17","2","3","0","7","0","0","0","0","1","0","1","1",565354.53350000002,5935357.90930000041,9.98673465200,53.56302274400
"02","3","02","312","2018","07","13","6","3","4","2","0","1","1","0","0","0","0","0",565567.39859999996,5935227.80669999961,9.98992070000,53.56182693000
"02","1","04","109","2018","07","18","1","3","4","7","0","0","1","0","0","0","0","0",564612.95999999996,5934994.96630000044,9.97546498400,53.55985270100
"02","3","02","312","2018","07","13","5","3","6","4","0","1","0","1","0","0","0","0",565481.89659999998,5935251.32940000016,9.98863495300,53.56204900900
"02","1","04","109","2018","08","19","2","3","4","2","0","1","1","0","0","0","0","1",564603.54969999997,5935128.23429999966,9.97535049000,53.56105157600
"02","3","02","312","2018","09","12","5","3","3","7","0","0","1","0","0","0","0","0",565296.77630000003,5935409.81049999967,9.98587361200,53.56349638200
"02","1","04","109","2018","09","17","2","3","3","6","0","1","0","0","0","0","0","0",564598.48820000002,5935057.94510000013,9.97525955600,53.56042049000
"02","2","02","207","2018","09","16","6","3","2","6","0","0","1","0","0","0","0","0",563967.94079999998,5935204.85560000036,9.96577159100,53.56181804800
"02","1","04","109","2018","10","19","2","3","4","2","2","1","1","0","0","0","0","0",564620.57310000004,5935138.73419999983,9.97560963100,53.56114384600
"02","3","02","312","2018","10","21","3","3","5","3","2","0","1","0","0","0","0","1",565564.88910000003,5935188.44039999973,9.98987455800,53.56147344900
"02","3","02","312","2018","10","08","6","3","5","3","0","1","1","0","0","0","0","0",565567.46959999995,5935240.71239999961,9.98992448000,53.56194290800
"02","1","04","110","2018","02","13","3","3","1","5","0","1","1","0","0","0","0","0",563671.61580000003,5934945.21410000045,9.96124554200,53.55952060200
"02","1","04","110","2018","04","08","6","3","5","3","0","1","0","1","0","0","0","0",563579.11959999998,5935008.61029999983,9.95986224700,53.56010157600
"02","1","04","110","2018","11","15","6","3","3","6","0","0","1","0","0","1","0","0",563736.28619999997,5934881.17430000007,9.96220865400,53.55893720700
"02","2","01","206","2018","06","15","5","3","5","3","0","0","1","0","0","0","0","0",563567.82700000005,5935015.65400000010,9.95969322000,53.56016624800
"02","1","04","110","2018","11","14","6","3","0","6","0","0","1","0","0","0","1","0",563639.98549999995,5934970.64570000023,9.96077327400,53.55975300000
"02","1","04","110","2018","12","08","2","3","3","2","2","1","1","0","0","0","0","0",563703.67160000000,5934912.09310000017,9.96172265900,53.55921904300
"02","2","01","206","2018","08","12","5","3","2","6","0","0","1","0","0","0","1","1",563552.83600000001,5935023.57990000024,9.95946854600,53.56023929600
"02","1","04","110","2018","05","07","4","3","3","2","0","1","1","0","0","0","0","0",563657.85320000001,5934957.53940000013,9.96104031200,53.55963304300
"02","1","04","110","2018","03","06","6","2","5","3","1","1","1","0","0","0","0","0",563462.39700000000,5934237.37469999958,9.95794375000,53.55318435500
"02","2","02","207","2018","03","01","1","3","8","1","2","0","1","0","0","0","0","1",563645.69510000001,5934966.75640000030,9.96085866700,53.55971735300
"02","2","02","207","2018","05","14","5","3","1","5","0","1","1","0","0","0","0","0",563817.19440000004,5935021.25360000040,9.96345851800,53.56018631200
"02","1","04","110","2018","05","02","7","2","1","1","2","0","1","0","1","0","0","0",563553.63720000000,5934475.50910000037,9.95936919200,53.55531351000
"02","2","01","205","2018","06","16","6","3","5","3","0","0","1","0","0","0","0","0",563424.35239999997,5934410.80009999964,9.95740475300,53.55474758500
"02","2","01","206","2018","09","09","4","3","4","2","0","1","1","0","0","0","0","0",563568.67960000003,5935013.39560000040,9.95970563100,53.56014584800
"02","2","01","205","2018","10","12","6","3","5","3","0","0","1","0","0","0","0","1",563338.24140000006,5934435.19689999986,9.95611003100,53.55497724300
"02","2","01","205","2018","11","15","4","3","5","2","0","1","1","0","0","0","0","0",563482.49890000001,5934650.92779999971,9.95833112100,53.55689866300
"02","1","04","110","2018","11","12","7","3","9","1","0","0","1","0","0","0","0","0",563583.72640000004,5934507.72369999997,9.95982988400,53.55559938900
"02","2","10","222","2018","01","07","3","3","6","4","2","1","0","1","0","0","0","1",555941.16669999994,5933842.19070000015,9.84435702900,53.55048792300
"02","2","10","222","2018","01","01","2","2","6","4","2","0","1","1","0","0","0","1",555402.74150000000,5934314.65780000016,9.83631490400,53.55479137600
"02","1","20","141","2018","01","07","2","3","5","3","1","1","1","0","0","0","0","0",556854.32310000004,5932140.10670000035,9.85782886700,53.53509218700
"02","1","20","141","2018","01","08","5","2","4","2","1","0","1","0","1","0","0","1",556852.02540000004,5932134.59159999993,9.85779320200,53.53504286800
"02","2","10","222","2018","01","07","2","3","2","6","1","0","1","0","0","0","0","0",556764.46219999995,5933633.56780000031,9.85674418500,53.54852454000
"02","2","10","222","2018","01","21","2","3","0","1","2","0","1","0","0","0","0","1",557204.94079999998,5933527.79360000044,9.86337213900,53.54752608300
"02","7","16","717","2018","02","09","5","3","1","6","0","0","1","0","0","0","1","0",554613.59369999997,5931086.69610000029,9.82384045800,53.52586218100
"02","2","10","222","2018","02","09","2","3","1","6","0","0","1","0","0","0","0","1",556495.19250000000,5933697.99629999977,9.85269224100,53.54913263900
"02","1","20","141","2018","02","15","6","3","5","2","0","1","0","0","0","0","0","1",556716.33120000002,5932157.42650000006,9.85575021300,53.53526276700
"02","7","16","717","2018","02","05","4","3","8","7","2","0","1","0","0","0","0","0",553121.37410000002,5930609.14300000016,9.80125192700,53.52172301200
"02","1","20","141","2018","03","13","5","3","5","3","0","0","1","0","0","0","0","0",557320.95869999996,5932376.84480000008,9.86491203900,53.53716918400
"02","2","07","219","2018","03","17","5","3","1","6","1","0","1","0","0","0","0","1",558540.26069999998,5933439.54449999984,9.88350648700,53.54658577100
"02","7","16","717","2018","04","07","6","3","2","6","0","0","1","0","0","0","0","0",554487.59719999996,5931131.23720000032,9.82194778000,53.52627558200
"02","2","10","222","2018","04","13","3","3","5","3","0","0","1","0","1","0","0","0",556411.30500000005,5933729.27749999985,9.85143190900,53.54942280200
"02","2","10","222","2018","04","07","4","3","0","7","0","0","1","1","0","1","1","0",556313.38980000000,5934475.90290000010,9.85008871300,53.55614368400
"02","7","17","718","2018","04","17","4","3","2","2","0","0","1","0","0","0","1","0",551798.99320000003,5932380.48180000018,9.78160105000,53.53777542400
"02","7","16","717","2018","04","05","2","3","0","1","0","0","0","0","1","0","0","0",553415.24450000003,5930763.89290000033,9.80571040900,53.52308408100
"02","7","16","717","2018","04","07","5","3","3","2","0","1","1","0","0","0","0","0",553795.88989999995,5930024.83420000039,9.81132447600,53.51640278900
"02","1","20","141","2018","04","11","6","3","5","3","0","0","1","0","1","0","0","0",555936.99329999997,5932300.44149999972,9.84401834200,53.53663169700
"02","1","20","141","2018","05","18","4","3","0","3","0","1","1","0","0","0","0","0",556563.27850000001,5932207.95639999956,9.85345033000,53.53573341300
"02","7","16","717","2018","05","06","6","3","4","6","0","0","1","0","0","0","0","0",553869.82900000003,5930823.47130000032,9.81257681200,53.52357315700
"02","2","07","219","2018","05","06","4","3","0","2","0","0","1","0","1","0","0","0",558960.35939999996,5933452.32230000012,9.88984830900,53.54665361100
"02","2","07","219","2018","05","17","2","3","6","4","0","0","1","1","0","0","0","0",557874.98970000003,5933497.74590000045,9.87347808500,53.54718260400
"02","7","16","717","2018","04","18","7","2","8","7","0","0","1","0","0","0","0","0",551826.53599999996,5930209.87380000018,9.78165730400,53.51826373500
"02","7","16","717","2018","05","13","1","3","4","2","0","0","1","0","1","0","0","0",553726.60030000005,5931402.44849999994,9.81051591700,53.52879151100
"02","7","16","717","2018","05","14","2","3","6","4","0","0","1","1","0","0","0","0",551695.51300000004,5930532.44950000010,9.77973462600,53.52117588500
"02","2","07","219","2018","05","18","7","2","4","2","0","1","1","0","0","0","0","0",558399.38009999995,5933429.98560000025,9.88137876800,53.54651554700
"02","2","10","222","2018","05","11","1","3","3","6","0","1","0","0","0","0","0","0",556756.43909999996,5933835.56769999955,9.85665977200,53.55034090000
"02","2","07","219","2018","05","10","6","3","2","6","0","0","1","0","0","0","0","0",557875.36840000004,5933497.67860000022,9.87348378700,53.54718195700
"02","1","20","141","2018","05","16","1","3","8","1","0","0","0","0","1","0","0","0",555045.16420000000,5931609.85680000018,9.83044188500,53.53051915600
"02","1","20","141","2018","05","13","5","3","5","3","0","1","0","0","1","0","0","0",556404.37100000004,5932305.15799999982,9.85107047800,53.53662411000
"02","1","20","141","2018","05","14","4","3","2","2","0","0","1","0","0","0","0","0",557039.68999999994,5932081.55389999971,9.86061470100,53.53454584400
"02","2","10","222","2018","06","08","2","3","3","6","0","1","1","0","0","0","0","0",555959.33230000001,5934232.06549999956,9.84470096400,53.55399003200
"02","2","10","222","2018","06","17","5","3","2","6","0","0","1","0","0","0","1","1",556386.00829999999,5933724.76649999991,9.85104933200,53.54938497600
"02","2","10","222","2018","06","19","2","3","5","3","0","0","1","0","0","0","0","0",556410.96550000005,5933727.35910000000,9.85142643900,53.54940559600
"02","2","07","219","2018","07","05","1","3","5","3","0","0","1","0","0","0","0","0",558976.52579999994,5933880.97269999981,9.89017310800,53.55050429600
"02","1","20","141","2018","07","11","5","3","2","6","0","0","1","0","0","0","0","0",556816.89690000005,5932141.21169999987,9.85726444400,53.53510616800
"02","7","16","717","2018","07","16","3","3","5","3","0","0","0","0","1","0","1","0",553358.79399999999,5931540.05800000019,9.80499127300,53.53006578900
"02","7","16","717","2018","07","12","5","3","2","6","0","0","1","0","0","0","0","0",554287.75899999996,5931013.01699999999,9.81891305500,53.52523373600
"02","1","20","141","2018","07","13","7","3","2","7","0","0","1","0","1","0","0","0",557235.46939999994,5932513.33160000015,9.86364722300,53.53840519300
"02","2","07","219","2018","08","14","4","3","0","7","0","0","0","0","1","0","0","0",557912.46569999994,5933490.94359999988,9.87404235900,53.54711733600
"02","2","07","219","2018","08","15","2","3","2","6","0","1","1","0","0","0","0","0",557265.91650000005,5933562.83669999987,9.86429872400,53.54783438900
"02","2","07","219","2018","08","18","5","3","4","2","0","0","1","0","0","0","0","0",558966.94940000004,5933447.51200000010,9.88994684800,53.54660963800
"02","2","07","219","2018","08","13","4","3","0","1","0","0","0","0","1","0","0","0",558951.81189999997,5933444.35290000029,9.88971782300,53.54658294600
"02","2","07","219","2018","08","07","5","2","5","3","0","1","1","0","0","0","0","0",557489.39000000001,5933578.78000000026,9.86767405500,53.54795326100
"02","2","10","222","2018","07","16","4","3","2","6","0","0","1","0","0","0","1","1",556394.97129999998,5933722.64979999978,9.85118421400,53.54936498900
"02","2","07","219","2018","08","09","1","3","0","1","0","1","0","0","0","0","0","0",557446.36910000001,5934345.41590000037,9.86716569000,53.55484815900
"02","7","16","717","2018","08","19","1","3","1","5","0","1","1","0","0","0","0","0",551990.13060000003,5930766.59709999990,9.78421681900,53.52325129600
"02","1","20","141","2018","08","07","4","2","5","3","0","1","1","0","0","0","0","0",557160.89240000001,5932628.87880000006,9.86254315200,53.53945180500
"02","1","20","141","2018","07","13","7","3","1","5","0","0","1","0","1","0","0","0",557634.91000000003,5930767.30219999980,9.86935231300,53.52266892100
"02","7","16","717","2018","09","07","5","3","2","6","0","0","1","0","0","0","0","0",552608.71640000003,5931963.45260000043,9.79374767400,53.53394679500
