ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,USTUNDE,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
"02","1","16","137","2018","05","17","4","3","0","7","0","1","0","0","0","1","0","0",565517.43180000002,5928015.90230000019,9.98765718500,53.49701770300
"02","1","18","139","2018","05","07","6","3","8","1","0","0","0","0","1","0","0","0",563103.44409999996,5930568.86529999971,9.95178654300,53.52025735800
"02","1","16","136","2018","06","13","6","3","2","2","0","1","1","0","0","0","0","0",567049.55110000004,5928562.69959999993,10.01086645300,53.50173887500
"02","1","16","137","2018","06","13","6","2","2","2","0","0","1","0","0","0","0","0",565102.59609999997,5930678.09470000025,9.98195758000,53.52099522700
"02","1","16","137","2018","06","16","5","2","4","2","0","0","1","0","1","0","0","0",565821.40540000005,5929354.62370000035,9.99251976100,53.50901127300
"02","1","17","138","2018","06","16","6","3","0","7","0","1","0","0","0","0","0","0",567035.28289999999,5930673.52599999961,10.01110285300,53.52071122800
"02","1","16","137","2018","06","05","4","3","0","2","0","1","1","0","0","0","0","0",565367.84219999996,5929517.18159999978,9.98571550600,53.51052881300
"02","1","16","137","2018","06","14","4","3","3","6","0","0","1","0","0","0","1","0",562833.80770000000,5928435.79499999993,9.94729261200,53.50111885000
"02","1","16","137","2018","06","16","4","3","2","6","0","0","0","0","0","0","1","0",564076.53240000003,5929072.71850000042,9.96615539400,53.50669320400
"02","1","16","137","2018","06","14","3","3","5","3","0","0","1","0","0","1","0","0",564090.19330000004,5928528.88800000027,9.96625018100,53.50180392500
"02","1","16","137","2018","06","14","2","3","5","3","0","1","1","0","0","0","0","0",566371.56000000006,5928320.58499999996,10.00059526200,53.49964891000
"02","1","16","137","2018","06","15","5","2","5","3","0","1","1","0","0","0","0","0",565176.63690000004,5928990.65280000027,9.98272321400,53.50582045700
"02","1","16","137","2018","07","14","1","3","8","6","0","0","1","0","0","0","1","0",566218.10880000005,5929114.61249999981,9.99844995000,53.50680441400
"02","1","16","137","2018","07","17","4","3","0","2","0","0","1","0","0","0","1","0",566307.87089999998,5930585.96370000020,10.00011450300,53.52001655100
"02","1","16","137","2018","07","14","2","3","1","6","0","0","1","0","0","0","0","0",565482.03940000001,5928625.41480000038,9.98725099900,53.50250000400
"02","1","16","137","2018","07","11","2","3","5","3","0","0","0","0","1","1","0","0",564463.93279999995,5930664.51869999990,9.97232321000,53.52095193300
"02","1","16","137","2018","08","16","3","3","6","4","0","0","0","1","0","0","1","0",566609.38340000005,5928057.75179999974,10.00412418700,53.49725668900
"02","1","16","137","2018","08","17","6","3","6","4","0","0","1","1","0","0","0","0",565748.42370000004,5928216.51009999961,9.99118080300,53.49879181300
"02","1","16","137","2018","08","21","4","3","5","3","1","0","1","0","0","0","1","0",565695.06700000004,5930194.31300000008,9.99079104400,53.51657361800
"02","1","16","137","2018","08","08","4","2","4","6","0","0","1","0","0","1","1","0",566165.75989999995,5925805.66909999959,9.99696300400,53.47707246700
"02","1","16","137","2018","08","20","3","3","2","6","1","0","1","0","1","0","0","1",566638.99939999997,5928048.16619999986,10.00456853100,53.49716679000
"02","1","16","137","2018","08","13","2","3","6","4","0","0","0","1","0","0","1","0",566555.14670000004,5928078.83040000033,10.00331118900,53.49745299400
"02","1","16","137","2018","08","04","2","3","0","7","2","1","0","0","0","0","0","0",564815.54050000000,5929653.39940000046,9.97741657000,53.51182142100
"02","1","16","136","2018","08","22","1","3","0","4","2","0","0","1","0","0","1","0",566799.57700000005,5928091.34729999956,10.00699799000,53.49753450500
"02","1","16","137","2018","07","17","2","3","5","3","0","1","1","0","0","0","0","0",565135.84620000003,5929973.42300000042,9.98231251100,53.51465799600
"02","1","16","137","2018","08","11","4","3","5","3","0","1","1","0","0","0","0","0",565875.16469999996,5926280.05179999955,9.99268465500,53.48137235500
"02","1","16","137","2018","08","20","3","3","3","7","1","0","1","0","0","0","0","0",565419.58999999997,5929302.93099999987,9.98645099500,53.50859683700
"02","1","16","137","2018","08","15","6","3","2","6","0","0","1","0","0","0","1","0",566085.35439999995,5928291.39869999979,9.99627509100,53.49942263900
"02","1","16","137","2018","09","10","6","3","3","6","0","0","1","0","0","1","0","0",565822.21970000002,5928405.91330000013,9.99233287100,53.50048481100
"02","1","17","138","2018","08","13","7","3","0","7","0","0","0","0","1","0","0","1",566540.50769999996,5931038.74610000011,10.00371894100,53.52405642500
"02","1","16","137","2018","08","11","6","3","6","4","0","0","1","1","0","0","0","0",565398.01029999997,5928971.82710000034,9.98605657900,53.50562378200
"02","1","16","137","2018","09","14","6","3","5","3","0","0","1","0","0","0","0","0",565478.37650000001,5930282.03670000006,9.98754185800,53.51738905300
"02","1","16","137","2018","09","07","4","3","0","2","0","1","1","0","0","0","0","0",564506.34589999996,5927923.14580000006,9.97239869900,53.49630901800
"02","1","16","137","2018","09","11","6","3","5","3","0","0","1","0","0","0","0","0",565480.37560000003,5930286.71360000037,9.98757298100,53.51743083700
"02","1","16","137","2018","09","19","5","3","5","3","1","0","1","0","0","0","0","0",565480.95169999998,5930283.71559999976,9.98758104100,53.51740382100
"02","1","16","137","2018","09","13","5","2","0","7","0","1","0","0","0","0","0","0",565500.50980000000,5927572.18740000017,9.98730949000,53.49303199200
"02","1","17","138","2018","09","08","4","3","8","1","0","0","0","0","0","1","0","0",565848.94539999997,5931211.66729999986,9.99332527900,53.52569762100
"02","1","16","136","2018","09","23","7","3","3","7","2","0","1","0","0","0","0","1",566837.72620000003,5927983.52880000044,10.00755001500,53.49656066400
"02","1","16","137","2018","09","14","2","3","5","3","0","0","1","0","0","0","0","0",565654.55209999997,5930082.53679999989,9.99015669000,53.51557411300
"02","1","16","137","2018","09","12","2","3","5","3","0","0","1","0","0","0","0","0",565480.35829999996,5930293.19060000032,9.98757407300,53.51748905000
"02","1","16","137","2018","09","13","1","3","2","6","0","0","1","0","0","0","0","0",564480.06599999999,5929691.51800000016,9.97236626800,53.51220525600
"02","1","18","139","2018","09","05","1","3","2","6","1","0","1","0","0","0","0","0",563972.41240000003,5930149.02570000011,9.96480539600,53.51637906200
"02","1","16","137","2018","09","18","7","2","0","7","0","1","0","0","0","0","0","0",565403.17050000001,5930225.65199999977,9.98639601800,53.51689166800
"02","1","16","137","2018","09","07","7","2","5","3","1","0","1","0","0","0","0","0",565853.40209999995,5926275.20920000039,9.99235574800,53.48133155600
"02","1","16","137","2018","10","09","3","3","5","2","0","0","1","0","0","0","0","0",563721.24159999995,5929800.01229999959,9.96094695400,53.51327285000
"02","1","16","137","2018","10","07","2","3","4","2","2","0","1","0","0","0","1","1",565757.94649999996,5928428.61990000028,9.99136881100,53.50069692200
"02","1","16","136","2018","10","12","6","3","0","1","0","1","0","0","0","0","0","0",566777.68119999999,5927010.66990000010,10.00643797000,53.48782491900
"02","1","16","137","2018","11","16","3","3","6","4","0","0","1","1","0","0","0","0",565226.00670000003,5930192.20309999958,9.98371754300,53.51661306500
"02","1","16","137","2018","10","19","4","3","0","7","2","0","0","1","0","0","1","0",565477.47869999998,5930225.99139999971,9.98751660600,53.51688546800
"02","1","16","137","2018","10","16","5","3","0","6","0","1","1","0","0","0","0","0",566592.82209999999,5929015.19390000030,10.00407788500,53.50586359400
"02","1","16","137","2018","11","05","3","3","4","2","2","0","1","0","0","0","0","1",565774.47069999995,5928640.26809999999,9.99166228100,53.50259700700
"02","1","16","136","2018","11","22","7","3","2","6","2","0","1","0","0","0","0","0",566833.78819999995,5927984.85400000028,10.00749094300,53.49657307400
"02","1","16","137","2018","11","07","5","3","6","4","2","0","1","1","0","0","0","1",565869.80319999997,5930175.66320000030,9.99342200200,53.51638414100
"02","1","16","136","2018","11","07","5","3","2","6","0","0","1","0","0","0","0","1",567012.36159999995,5925739.82959999982,10.00970309900,53.47637366100
"02","1","16","137","2018","11","21","3","2","9","1","2","0","1","0","0","0","0","0",566167.77639999997,5925799.25349999964,9.99699203100,53.47701455400
"02","1","17","138","2018","11","16","7","3","0","7","2","1","1","0","0","0","0","0",564995.97300000000,5931267.98099999968,9.98047204000,53.52630991900
"02","1","16","137","2018","12","14","3","2","6","4","0","0","1","1","0","0","0","0",566006.62809999997,5925916.57050000038,9.99458896600,53.47808915300
"02","1","16","137","2018","12","13","3","3","3","6","0","0","1","0","0","0","0","0",566189.25430000003,5926156.82110000029,9.99739096400,53.48022543600
"02","1","18","139","2018","12","02","6","3","8","1","2","0","1","0","0","0","0","1",564300.12250000006,5930183.61020000000,9.96975410600,53.51664990300
"02","1","16","137","2018","12","08","3","3","2","7","0","0","1","0","0","0","0","0",565440.02119999996,5929647.07930000033,9.98683087600,53.51168726700
"02","1","16","136","2018","12","12","7","2","5","3","0","1","1","0","0","0","0","1",566947.59420000005,5927625.81969999988,10.00912961100,53.49333186000
"02","1","16","137","2018","12","16","2","2","6","4","2","0","1","1","0","0","0","1",565918.01410000003,5928364.26389999967,9.99376807000,53.50009849900
"02","1","16","137","2018","12","16","6","3","6","4","1","0","0","1","0","1","0","0",565082.88049999997,5930685.24849999975,9.98166174000,53.52106196200
"02","1","12","130","2018","03","08","7","3","2","2","0","0","1","0","0","0","0","0",572923.42830000003,5932833.43549999967,10.10040046000,53.53933833800
