SN,District,Imperial_Circle,Community,Year,Month,Weekday,Hour,Road,Cycle,Car,Pedestrians,Motorcycle,Goods Vehicle,Others,Total,Collision Type,Accident Type,Light Condition,Road Condition,Accident_Severity,Tend_to_Death
307,7,10,711,2016,5,7,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
308,3,1,306,2016,8,3,17,0,0,1,0,1,0,0,2,2,6,0,3,3,0
309,2,12,225,2016,8,3,16,0,0,1,0,1,0,0,2,0,6,0,3,2,1
310,1,16,136,2016,8,2,10,0,0,0,0,0,1,1,2,3,6,0,3,3,0
311,4,5,409,2016,8,2,16,0,1,0,0,1,0,0,2,5,3,0,3,3,0
312,3,7,319,2016,7,4,18,0,0,1,0,0,0,1,2,2,6,0,3,3,0
313,1,15,134,2016,6,6,15,1,0,1,0,0,0,0,2,2,6,0,3,3,0
314,1,6,117,2016,9,3,5,0,1,1,0,0,0,0,2,3,2,2,3,3,0
315,1,12,130,2016,5,7,14,0,0,1,0,0,0,0,1,2,7,0,3,3,0
316,4,12,431,2016,12,1,17,1,0,1,0,0,0,0,2,2,6,2,3,3,0
317,1,1,102,2016,11,5,11,0,0,1,0,0,0,0,1,3,2,0,3,3,0
318,1,7,120,2016,7,2,8,0,1,1,0,0,1,0,3,3,6,0,3,3,0
319,1,16,136,2016,7,1,12,0,0,1,0,0,0,1,2,2,6,0,3,3,0
320,2,5,215,2016,6,6,10,1,1,1,0,0,0,0,3,5,3,0,3,3,0
321,3,9,321,2016,5,7,16,0,0,1,0,0,0,0,1,3,6,0,3,3,0
322,3,8,320,2016,6,2,18,0,0,1,0,0,1,0,2,3,6,0,3,3,0
323,3,9,321,2016,12,5,4,1,0,1,0,0,0,0,2,4,2,2,3,3,0
324,6,11,612,2016,7,1,21,0,0,0,0,1,0,0,1,9,1,2,3,2,1
325,3,8,320,2016,6,4,12,0,0,1,0,0,0,0,1,2,6,0,3,3,0
326,4,5,410,2016,10,3,14,0,1,0,1,0,0,0,2,6,6,0,3,3,0
327,6,2,603,2016,10,4,14,0,0,1,0,0,0,0,1,3,6,0,3,3,0
328,4,2,403,2016,6,1,14,0,0,1,0,0,0,0,1,2,6,0,3,3,0
329,1,19,140,2016,9,3,9,0,0,1,0,0,0,0,1,1,6,0,3,3,0
330,2,3,208,2016,5,7,11,0,0,1,0,0,0,0,1,2,6,0,3,3,0
331,3,8,320,2016,9,1,2,1,0,1,0,0,0,0,2,8,1,2,3,3,0
332,3,4,316,2016,8,3,2,0,0,1,1,0,0,0,2,0,6,2,3,3,0
333,3,8,320,2016,12,7,18,0,0,1,0,0,0,0,1,5,2,2,3,3,0
334,6,11,612,2016,10,7,22,1,0,1,0,0,0,0,2,8,1,2,3,3,0
335,4,4,407,2016,11,5,11,0,0,1,0,0,0,0,1,5,2,0,3,2,1
336,1,12,130,2016,10,3,0,0,0,0,1,0,0,1,2,0,7,2,3,2,1
337,4,4,407,2016,9,4,16,0,0,1,0,0,0,1,2,1,6,0,3,3,0
338,2,9,221,2016,9,1,9,0,0,1,0,0,0,0,1,1,6,0,3,3,0
339,1,11,129,2016,5,6,5,1,0,0,0,1,0,0,2,0,1,0,3,3,0
340,3,1,305,2016,12,5,12,0,0,0,0,0,0,1,1,0,6,0,3,3,0
341,1,7,120,2016,11,2,18,0,0,1,0,0,0,0,1,2,6,2,3,3,0
342,1,16,136,2016,8,6,14,0,0,1,0,0,0,0,1,2,6,0,3,3,0
343,4,3,406,2016,12,4,12,0,0,1,0,0,0,1,2,4,7,0,3,2,1
344,3,9,321,2016,5,6,5,0,0,1,0,0,0,0,1,2,6,0,3,3,0
345,3,7,319,2016,10,2,10,0,0,1,0,0,0,0,1,5,2,0,3,3,0
346,1,8,124,2016,11,7,10,0,0,1,0,0,0,1,2,5,3,0,3,3,0
347,4,6,415,2016,10,5,22,1,0,1,1,0,0,0,3,6,4,2,3,2,1
348,1,1,102,2016,9,5,9,0,1,0,1,0,0,0,2,6,3,0,3,3,0
349,3,5,317,2016,9,3,22,0,1,0,1,0,0,0,2,0,7,2,3,3,0
350,2,5,216,2016,5,6,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
351,1,6,115,2016,8,7,15,0,0,1,0,0,0,0,1,1,6,0,3,3,0
352,3,6,318,2016,11,4,16,0,0,1,1,0,0,0,2,6,4,1,3,3,0
353,3,7,319,2016,8,2,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
354,4,8,418,2016,8,1,16,0,0,1,0,0,0,0,1,1,6,0,3,3,0
355,1,4,111,2016,7,1,22,0,0,1,0,0,0,0,1,3,6,2,3,3,0
356,7,10,711,2016,7,1,17,0,0,1,0,0,0,0,1,8,7,0,3,3,0
357,1,12,130,2016,6,6,5,0,0,1,0,0,1,0,2,0,7,0,3,3,0
358,4,5,412,2016,11,7,0,0,1,0,1,0,0,0,2,0,7,2,3,3,0
359,3,7,319,2016,9,3,8,0,0,1,0,0,0,0,1,2,6,0,3,2,1
360,3,1,304,2016,5,6,11,0,0,1,0,0,1,1,3,3,6,0,3,3,0
361,1,6,117,2016,12,6,20,1,0,1,0,0,0,0,2,5,3,2,3,3,0
362,1,15,134,2016,11,3,10,1,0,1,0,0,0,0,2,0,1,0,3,2,1
363,6,1,601,2016,7,7,15,1,0,1,0,0,0,0,2,5,2,0,3,3,0
364,3,4,316,2016,5,6,8,0,1,0,0,0,0,0,1,3,2,0,3,3,0
365,4,2,405,2016,6,5,19,0,0,1,0,0,0,1,2,5,3,0,3,3,0
366,3,1,306,2016,5,6,8,0,1,0,0,0,0,0,1,4,6,0,3,3,0
367,2,14,227,2016,6,1,10,1,0,1,0,0,0,0,2,5,3,0,3,3,0
368,2,12,225,2016,11,4,7,0,0,1,0,0,0,1,2,0,5,2,3,3,0
369,2,3,209,2016,7,6,18,1,1,1,0,0,0,0,3,3,2,0,3,3,0
370,3,9,321,2016,10,2,14,0,0,1,0,0,0,1,2,3,6,0,3,3,0
371,4,2,404,2016,10,4,15,0,0,1,1,0,0,0,2,0,7,0,3,3,0
372,4,7,416,2016,9,2,4,0,0,1,0,0,0,0,1,5,3,2,3,3,0
373,1,15,134,2016,5,5,18,1,0,1,0,1,0,0,3,3,6,0,3,3,0
374,2,9,221,2016,9,6,20,0,0,1,0,0,0,0,1,2,6,2,3,3,0
375,1,1,102,2016,8,1,2,1,0,1,0,0,0,0,2,3,6,2,3,3,0
376,7,13,714,2016,12,4,8,0,0,1,0,0,0,0,1,5,3,0,3,3,0
377,3,8,320,2016,8,6,17,0,0,0,0,1,1,0,2,2,6,0,3,3,0
378,3,5,317,2016,8,7,11,0,0,1,0,0,0,0,1,5,3,0,3,3,0
379,1,7,119,2016,11,4,17,0,0,1,0,0,0,0,1,5,3,2,3,3,0
380,3,7,319,2016,10,1,11,0,1,1,0,0,0,0,2,5,3,0,3,3,0
381,1,3,106,2016,9,3,15,0,1,0,0,0,0,0,1,4,6,0,3,3,0
382,1,4,110,2016,9,7,23,0,1,1,0,0,0,0,2,1,5,2,3,3,0
383,3,9,321,2016,5,5,9,1,0,1,0,0,0,0,2,1,6,0,3,3,0
384,3,8,320,2016,12,4,16,0,0,1,0,0,0,0,1,2,6,2,3,3,0
385,1,14,132,2016,11,1,13,1,0,1,0,0,0,0,2,5,3,0,3,3,0
386,4,4,407,2016,7,5,8,0,1,0,0,0,0,1,2,5,2,0,3,3,0
387,7,14,715,2016,7,4,19,0,1,0,1,0,0,0,2,6,7,0,3,3,0
388,7,10,711,2016,11,4,12,1,0,1,0,0,0,0,2,2,6,0,3,3,0
389,2,9,221,2016,5,5,16,0,1,1,0,0,0,0,2,5,2,0,3,3,0
390,1,6,115,2016,6,3,17,0,0,1,0,0,0,1,2,3,6,0,3,3,0
391,4,3,406,2016,12,4,19,1,0,1,0,0,0,0,2,5,3,2,3,3,0
392,3,8,320,2016,7,6,20,0,0,1,0,0,0,0,1,2,6,0,3,3,0
393,1,7,120,2016,11,2,13,0,0,1,0,0,0,0,1,5,3,0,3,2,1
394,1,16,137,2016,6,4,5,1,0,0,0,1,0,0,2,0,1,0,3,3,0
395,3,5,317,2016,6,7,16,0,1,1,0,0,0,0,2,5,3,0,3,3,0
396,1,12,130,2016,10,7,9,0,0,1,0,0,0,0,1,2,6,0,3,3,0
397,2,6,218,2016,10,7,14,0,0,1,0,1,0,0,2,2,6,0,3,3,0
398,2,14,227,2016,5,5,14,1,0,1,0,0,0,0,2,4,6,0,3,3,0
399,2,5,215,2016,7,6,13,0,0,1,0,1,0,0,2,4,2,0,3,3,0
400,1,1,102,2016,7,6,6,0,0,1,0,0,0,1,2,3,6,0,3,3,0
401,3,7,319,2016,11,6,15,1,0,1,0,0,0,0,2,2,6,0,3,3,0
402,7,9,710,2016,5,4,7,0,0,1,0,0,1,0,2,3,6,0,3,3,0
403,7,1,701,2016,12,5,9,0,0,1,0,0,0,0,1,3,6,0,3,3,0
404,2,5,215,2016,11,3,17,1,1,1,0,0,0,0,3,3,2,2,3,3,0
405,7,1,702,2016,6,5,8,0,1,1,0,0,0,0,2,5,3,0,3,3,0
406,7,2,703,2016,11,3,13,1,0,1,0,0,1,0,3,3,6,0,3,3,0
407,6,2,603,2016,5,4,6,0,0,1,0,0,0,0,1,1,5,0,3,3,0
408,1,8,124,2016,5,2,19,0,0,1,0,0,0,0,1,4,2,0,3,3,0
409,1,15,134,2016,6,3,17,0,0,1,0,0,1,0,2,3,6,0,3,3,0
410,4,7,417,2016,5,4,23,0,0,1,0,0,0,0,1,5,3,2,3,3,0
411,3,9,321,2016,11,3,9,0,0,1,0,0,0,0,1,5,3,0,3,3,0
412,3,6,318,2016,7,5,15,0,0,1,0,0,1,0,2,3,6,0,3,3,0
413,1,12,130,2016,10,7,14,0,0,1,0,0,0,0,1,2,6,0,3,3,0
414,4,2,405,2016,10,3,13,1,0,1,0,0,0,0,2,4,1,0,3,3,0
415,2,12,225,2016,9,2,7,0,1,0,0,0,0,0,1,2,6,0,3,3,0
416,3,9,321,2016,9,2,7,1,1,1,0,0,0,0,3,5,2,1,3,3,0
417,1,4,111,2016,5,4,19,0,1,0,0,0,0,0,1,4,7,0,3,3,0
418,7,11,712,2016,8,4,11,0,0,1,0,0,1,1,3,0,7,0,3,3,0
419,1,14,132,2016,8,6,19,1,0,1,0,1,0,0,3,0,6,0,3,2,1
420,3,5,317,2016,12,4,16,0,0,1,0,0,0,1,2,0,2,1,3,3,0
421,4,7,417,2016,8,5,13,0,1,1,0,0,0,0,2,5,2,0,3,3,0
422,3,1,307,2016,8,6,17,0,1,0,0,0,0,0,1,4,6,0,3,3,0
423,3,1,304,2016,10,7,19,1,1,1,0,0,0,0,3,5,3,2,3,3,0
424,2,5,216,2016,9,2,0,1,0,1,0,0,0,0,2,4,2,2,3,3,0
425,7,13,714,2016,9,5,7,0,0,1,0,1,0,0,2,2,6,0,3,3,0
426,1,3,106,2016,5,4,9,0,1,1,0,1,0,0,3,3,6,0,3,3,0
427,1,12,130,2016,12,3,16,1,0,1,0,0,0,0,2,2,6,2,3,3,0
428,3,8,320,2016,11,7,13,0,0,1,0,0,0,1,2,2,6,0,3,3,0
429,1,12,130,2016,7,3,20,0,0,1,0,1,0,1,3,0,7,0,3,2,1
430,2,14,227,2016,11,4,10,1,0,1,0,0,0,0,2,3,6,0,3,3,0
431,1,16,136,2016,5,3,13,0,0,1,0,0,1,0,2,3,6,0,3,3,0
432,1,16,136,2016,6,2,12,0,0,1,0,0,1,0,2,3,6,0,3,3,0
433,6,2,602,2016,12,2,12,0,0,1,1,0,0,0,2,6,2,0,3,3,0
434,3,4,316,2016,7,5,9,0,1,0,1,0,0,0,2,6,6,0,3,3,0
435,3,1,305,2016,11,5,4,0,0,1,0,0,0,0,1,4,6,2,3,3,0
436,4,5,409,2016,6,3,12,0,0,0,1,0,0,1,2,6,4,0,3,3,0
437,4,4,407,2016,6,6,9,0,1,1,0,0,0,0,2,5,2,0,3,3,0
438,7,10,711,2016,10,6,16,1,0,0,0,1,0,1,3,0,7,0,3,2,1
439,1,12,130,2016,10,6,7,0,0,1,0,1,0,0,2,2,6,1,3,3,0
440,7,10,711,2016,6,2,8,0,0,1,0,0,0,0,1,2,6,0,3,3,0
441,6,9,610,2016,5,2,8,0,0,1,0,0,0,0,1,2,6,0,3,3,0
442,4,4,407,2016,5,2,16,1,0,1,0,0,1,0,3,1,6,0,3,3,0
443,1,1,101,2016,10,5,23,0,0,1,0,0,0,0,1,9,1,2,3,3,0
444,4,5,410,2016,10,7,9,0,0,1,0,0,0,0,1,2,6,0,3,3,0
445,7,9,710,2016,9,6,16,0,0,1,0,0,0,0,1,8,7,0,3,3,0
446,3,7,319,2016,9,6,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
447,3,8,320,2016,5,2,10,0,0,1,0,0,0,0,1,0,7,0,3,3,0
448,2,5,216,2016,8,3,18,0,1,1,0,0,0,0,2,5,2,0,3,2,1
449,3,9,321,2016,8,4,17,0,0,1,0,0,0,1,2,2,6,0,3,3,0
450,2,6,218,2016,12,5,16,0,0,1,0,0,0,0,1,3,6,2,3,3,0
451,1,16,137,2016,8,3,7,0,0,1,0,0,0,0,1,3,1,0,3,3,0
452,3,6,318,2016,8,1,14,0,0,1,0,0,0,0,1,2,6,0,3,3,0
453,4,4,407,2016,8,4,15,1,0,1,0,0,0,0,2,1,6,0,3,3,0
454,3,7,319,2016,5,2,9,0,0,1,0,0,1,0,2,3,6,0,3,3,0
455,3,8,320,2016,11,2,17,0,0,1,0,0,1,0,2,3,6,1,3,3,0
456,7,13,714,2016,10,6,11,1,1,1,0,0,0,0,3,5,2,0,3,2,1
457,3,7,319,2016,10,2,19,1,0,1,0,0,0,0,2,2,6,2,3,3,0
458,1,6,117,2016,9,1,13,0,0,1,0,0,0,0,1,1,6,0,3,3,0
459,7,14,715,2016,9,6,15,0,0,1,0,0,0,0,1,2,6,0,3,3,0
460,1,16,136,2016,5,1,2,0,0,1,0,0,0,0,1,8,7,2,3,3,0
461,2,3,209,2016,8,4,18,0,1,1,0,0,0,0,2,5,3,0,3,3,0
462,4,6,415,2016,8,5,16,1,1,1,0,0,0,0,3,5,3,0,3,2,1
463,3,1,306,2016,12,2,19,0,0,1,0,0,0,0,1,5,7,2,3,3,0
464,4,6,414,2016,8,4,14,0,1,0,0,0,0,1,2,1,5,0,3,3,0
465,1,8,125,2016,8,4,14,1,1,1,0,0,0,0,3,5,3,0,3,3,0
466,4,12,431,2016,9,6,6,0,0,1,0,0,1,0,2,3,6,0,3,3,0
467,1,15,134,2016,9,4,8,0,0,1,0,0,1,0,2,3,6,0,3,3,0
468,1,12,130,2016,5,1,22,1,0,1,0,0,0,0,2,8,1,2,3,3,0
469,3,6,318,2016,12,3,17,1,0,1,0,0,0,1,3,2,6,2,3,3,0
470,3,8,320,2016,11,6,21,1,0,1,0,0,0,0,2,2,6,2,3,3,0
471,2,9,221,2016,7,4,12,0,1,1,0,0,0,0,2,3,2,0,3,3,0
472,1,16,136,2016,7,2,17,0,0,0,0,1,0,1,2,5,3,0,3,3,0
473,1,6,115,2016,5,1,19,0,0,1,0,0,0,0,1,2,6,0,3,3,0
474,3,7,319,2016,6,1,21,0,0,1,0,0,0,1,2,3,2,1,3,3,0
475,1,16,136,2016,6,4,20,1,0,0,0,1,0,0,2,0,1,0,3,3,0
476,3,1,305,2016,12,1,5,0,0,1,1,0,0,1,3,6,4,2,3,2,1
477,1,6,115,2016,7,3,16,1,0,1,0,0,0,0,2,9,1,0,3,3,0
478,2,5,216,2016,11,3,10,1,1,0,0,0,0,0,2,4,6,0,3,2,1
479,3,7,319,2016,6,2,12,0,0,1,0,0,0,1,2,2,6,0,3,3,0
480,2,6,218,2016,6,5,9,0,1,0,0,0,0,1,2,3,2,0,3,3,0
481,2,9,221,2016,10,5,6,1,1,1,0,0,0,0,3,5,2,2,3,3,0
482,1,14,132,2016,10,5,2,0,0,1,0,0,0,0,1,5,3,2,3,3,0
483,4,4,407,2016,6,2,5,0,0,1,0,0,0,0,1,4,7,0,3,2,1
484,1,16,136,2016,9,4,17,0,0,1,0,0,0,0,1,2,6,0,3,3,0
485,3,8,320,2016,5,1,13,0,0,1,0,1,0,0,2,3,6,0,3,3,0
486,3,5,317,2016,12,6,16,1,1,1,0,0,0,0,3,5,3,1,3,3,0
487,3,8,320,2016,5,1,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
488,7,1,701,2016,10,2,16,0,0,1,0,0,1,0,2,2,6,0,3,3,0
489,2,5,215,2016,11,1,7,1,0,1,0,0,0,0,2,9,1,1,3,3,0
490,2,3,209,2016,10,6,17,0,1,1,0,0,0,0,2,5,3,0,3,3,0
491,3,9,321,2016,9,5,9,0,0,1,0,0,0,1,2,2,6,0,3,3,0
492,7,13,714,2016,9,4,7,0,1,1,0,0,0,0,2,5,3,0,3,3,0
493,3,6,318,2016,5,1,17,0,0,1,0,0,0,0,1,3,6,0,3,3,0
494,7,13,714,2016,8,2,11,1,0,1,0,0,0,0,2,2,2,0,3,3,0
495,7,13,714,2016,8,2,10,0,0,1,0,1,0,0,2,2,6,0,3,3,0
496,2,9,221,2016,8,2,18,1,1,0,0,0,0,0,2,5,3,0,3,3,0
497,3,7,319,2016,8,2,14,0,0,1,0,0,0,0,1,5,3,0,3,3,0
498,7,14,715,2016,7,2,10,0,1,1,0,0,0,0,2,5,2,0,3,3,0
499,1,6,117,2016,6,6,18,0,0,1,0,1,0,0,2,3,2,0,3,3,0
500,4,5,411,2016,9,3,7,0,1,0,1,0,0,0,2,6,7,0,3,3,0
501,1,1,101,2016,5,1,0,0,0,1,0,1,0,0,2,3,6,2,3,3,0
502,2,13,226,2016,12,7,20,1,0,1,0,0,0,0,2,5,2,2,3,3,0
503,1,4,110,2016,11,4,14,1,0,1,0,0,1,0,3,1,6,0,3,3,0
504,1,4,111,2016,7,2,9,0,1,0,0,0,0,0,1,4,3,0,3,3,0
505,1,14,133,2016,5,7,19,0,0,1,0,0,0,0,1,2,6,0,3,3,0
506,7,14,715,2016,6,5,21,0,0,1,0,0,0,0,1,5,3,1,3,3,0
507,2,3,209,2016,5,7,19,0,0,1,1,0,0,0,2,6,4,0,3,2,1
508,3,1,304,2016,6,2,10,1,1,1,0,0,0,0,3,5,3,0,3,3,0
509,6,1,601,2016,11,4,7,0,1,1,0,0,0,0,2,5,3,1,3,3,0
510,7,13,714,2016,7,7,14,0,0,1,0,0,0,1,2,3,6,0,3,3,0
511,3,9,321,2016,6,4,8,0,0,1,0,0,1,0,2,2,6,0,3,3,0
512,1,16,137,2016,9,5,10,0,0,1,0,0,0,0,1,2,6,0,3,3,0
513,7,9,710,2016,7,4,16,0,1,1,0,0,0,0,2,1,5,0,3,3,0
514,4,4,407,2016,6,6,23,0,1,1,0,0,0,0,2,5,3,2,3,2,1
515,1,1,102,2016,9,4,22,0,0,1,0,0,0,0,1,1,6,2,3,3,0
516,3,8,320,2016,5,6,9,0,0,1,0,0,1,0,2,3,6,0,3,3,0
517,1,6,117,2016,12,1,18,1,0,1,0,0,0,0,2,5,3,2,3,3,0
518,4,7,417,2016,11,5,19,1,0,1,0,0,0,0,2,5,3,2,3,3,0
519,3,5,317,2016,7,3,9,0,1,1,0,0,1,0,3,5,3,0,3,2,1
520,3,6,318,2016,7,2,9,0,0,1,0,0,1,0,2,2,6,0,3,3,0
521,1,1,102,2016,6,7,16,1,0,0,0,1,0,0,2,0,6,0,3,2,1
522,3,8,320,2016,5,6,15,0,0,1,0,0,0,0,1,2,6,0,3,3,0
523,1,11,129,2016,6,5,7,0,0,1,0,0,0,1,2,1,6,0,3,3,0
524,1,19,140,2016,6,3,9,0,0,1,0,0,1,0,2,2,6,0,3,3,0
525,1,16,136,2016,12,5,21,1,0,1,0,0,0,0,2,2,6,2,3,3,0
526,4,6,414,2016,7,2,9,0,1,1,0,0,0,0,2,5,3,0,3,3,0
527,3,1,304,2016,6,4,17,0,1,1,0,0,0,0,2,5,3,0,3,3,0
528,4,6,415,2016,6,4,18,0,1,1,0,0,0,0,2,5,3,0,3,3,0
529,2,5,216,2016,10,4,10,0,0,1,0,0,0,1,2,2,6,0,3,3,0
530,2,3,208,2016,10,5,18,0,1,0,0,0,0,0,1,0,7,2,3,3,0
531,6,11,612,2016,6,1,16,0,0,0,0,1,0,0,1,9,1,0,3,1,1
532,1,12,130,2016,9,3,5,0,0,1,0,0,1,0,2,3,6,2,3,3,0
533,2,13,226,2016,5,6,9,0,0,1,0,0,0,0,1,4,7,0,3,3,0
534,1,15,134,2016,9,1,12,0,0,1,0,0,0,0,1,2,6,0,3,3,0
535,6,2,603,2016,8,4,17,0,0,1,0,1,0,0,2,5,3,0,3,3,0
536,3,1,306,2016,12,1,17,1,1,1,0,0,0,0,3,5,3,2,3,3,0
537,1,12,130,2016,10,1,4,1,0,1,0,0,0,0,2,8,1,2,3,3,0
538,3,7,319,2016,11,6,17,0,0,1,0,0,0,0,1,3,6,2,3,3,0
539,1,16,136,2016,10,3,16,0,0,1,0,0,0,1,2,2,6,0,3,3,0
540,6,11,612,2016,9,4,16,0,0,1,0,0,0,0,1,3,6,0,3,2,1
541,4,5,409,2016,9,2,11,0,0,0,0,0,0,1,1,5,7,0,3,3,0
542,3,6,318,2016,5,6,16,0,1,1,0,0,0,0,2,0,3,0,3,3,0
543,4,7,417,2016,8,7,16,0,0,1,0,0,0,1,2,0,3,0,3,3,0
544,1,15,134,2016,11,3,7,0,0,1,0,0,0,1,2,2,6,1,3,3,0
545,4,2,403,2016,8,2,12,0,0,1,0,0,0,0,1,4,2,0,3,3,0
546,4,5,409,2016,8,7,10,0,0,1,0,0,0,0,1,2,6,0,3,3,0
547,1,12,130,2016,7,6,4,0,0,1,0,0,1,0,2,1,6,2,3,3,0
548,1,16,136,2016,7,7,10,0,0,1,0,0,0,0,1,2,6,0,3,3,0
549,4,3,406,2016,6,6,18,0,1,1,0,0,0,0,2,5,2,0,3,3,0
550,1,4,111,2016,11,7,2,0,1,1,0,0,0,0,2,3,2,2,3,3,0
551,1,4,111,2016,9,3,12,0,0,1,0,0,0,0,1,3,6,0,3,3,0
552,4,4,407,2016,5,6,14,1,0,1,0,0,0,0,2,5,3,0,3,3,0
553,3,4,316,2016,12,6,20,1,0,1,0,0,0,0,2,4,2,2,3,3,0
554,6,2,603,2016,11,3,14,1,0,1,0,0,0,0,2,5,3,0,3,3,0
555,6,11,612,2016,7,6,18,0,0,1,0,1,0,0,2,2,6,0,3,3,0
556,1,7,120,2016,5,5,18,0,1,0,0,0,0,1,2,3,2,0,3,3,0
557,4,3,406,2016,5,2,15,0,1,1,0,0,0,0,2,5,2,0,3,3,0
558,3,1,305,2016,6,4,19,0,1,0,0,0,0,1,2,0,3,0,3,3,0
559,2,9,221,2016,5,5,8,0,1,0,0,0,0,0,1,3,6,0,3,3,0
560,7,14,715,2016,6,7,17,0,0,1,0,1,0,0,2,3,6,0,3,3,0
561,2,3,208,2016,11,4,16,0,0,1,1,0,0,0,2,6,4,2,3,2,1
562,1,8,121,2016,7,5,20,0,1,0,0,0,0,0,1,4,6,0,3,3,0
563,3,9,321,2016,10,2,10,0,0,1,0,0,0,1,2,3,6,0,3,3,0
564,3,9,321,2016,10,3,12,1,0,1,0,0,0,1,3,2,6,0,3,3,0
565,6,9,610,2016,9,2,21,0,0,1,0,0,0,0,1,8,7,2,3,3,0
566,3,8,320,2016,9,2,6,0,0,1,0,0,0,0,1,1,6,1,3,3,0
567,4,2,403,2016,5,5,20,0,1,1,0,0,0,0,2,4,3,0,3,2,1
568,3,7,319,2016,9,6,10,0,0,0,0,0,1,1,2,2,6,0,3,3,0
569,1,16,136,2016,8,6,16,1,0,1,0,0,0,0,2,0,1,0,3,3,0
570,1,8,124,2016,12,4,18,0,1,1,0,0,0,0,2,0,2,2,3,3,0
571,7,10,711,2016,8,5,12,0,0,1,0,1,0,0,2,5,3,0,3,3,0
572,1,14,132,2016,8,6,20,0,0,1,0,0,0,1,2,4,2,1,3,3,0
573,7,1,702,2016,10,7,20,1,0,1,0,0,0,0,2,2,6,2,3,3,0
574,7,1,701,2016,9,2,16,0,1,1,0,0,0,0,2,3,2,0,3,3,0
575,1,3,106,2016,10,3,19,0,0,1,0,0,0,0,1,2,6,2,3,3,0
576,1,12,130,2016,10,4,12,0,0,1,0,0,0,0,1,3,6,0,3,2,1
577,2,12,225,2016,6,7,13,0,0,1,0,0,0,0,1,9,1,0,3,3,0
578,1,15,134,2016,9,2,21,1,0,1,0,0,1,0,3,0,7,2,3,3,0
579,3,5,317,2016,5,5,0,0,0,1,0,1,0,0,2,3,7,2,3,3,0
580,3,4,316,2016,9,1,19,0,0,1,0,0,0,0,1,2,2,1,3,3,0
581,7,2,703,2016,8,2,9,0,0,1,0,0,0,0,1,2,6,0,3,3,0
582,6,1,601,2016,12,5,7,1,0,1,1,0,0,0,3,6,4,2,3,2,1
583,1,12,130,2016,8,6,16,0,0,1,0,0,0,0,1,3,6,0,3,3,0
584,1,1,102,2016,11,5,18,0,0,1,1,0,0,0,2,6,2,2,3,2,1
585,7,10,711,2016,10,1,18,1,0,1,0,0,0,0,2,2,6,0,3,3,0
586,7,14,715,2016,9,3,10,0,0,1,0,0,0,0,1,5,5,0,3,3,0
587,7,10,711,2016,9,7,12,0,0,1,0,0,0,0,1,2,6,0,3,3,0
588,1,6,117,2016,5,4,7,0,0,1,0,0,0,0,1,1,6,0,3,3,0
589,1,16,136,2016,12,4,15,0,0,1,0,0,1,0,2,3,6,0,3,3,0
590,2,6,218,2016,11,2,18,0,0,1,0,0,0,0,1,5,2,2,3,3,0
591,2,9,221,2016,8,5,15,0,1,1,0,0,0,0,2,5,3,0,3,3,0
592,4,6,414,2016,7,5,8,0,1,0,1,0,0,0,2,6,7,0,3,3,0
593,1,14,133,2016,7,5,16,0,0,1,0,0,0,0,1,2,6,0,3,3,0
594,1,19,140,2016,11,5,17,1,0,1,0,0,0,0,2,2,6,2,3,3,0
595,1,4,111,2016,5,4,13,0,0,1,0,0,0,1,2,8,7,0,3,2,1
596,6,10,611,2016,12,5,10,0,0,1,0,0,0,0,1,2,6,0,3,3,0
597,1,6,115,2016,7,7,12,0,0,1,0,0,0,1,2,3,6,0,3,3,0
598,2,3,209,2016,11,3,15,0,1,0,0,0,0,1,2,3,2,0,3,3,0
599,3,6,318,2016,6,5,13,0,0,0,1,1,0,0,2,6,2,0,3,3,0
600,1,19,140,2016,11,3,17,0,0,1,0,0,0,0,1,2,6,2,3,3,0
601,1,6,115,2016,5,3,19,0,0,1,0,1,0,0,2,5,2,0,3,3,0
602,1,6,117,2016,5,3,10,1,0,1,0,0,0,0,2,2,6,0,3,3,0
603,7,2,703,2016,11,2,16,0,0,1,0,0,0,0,1,2,6,2,3,3,0
604,3,7,319,2016,7,5,13,0,0,1,0,0,0,0,1,2,6,0,3,3,0
605,1,19,140,2016,10,7,0,1,0,1,0,0,0,0,2,2,6,2,3,3,0
606,7,14,715,2016,10,2,12,0,0,1,1,0,0,0,2,6,4,0,3,2,1
607,2,5,216,2016,9,2,6,0,0,1,0,0,1,0,2,1,6,1,3,3,0
608,1,7,120,2016,9,1,10,0,0,1,0,1,0,0,2,5,3,0,3,2,1
609,2,6,218,2016,5,3,10,0,0,1,0,0,0,1,2,2,6,0,3,3,0
610,4,7,417,2016,8,4,18,0,0,1,0,0,0,1,2,5,3,0,3,3,0
611,2,7,219,2016,8,6,20,0,0,1,0,0,0,0,1,2,6,0,3,3,0
612,1,6,117,2016,12,2,8,0,0,1,0,0,0,1,2,5,3,0,3,3,0
613,3,1,306,2016,8,5,0,0,0,1,0,0,0,0,1,2,6,2,3,3,0
614,1,16,136,2016,8,5,10,0,0,1,0,0,0,1,2,2,6,0,3,3,0
