OBJECTID_1,OBJECTID,Admin0,Admin1,Admin2,Admin3,Year,Month,Day,DayofWeek,AccCategory,KindoCollision,TypeoAccident,LightingCond,RoadCondition,Bicycle,PassengerCar,Pedestrian,Motorcycle/Scooter,HGV,OtherAccidents,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
204,7627,2,6,1,601,2016,3,7,5,3,2,6,0,1,0,1,0,0,0,0,575384.6502,5931378.27,10.13718147,53.52591352
205,7646,2,4,3,406,2016,2,7,3,3,3,6,0,0,0,1,0,0,0,0,565251.896,5939782.109,9.986110341,53.60279675
206,7654,2,1,8,124,2016,4,22,7,2,4,2,2,0,0,1,0,0,0,0,568954.4182,5934248.922,10.0408321,53.55259552
207,7667,2,7,14,715,2016,1,17,5,3,3,6,2,0,0,1,0,0,0,0,556099.8599,5925195.717,9.84520427,53.47275931
208,7668,2,3,9,321,2016,3,19,6,3,3,6,2,1,0,1,0,0,0,0,561820.0922,5937526.821,9.933808423,53.5829438
209,7672,2,6,2,603,2016,2,21,5,3,5,3,2,1,0,1,0,1,0,0,581012.8921,5926767.456,10.22087201,53.4836404
210,7675,2,4,7,416,2016,3,9,2,3,5,3,0,0,0,1,0,0,0,0,567975.8497,5934708.8,10.02616373,53.55685613
211,7685,2,7,8,709,2016,1,19,2,3,4,2,2,1,0,1,0,0,0,0,562997.8598,5921873.581,9.948449605,53.44212145
212,7686,2,7,14,715,2016,3,6,4,3,4,6,0,1,0,1,0,0,0,0,555091.9005,5925024.03,9.829989942,53.47132266
213,7703,2,1,3,107,2016,3,20,3,2,6,4,2,1,0,1,1,0,0,0,564950.2642,5933794.62,9.980307066,53.54902322
214,7716,2,4,4,407,2016,1,8,6,3,5,3,0,0,1,1,0,0,0,0,565501.7236,5940129.921,9.989958306,53.60589143
215,7722,2,7,11,712,2016,2,9,6,3,2,6,0,0,0,1,0,0,1,0,560654.5839,5926331.382,9.914036166,53.48246118
216,7729,2,3,7,319,2016,4,9,3,3,5,2,0,0,0,1,0,0,0,0,560227.4548,5943005.325,9.910813506,53.63236649
217,7734,2,7,9,710,2016,3,8,3,3,2,6,0,0,0,1,0,0,0,0,563929.072,5922593.416,9.962613348,53.44847885
218,7745,2,4,5,409,2016,2,17,2,3,6,2,1,0,0,1,1,0,0,0,566357.2876,5938651.894,10.00257209,53.59250054
219,7752,2,3,5,317,2016,2,20,2,3,0,1,2,1,0,0,0,1,0,0,563679.2738,5939726.926,9.96233676,53.60249427
220,7759,2,3,7,319,2016,4,21,4,3,5,2,1,1,0,1,0,0,0,0,560232.768,5943058.831,9.910904204,53.63284676
221,7772,2,3,1,304,2016,1,9,4,3,1,2,0,1,0,1,0,0,0,0,562800.9322,5936481.554,9.948411759,53.57343311
222,7773,2,2,5,215,2016,3,8,5,3,4,6,0,0,1,0,0,0,0,0,561398.806,5935371.445,9.927021883,53.5636221
223,7778,2,3,4,316,2016,2,12,5,3,3,2,0,1,1,1,0,0,0,0,563848.1877,5937274.028,9.964386918,53.58042888
224,7789,2,1,8,121,2016,1,14,7,3,4,2,0,1,0,1,0,0,0,0,568932.37,5934578.457,10.04057202,53.55555999
225,7790,2,7,10,711,2016,3,17,3,3,1,6,0,1,0,1,0,0,0,1,561931.2198,5925063.919,9.933021764,53.47092116
226,7808,2,2,5,216,2016,2,15,6,3,2,6,0,0,0,1,0,0,0,0,560132.737,5936718.914,9.908168412,53.575879
227,7820,2,7,1,702,2016,1,17,4,3,2,6,2,0,0,1,0,0,1,0,565890.1846,5923632.173,9.992355675,53.45757301
228,7826,2,4,6,415,2016,2,14,5,3,3,6,0,0,0,1,0,0,1,0,568262.4288,5935874.441,10.03074381,53.5672947
229,7830,2,6,9,610,2016,4,17,1,3,0,7,0,0,0,1,0,0,0,0,576357.6365,5926362.733,10.15063444,53.48069916
230,7844,2,7,10,711,2016,1,17,2,3,3,6,2,0,0,1,0,0,0,0,562814.6081,5925085.024,9.946332649,53.47100621
231,7845,2,4,7,416,2016,3,12,7,3,2,6,0,0,0,1,0,0,0,0,567962.0249,5934898.955,10.02599641,53.55856687
232,7853,2,2,6,218,2016,2,8,2,3,2,6,0,1,0,1,0,0,1,0,558200.0408,5935960.922,9.878841984,53.56928454
233,7863,2,1,16,137,2016,1,9,4,3,9,1,0,2,0,1,0,0,0,0,566179.6119,5926191.72,9.997253045,53.4805403
234,7864,2,1,12,130,2016,3,21,7,3,2,6,2,1,0,1,0,0,0,0,575444.6485,5935853.467,10.13916585,53.56612273
235,7877,2,3,9,321,2016,1,17,3,3,2,6,2,1,0,1,0,0,0,1,561430.462,5938592.145,9.928133579,53.59256404
236,7878,2,3,7,319,2016,3,13,3,3,3,6,0,0,0,1,0,0,0,0,562252.3638,5944842.849,9.941799346,53.64864388
237,7885,2,1,6,115,2016,2,12,2,3,3,6,0,0,0,1,0,0,1,0,567854.5022,5933148.743,10.02399365,53.54285135
238,7895,2,1,6,117,2016,1,7,5,3,2,6,1,2,0,1,0,0,0,0,568264.0669,5933453.015,10.03023971,53.54553281
239,7896,2,3,9,321,2016,3,12,2,3,1,6,0,0,0,1,0,0,0,0,561656.2787,5938142.1,9.931455921,53.58849282
240,7915,2,1,19,140,2016,2,7,5,3,0,1,0,2,0,1,0,0,0,0,561906.3304,5931683.107,9.933953462,53.5304139
241,7930,2,1,16,136,2016,1,7,3,3,3,6,2,0,0,1,0,0,1,0,568374.8163,5927248.238,10.03055668,53.48975491
242,7938,2,1,16,136,2016,4,11,6,2,3,6,0,0,0,1,0,0,0,0,570521.6894,5929456.134,10.06340514,53.5093142
243,7952,2,3,9,321,2016,1,18,1,3,5,3,2,0,0,1,0,0,0,0,562074.9984,5936875.691,9.937528784,53.57706176
244,7953,2,2,6,218,2016,3,16,4,3,5,3,0,0,1,1,0,0,0,0,559192.7871,5935654.618,9.893772783,53.56642057
245,7959,2,2,1,206,2016,2,13,6,3,3,6,0,1,0,1,0,0,1,0,563249.2942,5935139.442,9.954910073,53.56131725
246,7968,2,1,7,119,2016,1,5,2,3,1,6,2,0,0,1,0,0,0,0,567955.211,5934243.064,10.02575097,53.55267317
247,7969,2,3,1,306,2016,3,10,7,3,0,7,0,1,0,1,0,0,0,0,563427.0744,5936387.463,9.957847123,53.57251215
248,7988,2,7,9,710,2016,2,7,3,3,3,6,0,0,0,1,0,0,1,0,561056.1463,5921995.19,9.919244378,53.44344292
249,8021,2,1,11,129,2016,2,2,4,3,2,6,2,1,0,1,0,0,0,0,572454.1535,5935534.65,10.09394658,53.56367898
250,8038,2,7,13,714,2016,1,13,7,3,2,6,0,1,0,1,0,0,0,0,558956.7359,5925141.292,9.888230402,53.47195801
251,8043,2,4,6,415,2016,2,19,1,3,3,6,2,1,1,1,0,0,0,0,568318.9656,5935798.598,10.03158076,53.56660573
252,8046,2,7,10,711,2016,3,15,4,3,5,3,0,1,0,1,0,0,0,0,561222.5968,5925022.144,9.922339426,53.47062858
253,8058,2,3,1,307,2016,1,21,6,3,6,4,2,0,0,1,1,0,0,0,563080.0215,5936269.252,9.952583005,53.5714916
254,8059,2,4,5,412,2016,3,14,2,3,5,2,0,0,1,1,0,0,0,0,567472.85,5937631.07,10.0192031,53.58318388
255,8065,2,1,12,130,2016,2,7,3,3,2,6,1,0,0,1,0,0,0,0,574066.1303,5932047.599,10.11745406,53.53211622
256,8075,2,6,9,610,2016,1,1,6,3,2,6,2,1,0,1,0,0,0,0,574377.8831,5926876.002,10.12092945,53.48559536
257,8076,2,2,3,209,2016,3,18,5,3,2,6,2,1,0,1,0,0,0,0,562312.18,5935381.02,9.940812224,53.5636005
258,8087,2,6,2,603,2016,2,17,2,3,5,3,2,1,0,1,0,0,0,0,581803.929,5926298.668,10.23266786,53.47930523
259,8095,2,1,11,128,2016,2,7,2,3,2,6,0,1,0,1,0,0,0,1,571112.552,5933881.747,10.07331835,53.54900783
260,8102,2,7,9,710,2016,4,6,6,3,5,3,0,0,0,1,0,0,0,0,564202.892,5922756.735,9.966769088,53.44991338
261,8115,2,7,10,711,2016,1,13,4,3,2,6,0,0,0,1,0,0,0,0,561101.4189,5925015.907,9.920512885,53.4705866
262,8116,2,2,3,209,2016,3,13,6,3,6,7,0,1,1,0,1,0,0,0,562520.4685,5935940.85,9.944068616,53.56860712
263,8120,2,1,6,117,2016,2,19,5,3,2,6,2,0,0,1,0,0,0,0,567955.432,5934228.746,10.0257512,53.55254446
264,8123,2,2,6,218,2016,3,14,1,3,2,6,0,1,0,1,0,0,0,0,559248.4168,5935622.878,9.894606623,53.56612903
265,8134,2,3,9,321,2016,1,15,2,3,2,6,0,1,0,1,0,0,0,0,561810.4575,5937590.526,9.933675527,53.58351748
266,8135,2,2,5,216,2016,3,17,4,3,2,6,0,0,0,1,0,0,0,0,559605.36,5935442.22,9.899961,53.56446496
267,8145,2,2,5,215,2016,2,18,7,3,6,3,2,1,0,1,1,0,0,0,561673.046,5935355.598,9.931158732,53.56344752
268,8148,2,4,6,414,2016,3,12,3,3,3,3,0,0,0,1,0,0,0,1,567679.9879,5936663.364,10.02212163,53.5744603
269,8158,2,3,7,319,2016,1,18,4,3,2,6,2,0,0,1,0,0,0,0,561832.728,5944679.005,9.935419131,53.64722114
270,8159,2,3,7,319,2016,3,13,6,3,1,6,0,0,0,1,0,0,0,0,561450.1819,5944341.305,9.92956598,53.64423121
271,8175,2,3,9,321,2016,3,15,3,3,2,6,0,0,0,1,0,0,0,0,561805.7995,5937618.587,9.933610734,53.58377022
272,8187,2,2,3,208,2016,2,14,2,3,2,2,0,1,0,1,0,0,0,0,562834.4739,5935244.609,9.948669393,53.56231225
273,8194,2,7,10,711,2016,2,17,7,3,2,7,1,1,0,1,0,0,0,0,561456.7473,5925034.86,9.925868966,53.47071559
274,8201,2,7,13,714,2016,4,20,3,3,5,3,2,1,0,1,0,0,0,0,559238.2555,5925128.11,9.892468671,53.47180794
275,8215,2,1,16,136,2016,1,6,3,3,3,6,2,0,0,1,0,0,1,0,568360.3403,5927218.253,10.030332,53.4894873
276,8216,2,6,1,601,2016,3,17,3,3,3,6,1,0,0,1,0,0,0,0,575592.6773,5931254.646,10.14028904,53.52477265
277,8221,2,1,12,130,2016,2,7,3,3,2,6,0,0,0,1,0,0,0,0,573154.8613,5932661.98,10.10385194,53.5377653
278,8232,2,1,12,130,2016,1,20,6,3,2,6,2,1,0,1,0,0,0,1,574983.7918,5931603.876,10.13118982,53.52799836
279,8233,2,2,5,216,2016,3,12,3,3,5,3,0,0,0,1,0,0,0,0,559616.607,5935494.59,9.900140785,53.56493435
280,8251,2,3,1,307,2016,2,15,6,3,5,3,0,0,1,1,0,0,0,0,563218.2549,5936186.513,9.954653426,53.57073136
281,8264,2,2,3,209,2016,1,21,4,3,6,2,2,0,0,0,1,0,0,1,562818.1708,5935250.078,9.948424387,53.56236336
282,8279,2,7,10,711,2016,2,14,6,3,4,3,0,1,0,1,0,0,0,0,562214.3701,5925078.318,9.937289777,53.4710172
283,8292,2,4,5,410,2016,1,16,5,3,5,3,0,0,0,1,0,0,0,0,566964.4715,5938423.875,10.01169533,53.5903741
284,8298,2,2,5,215,2016,2,13,6,3,5,3,0,0,0,1,0,0,1,0,560605.2645,5937849.544,9.915523418,53.58598604
285,8303,2,7,14,715,2016,4,16,2,2,4,1,0,0,1,1,0,0,0,0,555327.889,5925065.497,9.833552131,53.47167061
286,8317,2,3,5,317,2016,1,10,3,3,2,6,0,0,0,1,0,0,0,0,564047.9129,5938355.724,9.967625205,53.59012602
287,8318,2,2,7,219,2016,3,18,2,3,1,6,2,1,0,1,0,0,0,0,559466.1155,5934301.887,9.897641889,53.55423203
288,8325,2,1,8,125,2016,2,21,2,3,1,6,2,1,0,1,0,0,0,0,570520.6988,5934012.67,10.0644166,53.55026427
289,8335,2,2,9,221,2016,1,17,5,3,2,6,2,1,0,1,0,0,0,0,556254.9051,5936313.816,9.849536899,53.57266836
290,8336,2,4,2,403,2016,3,18,1,3,0,1,1,0,1,0,0,0,0,0,565119.959,5938891.338,9.983930728,53.59480762
291,8355,2,3,7,319,2016,2,16,5,3,5,3,0,1,0,1,0,0,0,0,561589.1091,5944538.509,9.931706313,53.6459872
292,8371,2,4,5,410,2016,1,15,3,3,2,6,0,0,0,1,0,0,0,0,567078.8229,5938372.691,10.01341164,53.58989948
293,8376,2,1,6,117,2016,2,8,3,3,0,7,0,0,1,1,1,0,0,0,568027.4978,5933953.203,10.02677885,53.55005878
294,8379,2,4,5,412,2016,3,17,5,3,6,4,0,0,0,1,1,0,0,0,567444.4395,5937778.271,10.01880584,53.58451045
295,8394,2,4,2,403,2016,1,17,7,3,5,2,2,1,1,1,0,0,0,0,565123.8807,5938632.768,9.983935979,53.59248332
296,8395,2,1,6,117,2016,3,15,3,3,3,2,0,0,1,0,0,0,0,1,568057.7555,5933097.195,10.02704919,53.54236178
297,8401,2,2,13,226,2016,2,13,4,3,3,6,0,0,0,1,0,0,1,0,552223.943,5937149.106,9.788809394,53.58059246
298,8405,2,7,14,715,2016,7,15,2,3,5,2,0,0,1,1,0,0,0,0,556419.4742,5925191.217,9.850018212,53.47268471
299,8407,2,2,9,221,2016,5,17,2,3,4,2,0,1,1,1,0,0,0,0,556406.2582,5936282.271,9.851816592,53.57236859
300,8408,2,3,5,317,2016,6,13,2,3,3,2,0,0,1,1,0,0,0,0,563958.538,5938920.994,9.966391076,53.59521715
301,8409,2,4,6,414,2016,12,15,2,3,5,2,0,2,0,1,0,0,0,0,567621.1448,5936747.78,10.02125141,53.57522655
302,8410,2,3,6,318,2016,7,20,4,3,2,6,1,1,0,1,0,0,0,0,562117.3905,5942169.291,9.939223777,53.62463197
303,8411,2,3,8,320,2016,11,19,3,2,3,6,2,1,0,1,0,0,1,0,560881.8299,5939921.472,9.920105234,53.60457518
304,8412,2,7,10,711,2016,6,17,2,2,3,6,0,0,0,1,0,0,0,0,562769.2,5925089.11,9.945649472,53.47104834
305,8414,2,1,2,104,2016,6,7,5,3,2,6,0,0,0,1,0,0,0,0,568129.1395,5932128.715,10.02791539,53.53364863
306,8415,2,1,16,137,2016,10,16,5,3,9,1,0,1,0,0,0,1,0,0,566221.36,5926095.81,9.99786181,53.47967307
307,8416,2,7,10,711,2016,10,16,5,3,0,7,0,0,0,1,0,0,0,0,562217.0277,5925078.481,9.937329842,53.47101835
308,8417,2,1,12,130,2016,6,6,2,3,2,6,0,0,0,1,0,0,0,1,574719.2613,5935967.264,10.12824253,53.56724919
309,8419,2,2,5,215,2016,5,13,2,3,8,1,0,0,0,1,0,0,0,0,560623.9485,5937596.957,9.91575655,53.58371378
310,8420,2,1,8,124,2016,12,20,6,3,3,6,2,0,0,1,0,0,0,0,569763.4247,5934156.403,10.05302075,53.55165717
311,8422,2,2,6,218,2016,5,15,1,3,2,6,0,1,0,1,0,0,0,0,559496.1059,5935092.735,9.898245083,53.56133637
312,8423,2,3,8,320,2016,10,21,3,3,3,6,2,1,0,1,0,0,0,1,560667.0446,5940555.158,9.916983021,53.61029526
313,8424,2,7,9,710,2016,10,15,6,3,1,6,0,0,0,1,0,0,0,0,561297.6999,5921452.649,9.92277496,53.43853874
314,8425,2,1,4,111,2016,9,10,6,3,5,3,0,0,1,1,0,0,0,0,564245.5368,5933989.238,9.969712147,53.55085902
315,8426,2,2,5,215,2016,9,18,5,3,3,6,0,0,0,1,0,1,0,0,561044.3857,5935399.219,9.921676904,53.56391307
316,8427,2,7,10,711,2016,5,13,7,3,2,6,0,0,0,1,0,0,0,0,561245.6859,5923040.119,9.922301052,53.45281232
317,8428,2,3,1,306,2016,8,17,3,3,2,6,0,0,0,1,0,1,0,0,563382.8687,5936282.454,9.957158336,53.57157375
318,8429,2,2,12,225,2016,8,16,3,2,0,6,0,0,0,1,0,1,0,0,555270.4172,5936487.186,9.834702032,53.57433118
319,8432,2,1,16,136,2016,8,10,2,3,3,6,0,0,0,0,0,0,1,1,567368.2272,5930327.032,10.01604932,53.51755464
320,8434,2,4,5,409,2016,8,16,2,3,5,3,0,0,1,0,0,1,0,0,566233.518,5938712.397,10.00071526,53.59305994
321,8435,2,3,7,319,2016,7,18,4,3,2,6,0,0,0,1,0,0,0,1,562118.0456,5944814.271,9.939761872,53.64840301
322,8436,2,1,15,134,2016,6,15,6,3,2,6,0,1,0,1,0,0,0,0,568113.268,5930468.736,10.02731488,53.51873215
323,8437,2,1,6,117,2016,9,5,3,3,3,2,2,0,1,1,0,0,0,0,568142.3641,5933707.111,10.02845866,53.54783222
324,8438,2,1,12,130,2016,5,14,7,3,2,7,0,0,0,1,0,0,0,0,575671.5799,5932540.709,10.14178987,53.53631893
325,8439,2,4,12,431,2016,12,17,1,3,2,6,2,1,0,1,0,0,0,0,565065.0997,5944856.205,9.984348514,53.64842167
326,8440,2,1,1,102,2016,11,11,5,3,3,2,0,0,0,1,0,0,0,0,565350.8975,5933659.6,9.986324705,53.54776006
327,8441,2,1,7,120,2016,7,8,2,3,3,6,0,0,1,1,0,0,1,0,568002.2211,5934495.136,10.02651528,53.55493249
328,8445,2,1,16,136,2016,7,12,1,3,2,6,0,0,0,1,0,0,0,1,568689.0575,5927900.143,10.03543484,53.49557279
329,8447,2,2,5,215,2016,6,10,6,3,5,3,0,1,1,1,0,0,0,0,561355.3502,5935375.265,9.926366616,53.56366152
330,8448,2,3,9,321,2016,5,16,7,3,3,6,0,0,0,1,0,0,0,0,560950.0247,5938641.899,9.920885561,53.59306727
331,8449,2,3,8,320,2016,6,18,2,3,3,6,0,0,0,1,0,0,1,0,560673.7116,5940536.372,9.91708012,53.61012564
332,8450,2,3,9,321,2016,12,4,5,3,4,2,2,1,0,1,0,0,0,0,561461.7207,5938558.289,9.928599117,53.5922561
333,8451,2,6,11,612,2016,7,21,1,2,9,1,2,0,0,0,0,1,0,0,571700.7124,5929160.818,10.08111277,53.50650073
334,8452,2,3,8,320,2016,6,12,4,3,2,6,0,0,0,1,0,0,0,0,559813.0896,5941676.638,9.904292632,53.62047261
335,8454,2,4,5,410,2016,10,14,3,3,6,6,0,0,1,0,1,0,0,0,567244.0138,5938244.663,10.01587928,53.58872772
336,8455,2,6,2,603,2016,10,14,4,3,3,6,0,0,0,1,0,0,0,0,581974.8459,5925991.956,10.23516262,53.47652233
337,8456,2,4,2,403,2016,6,14,1,3,2,6,0,0,0,1,0,0,0,0,564955.5208,5938276.683,9.981318541,53.589304
338,8457,2,1,19,140,2016,9,9,3,3,1,6,0,0,0,1,0,0,0,0,561641.2049,5932364.817,9.930088467,53.53657189
339,8458,2,2,3,208,2016,5,11,7,3,2,6,0,0,0,1,0,0,0,0,563216.4335,5935150.704,9.954416311,53.56142243
340,8459,2,3,8,320,2016,9,2,1,3,8,1,2,1,0,1,0,0,0,0,558797.8267,5942062.568,9.889018173,53.62405609
341,8460,2,3,4,316,2016,8,2,3,3,0,6,2,0,0,1,1,0,0,0,564135.0414,5937830.962,9.968833443,53.58539919
342,8461,2,3,8,320,2016,12,18,7,3,5,2,2,0,0,1,0,0,0,0,560070.4624,5941670.533,9.908182045,53.62038828
343,8464,2,6,11,612,2016,10,22,7,3,8,1,2,1,0,1,0,0,0,0,571690.39,5929236.98,10.08097458,53.50718661
344,8465,2,4,4,407,2016,11,11,5,2,5,2,0,0,0,1,0,0,0,0,565619.8661,5940295.477,9.991778417,53.60736453
345,8466,2,1,12,130,2016,10,0,3,2,0,7,2,0,0,0,1,0,0,1,572855.036,5932807.339,10.09936257,53.5391133
346,8467,2,4,4,407,2016,9,16,4,3,1,6,0,0,0,1,0,0,0,1,566180.6134,5940982.47,10.00039807,53.6134681
347,8468,2,2,9,221,2016,9,9,1,3,1,6,0,0,0,1,0,0,0,0,556654.731,5936244.132,9.855561515,53.57199904
348,8469,2,1,11,129,2016,5,5,6,3,0,1,0,1,0,0,0,1,0,0,570979.5882,5935056.364,10.07157858,53.55958212
349,8470,2,3,1,305,2016,12,12,5,3,0,6,0,0,0,0,0,0,0,1,563571.9678,5936725.401,9.960103706,53.57553177
350,8471,2,1,7,120,2016,11,18,2,3,2,6,2,0,0,1,0,0,0,0,568035.3604,5934600.2,10.0270383,53.55587242
351,8474,2,1,16,136,2016,8,14,6,3,2,6,0,0,0,1,0,0,0,0,568707.2643,5927936.572,10.03571723,53.49589781
352,8475,2,4,3,406,2016,12,12,4,2,4,7,0,0,0,1,0,0,0,1,566824.9317,5941831.219,10.01031816,53.62101409
353,8478,2,3,9,321,2016,5,5,6,3,2,6,0,0,0,1,0,0,0,0,561684.2535,5938052.012,9.931860668,53.58767987
354,8479,2,3,7,319,2016,10,10,2,3,5,2,0,0,0,1,0,0,0,0,562682.0906,5944950.644,9.94832133,53.64956135
355,8480,2,1,8,124,2016,11,10,7,3,5,3,0,0,0,1,0,0,0,1,569365.1124,5934230.824,10.04702617,53.55237878
356,8481,2,4,6,415,2016,10,22,5,2,6,4,2,1,0,1,1,0,0,0,568044.5583,5936160.398,10.02751691,53.56989293
357,8482,2,1,1,102,2016,9,9,5,3,6,3,0,0,1,0,1,0,0,0,565687.1588,5933604.469,9.991387401,53.54722263
358,8483,2,3,5,317,2016,9,22,3,3,0,7,2,0,1,0,1,0,0,0,563738.595,5939516.324,9.963190034,53.60059432
359,8484,2,2,5,216,2016,5,16,6,3,2,6,0,0,0,1,0,0,0,0,560147.643,5936731.244,9.908395877,53.5759881
360,8485,2,1,6,115,2016,8,15,7,3,1,6,0,0,0,1,0,0,0,0,567912.2285,5933127.894,10.02486012,53.54265651
361,8486,2,3,6,318,2016,11,16,4,3,6,4,1,0,0,1,1,0,0,0,562992.0163,5940945.763,9.952198739,53.61353134
362,8487,2,3,7,319,2016,8,16,2,3,5,3,0,0,1,1,0,0,0,0,560238.0589,5943542.067,9.911077778,53.63718915
363,8490,2,4,8,418,2016,8,16,1,3,1,6,0,0,0,1,0,0,0,0,567507.0292,5937401.571,10.01966966,53.58111695
364,8492,2,1,4,111,2016,7,22,1,3,3,6,2,0,0,1,0,0,0,0,564235.937,5933996.903,9.969568846,53.55092909
365,8493,2,7,10,711,2016,7,17,1,3,8,7,0,0,0,1,0,0,0,0,561625.9243,5924185.074,9.928250666,53.46305833
366,8494,2,1,12,130,2016,6,5,6,3,0,7,0,0,0,1,0,0,1,0,576364.3703,5934707.385,10.15276991,53.55569013
367,8495,2,4,5,412,2016,11,0,7,3,0,7,2,0,1,0,1,0,0,0,567353.2345,5938017.103,10.01747991,53.58666859
368,8496,2,3,7,319,2016,9,8,3,2,2,6,0,0,0,1,0,0,0,0,561509.0687,5944942.229,9.93057554,53.64962495
369,8497,2,3,1,304,2016,5,11,6,3,3,6,0,0,0,1,0,0,1,1,562522.5394,5936095.734,9.944130888,53.56999887
370,8498,2,1,6,117,2016,12,20,6,3,5,3,2,1,0,1,0,0,0,0,568007.7873,5934110.65,10.02651564,53.55147633
371,8499,2,1,15,134,2016,11,10,3,2,0,1,0,1,0,1,0,0,0,0,567846.2235,5931572.886,10.0235271,53.5286899
372,8500,2,6,1,601,2016,7,15,7,3,5,2,0,1,0,1,0,0,0,0,579782.475,5927576.215,10.2025396,53.49109643
373,8503,2,3,4,316,2016,5,8,6,3,3,2,0,0,1,0,0,0,0,0,564177.143,5937706.898,9.969443819,53.58427905
374,8505,2,4,2,405,2016,6,19,5,3,5,3,0,0,0,1,0,0,0,1,565571.7854,5938708.726,9.99071809,53.59311014
375,8506,2,3,1,306,2016,5,8,6,3,4,6,0,0,1,0,0,0,0,0,563016.1495,5936317.088,9.951628262,53.57192919
376,8507,2,2,14,227,2016,6,10,1,3,5,3,0,1,0,1,0,0,0,0,551469.1819,5937119.496,9.777405487,53.58040095
377,8508,2,2,12,225,2016,11,7,4,3,0,5,2,0,0,1,0,0,0,1,555075.3633,5936552.048,9.831768082,53.57493465
378,8509,2,2,3,209,2016,7,18,6,3,3,2,0,1,1,1,0,0,0,0,562621.2045,5935315.431,9.945464147,53.56297425
379,8511,2,3,9,321,2016,10,14,2,3,3,6,0,0,0,1,0,0,0,1,561088.472,5939329.729,9.923111796,53.59923293
380,8512,2,4,2,404,2016,10,15,4,3,0,7,0,0,0,1,1,0,0,0,565469.9003,5938698.281,9.989176778,53.593029
381,8513,2,4,7,416,2016,9,4,2,3,5,3,2,0,0,1,0,0,0,0,567956.9345,5934926.529,10.02592557,53.55881534
382,8514,2,1,15,134,2016,5,18,5,3,3,6,0,1,0,1,0,1,0,0,567832.1202,5931607.998,10.02332199,53.52900728
383,8515,2,2,9,221,2016,9,20,6,3,2,6,2,0,0,1,0,0,0,0,556733.1566,5936236.926,9.856744391,53.5719258
384,8516,2,1,1,102,2016,8,2,1,3,3,6,2,1,0,1,0,0,0,0,565372.75,5933654.11,9.986653318,53.547708
385,8517,2,7,13,714,2016,12,8,4,3,5,3,0,0,0,1,0,0,0,0,558664.6304,5925155.776,9.88383288,53.47212081
386,8520,2,3,8,320,2016,8,17,6,3,2,6,0,0,0,0,0,1,1,0,560417.921,5941589.848,9.913418749,53.61962317
387,8522,2,3,5,317,2016,8,11,7,3,5,3,0,0,0,1,0,0,0,0,563941.4725,5939022.749,9.966154127,53.59613373
388,8523,2,1,7,119,2016,11,17,4,3,5,3,2,0,0,1,0,0,0,0,568938.547,5934441.23,10.04063498,53.5543259
389,8524,2,3,7,319,2016,10,11,1,3,5,3,0,0,1,1,0,0,0,0,559958.4358,5944865.54,9.907104375,53.64911574
390,8525,2,1,3,106,2016,9,15,3,3,4,6,0,0,1,0,0,0,0,0,564546.2533,5933852.225,9.974222112,53.54959076
391,8526,2,1,4,110,2016,9,23,7,3,1,5,2,0,1,1,0,0,0,0,563610.8686,5934989.148,9.96033753,53.55992281
392,8527,2,3,9,321,2016,5,9,5,3,1,6,0,1,0,1,0,0,0,0,561435.4194,5938586.39,9.928207335,53.59251173
393,8528,2,3,8,320,2016,12,16,4,3,2,6,2,0,0,1,0,0,0,0,560737.1641,5940382.553,9.91800908,53.60873587
394,8529,2,1,14,132,2016,11,13,1,3,5,3,0,1,0,1,0,0,0,0,568417.3868,5932890.418,10.03243015,53.54045671
395,8533,2,4,4,407,2016,7,8,5,3,5,2,0,0,1,0,0,0,0,1,565619.9964,5940295.656,9.991780424,53.60736611
396,8534,2,7,14,715,2016,7,19,4,3,6,7,0,0,1,0,1,0,0,0,555715.6003,5925132.231,9.839404414,53.47222952
397,8536,2,7,10,711,2016,11,12,4,3,2,6,0,1,0,1,0,0,0,0,563037.7073,5925065.191,9.949689261,53.4708013
398,8537,2,2,9,221,2016,5,16,5,3,5,2,0,0,1,1,0,0,0,0,556047.7438,5936334.063,9.84641245,53.5728725
399,8538,2,1,6,115,2016,6,17,3,3,3,6,0,0,0,1,0,0,0,1,567718.3896,5933208.615,10.02195289,53.543407
400,8539,2,4,3,406,2016,12,19,4,3,5,3,2,1,0,1,0,0,0,0,566410.4138,5941252.28,10.00392871,53.61586383
401,8540,2,3,8,320,2016,7,20,6,3,2,6,0,0,0,1,0,0,0,0,560793.7249,5940141.465,9.918816809,53.60656257
402,8541,2,1,7,120,2016,11,13,2,2,5,3,0,0,0,1,0,0,0,0,568809.9899,5935002.673,10.03881835,53.55938851
403,8542,2,1,16,137,2016,6,5,4,3,0,1,0,1,0,0,0,1,0,0,566174.3656,5925638.936,9.997057519,53.4755729
404,8544,2,3,5,317,2016,6,16,7,3,5,3,0,0,1,1,0,0,0,0,563774.5341,5939450.92,9.963719666,53.60000214
405,8545,2,1,12,130,2016,10,9,7,3,2,6,0,0,0,1,0,0,0,0,575199.4263,5931482.036,10.13441288,53.52687259
406,8546,2,2,6,218,2016,10,14,7,3,2,6,0,0,0,1,0,1,0,0,558071.8708,5936046.859,9.876922799,53.5700711
407,8548,2,2,14,227,2016,5,14,5,3,4,6,0,1,0,1,0,0,0,0,549518.1513,5937565.904,9.748010201,53.584601
