type_of_accident,lighting_conditions,road_conditions,impact_on_obstacle_next_to_the_road,location_innercity_extraurban,street_class,kind_of_accident,gender,feature_x,feature_y,day_of_week,vacation,month,hour_cat,age,casualty_age,casualty_gender,accident_categore,accident_severity
2,0,1,5,1,5.0,6,1.0,483095.0343,5881870.231000002,4,1,7,2,34,36,2.0,5.0,0.0
4,0,1,5,1,5.0,2,1.0,485623.4078,5882168.196,3,1,8,3,25,56,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,491540.5462,5883531.544,1,1,8,4,21,40,1.0,5.0,0.0
2,0,0,5,1,5.0,7,2.0,482385.3447,5887175.113,2,1,10,2,64,30,1.0,5.0,0.0
5,0,0,5,1,5.0,2,2.0,489011.9705,5881448.752,7,0,10,4,84,31,2.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,479064.6256,5891016.916,4,1,10,4,43,14,1.0,3.0,0.0
2,2,1,5,1,5.0,6,2.0,485606.4424,5883670.977999999,1,0,10,5,49,32,1.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,492235.0751,5879352.7179999985,7,0,9,3,69,42,1.0,5.0,0.0
0,2,1,5,1,5.0,3,1.0,487546.0369,5883441.794,2,0,11,5,58,25,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,491271.1066,5879425.04,3,0,11,3,33,80,1.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,474693.8302,5892435.0260000015,7,0,11,5,51,45,2.0,5.0,0.0
0,0,1,5,1,5.0,6,1.0,492263.1588,5881059.722,2,0,2,4,68,52,1.0,3.0,0.0
2,0,0,5,2,1.0,6,1.0,485176.9542,5879525.074,6,0,2,4,20,26,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,485785.7248,5883326.777000002,4,0,5,2,35,53,1.0,5.0,0.0
0,0,0,5,1,5.0,7,2.0,487903.519,5880359.362000002,6,0,6,4,50,33,1.0,3.0,0.0
0,0,0,1,1,5.0,7,1.0,487871.9881,5884724.727999999,6,0,6,2,50,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,486531.4039,5881143.452000001,3,0,6,2,34,45,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,487641.2187,5878312.847,5,0,6,6,25,43,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,487154.5023,5884613.557,3,0,6,5,76,22,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,492538.74,5879155.067000002,4,0,6,4,51,22,2.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,492228.70700000005,5877875.387,4,1,7,5,56,49,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,489444.2629,5879965.065,6,1,8,4,57,61,1.0,3.0,0.0
3,0,0,5,1,5.0,6,1.0,480918.3055,5878109.54,2,1,8,5,40,47,1.0,5.0,0.0
1,0,0,5,1,5.0,7,2.0,487946.8998,5876522.18,4,0,7,5,46,52,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,490934.3996,5880171.716,2,1,3,2,42,37,1.0,5.0,0.0
3,2,1,5,1,2.0,6,1.0,485931.7125,5881116.382,3,0,2,2,24,53,2.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,492761.8634,5877608.811000002,7,0,5,4,26,27,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,485914.7695,5881101.261,5,0,7,2,17,32,1.0,3.0,0.0
0,0,0,5,1,5.0,7,1.0,488113.9792,5880619.799,3,0,7,5,55,73,2.0,6.0,1.0
3,0,0,5,1,5.0,6,2.0,486817.6952,5880290.666,3,1,8,4,60,57,2.0,3.0,0.0
1,0,1,5,1,5.0,7,1.0,483567.5392,5885648.775,2,1,8,5,17,65,2.0,5.0,0.0
7,0,0,5,1,5.0,7,1.0,487461.7351,5878532.618,4,1,9,2,37,20,2.0,5.0,0.0
6,2,1,5,1,5.0,4,2.0,483987.9408,5885108.521000002,6,0,10,2,55,30,1.0,3.0,0.0
6,2,1,5,1,5.0,4,1.0,490737.0406,5883324.198,3,0,11,5,73,47,1.0,3.0,0.0
6,2,1,5,1,5.0,4,1.0,487813.1252,5880944.958,2,0,11,5,30,58,1.0,3.0,0.0
5,2,0,5,1,5.0,2,2.0,487535.6641,5883415.225,4,0,12,5,61,36,1.0,3.0,0.0
1,1,0,5,1,5.0,7,2.0,484581.0555,5882680.515,5,0,12,5,65,25,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,489079.2603,5883320.378,3,0,4,4,81,43,1.0,2.0,1.0
5,2,0,5,1,5.0,3,1.0,488287.9754,5881663.885,7,0,3,6,18,43,1.0,2.0,1.0
0,0,0,5,1,5.0,7,2.0,490132.8059,5881547.253,4,1,12,4,77,79,1.0,5.0,0.0
0,0,1,5,1,5.0,1,2.0,485895.9321,5882644.622,3,1,3,4,62,43,1.0,3.0,0.0
0,0,0,1,1,5.0,7,1.0,487619.0841,5883648.015,6,0,5,5,65,43,1.0,3.0,0.0
6,0,0,5,1,5.0,4,2.0,488706.6006,5881320.472999998,4,0,5,5,79,29,1.0,3.0,0.0
6,0,0,5,1,5.0,4,1.0,480698.3357,5888709.164,4,0,7,5,10,23,1.0,3.0,0.0
5,0,0,5,1,5.0,3,1.0,485710.2819,5880563.22,1,0,6,5,42,59,1.0,3.0,0.0
5,0,0,5,1,5.0,3,2.0,486877.8541,5880342.726,1,1,8,5,4,62,1.0,5.0,0.0
6,0,1,5,1,5.0,3,2.0,491849.6949,5881090.423,6,1,8,2,35,53,2.0,2.0,1.0
2,0,1,5,1,5.0,6,1.0,481680.0105,5876286.472999998,6,0,2,4,20,20,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487067.8435,5881505.961,4,0,5,5,47,41,1.0,5.0,0.0
0,0,0,5,1,5.0,1,2.0,471395.6078,5893346.588,3,0,6,5,11,43,1.0,3.0,0.0
0,0,1,4,1,5.0,1,1.0,489612.2263,5881292.11,7,0,5,3,44,43,1.0,2.0,1.0
6,0,0,5,1,5.0,4,2.0,487885.7136,5881218.875,4,0,7,5,24,79,1.0,3.0,0.0
6,0,0,5,1,5.0,4,1.0,492411.6219,5880228.85,3,0,6,4,14,43,2.0,3.0,0.0
0,0,0,4,1,5.0,7,1.0,481249.7298,5891643.3489999985,6,0,5,3,45,43,1.0,2.0,1.0
5,0,1,5,1,5.0,2,1.0,474251.6347,5892835.563999998,3,0,11,3,15,80,1.0,3.0,0.0
6,2,1,4,1,5.0,4,1.0,472950.9627,5892242.506,4,1,4,2,48,51,1.0,3.0,0.0
1,0,1,5,1,5.0,1,1.0,485634.0349,5883681.403,1,1,3,4,35,44,1.0,6.0,1.0
1,0,0,5,1,5.0,7,1.0,488203.1574,5880173.578,4,0,5,4,34,32,1.0,5.0,0.0
0,2,0,5,1,5.0,1,1.0,486917.2994,5879637.5079999985,7,0,6,1,18,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,496606.8995,5879371.969,3,0,9,4,42,46,2.0,5.0,0.0
8,1,0,1,1,5.0,1,1.0,481097.9573,5891972.272000001,7,0,6,6,13,43,1.0,2.0,1.0
0,0,0,5,1,5.0,7,1.0,485480.0585,5883874.916,4,0,6,5,63,43,1.0,5.0,0.0
6,0,0,5,1,5.0,4,1.0,492194.6659,5883459.167,5,0,7,4,25,43,1.0,3.0,0.0
2,0,1,5,1,5.0,6,2.0,488770.7895,5879978.977000001,2,1,10,2,47,74,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486480.2296,5881836.375,2,0,10,2,39,48,1.0,5.0,0.0
4,1,0,5,1,5.0,6,1.0,487266.3385,5881151.579,4,0,9,5,57,46,1.0,3.0,0.0
5,0,0,5,1,5.0,3,2.0,482645.049,5878159.198,2,0,4,2,75,46,1.0,5.0,0.0
2,0,2,5,1,5.0,6,1.0,496768.8671,5878706.637999998,7,0,1,3,49,28,2.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,485410.7949,5880152.076,6,0,4,4,23,31,1.0,5.0,0.0
1,0,1,5,1,5.0,6,1.0,490148.9982,5881531.084,6,0,12,4,42,45,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,485486.7478,5879648.052999998,7,0,4,4,38,32,1.0,5.0,0.0
5,0,1,5,1,5.0,3,1.0,492318.9384,5877847.994,2,1,7,5,37,61,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487686.8872,5880099.959,7,0,11,4,56,43,1.0,5.0,0.0
3,2,0,5,1,5.0,6,1.0,497437.4007,5878146.039,2,0,10,6,35,22,2.0,5.0,0.0
7,0,0,5,2,1.0,1,1.0,481491.6965,5889792.525,5,1,10,3,24,43,1.0,2.0,1.0
2,0,0,5,1,5.0,6,2.0,492854.7028,5881452.926,4,0,9,4,41,48,2.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,483272.3194,5885046.399,6,0,5,3,42,51,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,497446.8671,5878086.747,2,0,6,2,42,26,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,486074.3955,5882800.685,4,0,6,5,42,44,1.0,5.0,0.0
3,2,1,5,2,1.0,6,1.0,491039.2351,5875862.456,1,0,5,6,42,39,2.0,5.0,0.0
0,2,0,5,1,5.0,7,1.0,488844.6694,5881364.869,5,0,7,6,42,60,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,485578.4204,5883752.727999999,5,0,6,5,42,55,1.0,5.0,0.0
3,0,0,5,1,2.0,3,1.0,486147.2526,5881615.583,4,0,6,5,42,62,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,486917.2812,5882506.499,3,0,7,5,42,28,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,495637.4931,5876541.408,7,1,8,3,42,47,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,473626.2803,5891987.307999998,2,1,8,2,42,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,486055.4902,5882797.423,2,0,7,4,42,44,1.0,5.0,0.0
4,0,0,5,1,5.0,6,1.0,480687.1114,5888754.752,6,1,8,3,42,28,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,488795.8886,5879913.96,4,0,9,4,42,22,2.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,492473.8502,5880027.832,7,1,8,6,42,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,482246.7702,5887234.7760000015,5,0,9,4,42,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487271.5372,5881129.14,6,0,10,5,42,43,1.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,491472.1273,5879747.635,5,1,10,2,42,26,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,475648.8265,5891362.175,4,0,9,5,42,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,485899.886,5880225.463,2,0,11,3,42,46,1.0,5.0,0.0
0,2,0,5,2,1.0,7,1.0,491362.2441,5876107.256,5,0,11,6,42,54,1.0,5.0,0.0
3,2,1,5,1,2.0,6,1.0,486662.1271,5878338.975,6,0,11,2,42,46,1.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,485277.0224,5882652.621,5,0,12,2,42,38,1.0,5.0,0.0
1,0,0,4,1,5.0,7,1.0,491332.4624,5882996.8089999985,6,0,11,4,42,39,2.0,5.0,0.0
5,0,0,5,1,5.0,2,1.0,487455.67,5880445.491,2,0,12,2,42,35,1.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,481090.9683,5891990.291,3,1,7,5,42,45,2.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,494455.8632,5878907.585,2,0,4,5,42,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,492962.1142,5878927.865,5,1,4,4,42,40,1.0,5.0,0.0
5,0,0,5,1,2.0,3,1.0,486017.6758,5881338.392999998,5,0,2,3,42,51,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,487071.6175,5882253.137,2,0,4,3,42,53,1.0,5.0,0.0
3,1,1,5,2,1.0,6,1.0,493699.6436,5876507.0929999985,2,0,4,1,42,36,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,488826.9055,5881040.624,2,0,5,5,42,43,1.0,5.0,0.0
2,0,0,4,1,5.0,6,1.0,489504.413,5880313.453,6,0,4,4,42,56,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,490346.6454,5883779.538,4,0,5,3,42,67,2.0,5.0,0.0
1,2,0,5,1,5.0,7,1.0,492077.5637,5881829.217,7,0,5,6,42,25,2.0,5.0,0.0
0,0,0,5,2,2.0,7,1.0,488352.2343,5877439.546,7,0,6,3,42,52,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,486814.6929,5882603.427999998,2,0,6,2,42,51,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,483318.1293,5882543.284,4,0,7,4,42,85,1.0,3.0,0.0
1,0,0,4,1,5.0,7,1.0,473361.2003,5892892.89,3,0,5,3,42,75,1.0,5.0,0.0
0,0,0,4,1,5.0,7,1.0,496725.965,5879185.3089999985,4,1,8,5,42,43,1.0,5.0,0.0
0,0,0,5,2,1.0,7,1.0,487372.2321,5874918.283,7,1,8,4,42,37,2.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,492622.103,5879118.72,1,1,8,5,42,34,1.0,5.0,0.0
4,0,0,5,1,5.0,6,1.0,487967.4986,5880371.497,3,1,8,4,42,44,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,476938.1497,5890548.469,6,1,8,4,42,45,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,493500.7061,5883420.673,3,1,8,2,42,44,2.0,5.0,0.0
0,0,1,5,1,5.0,7,1.0,487495.4669,5881813.29,5,0,10,5,42,30,2.0,5.0,0.0
8,0,0,5,1,5.0,6,1.0,480001.7428,5890993.196,2,1,10,4,42,58,2.0,3.0,0.0
1,0,0,5,1,5.0,5,1.0,486638.5781,5879498.444,4,0,10,4,42,39,2.0,5.0,0.0
1,2,1,5,1,5.0,7,1.0,489309.3547,5880004.052,1,0,10,6,42,54,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,489054.0063,5881462.772999999,4,0,11,3,42,66,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,489470.4806,5876146.012999998,4,0,11,4,42,72,1.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,495735.169,5878801.0260000015,4,0,11,2,42,55,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,474195.5688,5891925.997,4,0,12,3,42,68,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,485627.5788,5883688.346,5,0,11,3,44,76,1.0,5.0,0.0
3,1,0,5,1,2.0,2,1.0,487877.2866,5877660.203,2,0,10,5,42,22,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,487108.567,5881468.005,5,0,10,2,42,41,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486277.0538,5878710.66,2,0,4,5,52,32,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,486650.5665,5881038.97,6,0,10,3,42,20,2.0,5.0,0.0
3,0,1,5,1,2.0,6,1.0,486121.3444,5878886.106000002,3,0,10,3,42,39,1.0,5.0,0.0
0,0,0,1,1,5.0,7,1.0,492232.8947,5879354.124,3,0,9,2,42,43,1.0,5.0,0.0
5,2,1,5,1,5.0,3,1.0,489772.6299,5877871.878,7,0,11,5,42,22,2.0,3.0,0.0
2,1,0,5,1,5.0,6,1.0,475803.8804,5891583.97,5,0,12,4,42,54,2.0,5.0,0.0
0,0,0,5,1,5.0,2,1.0,491329.8584,5883007.399,7,1,10,4,42,28,1.0,2.0,1.0
1,1,0,5,1,5.0,7,1.0,486772.5817,5878774.277000002,4,0,1,4,43,31,1.0,5.0,0.0
5,2,0,5,1,5.0,3,1.0,488528.2309,5876942.166,4,0,11,5,42,16,2.0,3.0,0.0
0,0,1,5,1,2.0,2,1.0,480306.8279,5891706.698,5,0,12,4,42,77,1.0,2.0,1.0
3,0,0,5,1,2.0,6,1.0,486522.4402,5882029.77,5,0,11,5,49,53,1.0,5.0,0.0
9,0,2,3,2,1.0,1,1.0,492938.0715,5876596.929,5,0,1,2,33,43,1.0,5.0,0.0
3,0,0,5,2,1.0,6,1.0,482402.6346,5888282.11,2,1,2,5,46,40,1.0,5.0,0.0
5,0,1,5,1,5.0,3,2.0,494854.0283,5876474.862000002,7,0,2,5,38,37,1.0,3.0,0.0
1,0,0,5,1,5.0,2,1.0,484539.9647,5881493.267000001,3,0,1,3,48,64,2.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,472283.9679,5896341.527000002,6,0,2,2,72,28,2.0,3.0,0.0
1,2,1,5,1,5.0,5,1.0,483101.9832,5886319.988,5,0,1,5,71,43,1.0,5.0,0.0
2,1,1,5,1,2.0,6,2.0,486281.7681,5882387.662000001,2,0,1,2,28,49,2.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,488729.5458,5881331.252,7,0,2,4,23,51,1.0,5.0,0.0
4,0,2,5,1,5.0,1,1.0,494716.5917,5877215.732999999,5,0,2,2,21,35,1.0,5.0,0.0
2,0,1,5,2,1.0,6,1.0,489226.3811,5874922.994,3,0,2,2,31,35,2.0,4.0,1.0
2,1,0,5,2,1.0,6,1.0,483934.3418,5886887.315,4,0,1,2,50,77,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,485222.3778,5884066.9070000015,4,0,1,2,65,23,2.0,5.0,0.0
2,0,1,5,1,5.0,6,2.0,496776.5872,5878705.879,4,0,1,4,37,51,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,492355.9061,5876800.812000001,3,0,1,4,23,38,1.0,5.0,0.0
2,0,1,5,1,2.0,6,2.0,486277.5743,5883037.677999998,2,1,3,5,35,60,1.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,488510.6007,5879938.061000002,5,1,4,4,35,24,2.0,5.0,0.0
1,0,0,5,1,5.0,6,1.0,486793.9001,5882582.306,4,1,4,4,32,63,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,491366.5992,5883236.622,5,1,4,2,42,23,2.0,5.0,0.0
7,2,0,5,2,1.0,7,1.0,487828.7516,5885233.145,2,0,3,1,44,43,1.0,5.0,0.0
3,0,1,5,2,1.0,6,1.0,477628.6579,5891463.757,6,1,3,5,39,44,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,497478.2647,5878307.375,3,0,4,4,81,48,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,484336.8516,5884796.0989999985,7,0,3,4,28,55,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486941.2356,5884434.421,6,1,3,2,29,57,1.0,5.0,0.0
8,0,1,3,1,2.0,1,1.0,481526.6932,5878202.807,1,1,3,2,24,43,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,487596.4333,5883584.611000001,2,0,3,2,27,32,1.0,5.0,0.0
2,0,1,3,2,1.0,6,1.0,481876.6913,5889000.705,2,0,3,2,64,37,2.0,3.0,0.0
2,0,0,5,1,5.0,2,1.0,484216.2604,5881840.107999999,6,0,3,2,28,30,1.0,5.0,0.0
8,0,2,0,1,5.0,1,1.0,485511.2726,5883847.232000002,1,1,1,4,44,44,1.0,5.0,0.0
2,2,0,5,1,5.0,7,1.0,485795.9623,5881525.741,7,0,3,5,37,31,2.0,4.0,1.0
1,0,0,5,1,5.0,7,1.0,485333.2262,5883989.18,6,0,3,5,23,27,1.0,5.0,0.0
3,1,1,3,1,2.0,6,1.0,482360.8683,5878217.017999998,5,0,3,2,35,38,1.0,5.0,0.0
2,0,0,5,1,5.0,7,1.0,489863.5218,5880232.25,5,0,2,5,55,22,1.0,5.0,0.0
3,2,1,5,1,5.0,6,1.0,486342.0204,5882226.39,4,0,2,2,45,38,1.0,5.0,0.0
7,2,1,5,1,5.0,7,1.0,491914.6832,5884929.775,4,0,2,6,32,43,1.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,478669.6787,5891461.5929999985,6,0,2,4,45,64,1.0,5.0,0.0
4,0,0,5,1,5.0,6,2.0,471385.4657,5893562.11,2,0,5,5,71,34,1.0,3.0,0.0
1,0,0,5,1,5.0,7,1.0,486378.3861,5879743.671,3,0,6,3,57,67,2.0,5.0,0.0
7,0,0,4,1,2.0,1,1.0,487125.1782,5884607.15,1,0,5,2,77,43,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,487351.7638,5883043.695,2,0,4,5,63,39,1.0,5.0,0.0
7,0,0,5,2,2.0,7,1.0,489335.7582,5876812.02,4,0,4,5,31,43,1.0,5.0,0.0
5,0,0,5,2,1.0,3,1.0,492051.6722,5876479.77,4,0,4,4,44,34,1.0,5.0,0.0
3,0,1,5,1,1.0,6,2.0,487119.0905,5885303.826,3,0,5,5,24,54,1.0,5.0,0.0
3,0,0,5,2,1.0,6,1.0,491922.6419,5876414.028,4,0,4,2,35,49,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,482441.2964,5877519.889,1,0,5,3,38,54,2.0,5.0,0.0
8,0,0,3,1,2.0,1,2.0,481119.8025,5877967.517999998,6,0,5,5,26,43,1.0,5.0,0.0
2,0,0,5,1,5.0,6,2.0,486473.8331,5881216.449,6,0,6,2,23,31,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,485947.6036,5881151.051,2,0,6,5,22,35,1.0,5.0,0.0
3,0,0,5,2,1.0,6,1.0,488425.7531,5874935.022999999,5,0,5,5,44,40,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486629.7867,5878368.737000002,4,0,5,4,50,52,1.0,5.0,0.0
2,0,0,5,1,2.0,6,1.0,483543.1901,5878603.4010000015,4,0,6,4,53,56,1.0,3.0,0.0
3,2,0,5,1,5.0,6,1.0,487091.8305,5881428.832,1,0,6,1,42,25,1.0,5.0,0.0
1,0,0,4,1,5.0,5,1.0,496338.1227,5879562.293,2,1,5,5,38,40,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,486265.7146,5882903.238,6,1,4,5,21,21,1.0,5.0,0.0
1,1,0,5,1,5.0,7,1.0,487286.3199,5882953.7239999985,6,0,4,5,44,52,1.0,5.0,0.0
4,0,1,5,1,5.0,6,1.0,470833.7577,5893796.087,2,0,6,4,51,52,2.0,2.0,1.0
5,0,0,5,1,5.0,3,1.0,474551.0084,5892539.1170000015,3,0,6,4,24,76,1.0,5.0,0.0
4,0,0,5,2,1.0,6,1.0,481366.3278,5890291.89,4,0,6,2,78,46,1.0,4.0,1.0
2,0,1,5,1,5.0,6,1.0,493425.185,5880560.631,7,0,6,4,64,56,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,486008.622,5882924.868,3,0,6,4,46,44,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,480100.5673,5891153.704,4,0,7,5,81,40,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,488342.5972,5876105.0589999985,4,0,6,2,70,38,2.0,5.0,0.0
9,2,0,4,1,5.0,7,2.0,486531.7127,5881630.016,6,0,6,6,57,43,1.0,5.0,0.0
3,0,0,5,1,5.0,6,2.0,485555.2838,5879570.786,3,0,6,5,26,63,1.0,5.0,0.0
8,0,0,3,2,1.0,1,2.0,481528.1569,5889605.829,6,0,6,2,24,43,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,475259.6777,5893320.708,5,0,6,2,21,28,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,492571.9022,5881471.562000001,3,0,7,5,50,36,1.0,5.0,0.0
4,2,0,5,1,5.0,6,1.0,496471.3876,5879439.918,7,0,7,1,30,43,1.0,5.0,0.0
3,0,0,5,1,2.0,6,1.0,485991.0426,5881268.616,2,0,6,3,87,26,1.0,5.0,0.0
3,0,1,5,1,5.0,6,1.0,486888.5931,5881789.949,1,0,7,6,80,53,1.0,5.0,0.0
5,0,0,5,2,2.0,3,2.0,484590.6588,5879116.052999998,5,0,7,2,22,38,1.0,5.0,0.0
2,0,0,5,2,1.0,6,1.0,482621.9865,5888061.02,4,0,7,5,24,30,1.0,5.0,0.0
2,0,0,5,2,1.0,6,1.0,490213.0907,5875303.239,4,0,6,5,52,34,1.0,5.0,0.0
5,0,0,5,2,1.0,3,1.0,491923.8474,5876414.521000002,6,0,6,4,48,46,1.0,5.0,0.0
3,0,0,5,1,5.0,6,1.0,491310.5063,5879504.449,4,0,6,3,68,46,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,492238.2,5877880.788,2,0,7,3,19,76,2.0,5.0,0.0
2,0,1,5,1,2.0,6,1.0,486224.678,5882716.6510000015,2,1,8,2,49,41,1.0,5.0,0.0
1,0,1,5,1,5.0,7,2.0,485577.9107,5880140.766,4,0,1,2,25,31,1.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,481878.1702,5876725.412000001,1,1,8,2,31,56,1.0,5.0,0.0
1,0,1,5,1,5.0,7,1.0,496385.9511,5879903.385,7,0,9,3,45,29,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,482561.5293,5877991.614,5,1,8,5,33,75,1.0,3.0,0.0
3,0,1,5,2,1.0,6,1.0,490187.414,5875285.503,6,1,8,5,42,43,1.0,3.0,0.0
1,0,1,5,1,5.0,7,1.0,488610.7297,5880942.953,2,1,8,3,78,43,1.0,5.0,0.0
0,0,0,5,1,5.0,7,1.0,467548.1572,5895523.477999999,7,1,8,2,48,44,2.0,5.0,0.0
1,0,1,5,1,5.0,5,1.0,484572.8867,5882687.337,7,1,7,4,57,45,1.0,5.0,0.0
9,2,1,1,1,5.0,7,1.0,481100.8335,5887198.137999998,2,1,8,1,33,43,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,493089.4429,5877242.865,3,0,7,4,24,60,2.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,487252.7071,5881477.253,2,1,8,5,52,58,1.0,5.0,0.0
2,2,1,5,1,2.0,6,2.0,486744.4925,5883943.422,3,1,8,4,33,57,2.0,3.0,0.0
0,0,1,5,1,5.0,1,1.0,487271.8112,5882934.985,2,1,8,2,70,43,1.0,2.0,1.0
1,0,0,5,1,5.0,7,1.0,471689.5929,5894992.015,3,1,8,2,57,36,1.0,4.0,1.0
5,0,0,5,2,1.0,3,1.0,492011.7816,5876466.381,4,0,9,5,45,48,1.0,5.0,0.0
5,0,0,5,1,5.0,3,1.0,484625.1215,5882667.222999998,3,1,8,3,26,39,1.0,5.0,0.0
1,0,0,5,1,5.0,5,1.0,488161.6196,5880378.525,5,1,8,4,54,43,1.0,5.0,0.0
1,0,0,5,1,5.0,5,2.0,490169.4988,5880534.732000002,1,1,8,5,61,38,1.0,3.0,0.0
5,0,1,5,1,5.0,3,1.0,492231.3946,5877870.239,3,1,8,3,35,38,1.0,5.0,0.0
2,0,0,5,1,5.0,6,1.0,484136.8726,5881935.852999999,2,0,9,5,41,35,1.0,5.0,0.0
3,2,0,5,1,2.0,6,1.0,486593.3455,5878402.012,2,1,10,6,39,21,1.0,5.0,0.0
7,0,0,5,1,5.0,5,1.0,474524.6303,5893620.22,6,0,10,3,80,43,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,486438.748,5881256.84,3,0,9,5,61,44,2.0,5.0,0.0
1,0,0,5,1,5.0,7,1.0,481190.1612,5882178.9920000015,2,0,9,4,41,41,1.0,3.0,0.0
2,0,0,5,1,5.0,6,1.0,491395.6514,5882512.6170000015,2,0,9,4,38,75,1.0,3.0,0.0
1,2,0,5,1,5.0,7,2.0,489020.7287,5880854.312000001,4,0,10,6,85,55,1.0,5.0,0.0
1,2,0,5,1,5.0,5,1.0,476052.2107,5893400.5079999985,4,0,9,6,19,26,2.0,5.0,0.0
