OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,Hour,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,Longitude,Latitude
6026,2,4,8,422,2018,10,8,2,3,5,3,0,1,1,0,0,0,0,0,568635.56,5936685.495,10.03655523,53.57453504
6027,2,2,12,225,2018,10,15,2,3,4,2,0,1,0,0,0,0,1,0,554502.4171,5936723.297,9.823146124,53.57653361
6028,2,3,8,320,2018,9,12,1,3,4,2,0,0,1,0,0,0,0,0,560198.0329,5939646.735,9.909719408,53.60218502
6029,2,2,4,214,2018,10,19,7,3,6,4,1,0,1,1,0,0,0,0,561292.7424,5933262.016,9.92500713,53.54467619
6030,2,2,5,216,2018,9,16,1,3,2,4,0,0,1,1,0,0,0,0,560057.4535,5935764.156,9.906847963,53.56730679
6031,2,6,10,611,2018,10,14,4,3,5,1,0,0,1,0,0,0,0,0,577078.4071,5929309.265,10.16221718,53.5070741
6032,2,1,12,130,2018,9,15,7,3,4,6,0,0,1,0,0,0,1,0,574884.1612,5933574.207,10.13015863,53.54571967
6033,2,5,10,518,2018,10,14,3,3,5,3,0,0,1,0,1,0,0,0,573087.5427,5945536.094,10.10585381,53.65347248
6034,2,2,5,216,2018,10,16,3,3,5,3,0,1,1,0,0,0,0,0,560384.87,5935370.278,9.911715024,53.56372926
6035,2,6,6,607,2018,10,17,1,2,6,4,0,0,1,1,0,0,0,0,577669.4984,5917469.885,10.16820397,53.4005882
6036,2,5,18,526,2018,10,12,5,3,5,3,0,1,1,0,0,0,0,1,576737.7698,5940866.137,10.15991981,53.61098256
6037,2,5,5,513,2018,10,16,5,2,6,4,0,0,1,1,0,0,0,1,575504.1735,5938576.461,10.14072308,53.59058509
6038,2,5,10,518,2018,10,7,3,3,5,3,0,0,1,0,1,0,0,1,574491.4056,5944338.945,10.12680366,53.64251601
6039,2,5,3,510,2018,10,8,5,3,6,4,0,0,1,1,0,0,0,1,570338.4632,5936104.748,10.06213739,53.56909029
6040,2,5,5,513,2018,11,11,3,3,2,6,0,0,1,0,0,0,0,1,573277.0534,5937486.814,10.10682667,53.58110859
6041,2,3,1,301,2018,10,18,1,3,5,3,2,0,1,0,0,0,0,0,562302.749,5937014.401,9.940995714,53.57828139
6042,2,5,3,510,2018,10,14,5,3,2,2,0,0,1,0,0,0,0,1,570756.214,5936391.131,10.06850927,53.57160785
6043,2,1,12,130,2018,11,16,6,3,2,6,1,0,1,0,0,0,0,1,573433.2392,5935192.316,10.1086458,53.56046637
6044,2,4,11,430,2018,10,8,5,3,4,2,0,1,1,0,0,0,0,1,569004.469,5940382.929,10.04294357,53.60771565
6045,2,2,3,210,2018,11,14,5,3,6,7,0,0,0,1,0,0,1,0,562062.1083,5934135.945,9.936789862,53.55244017
6046,2,5,17,525,2018,10,15,5,3,6,4,0,0,1,1,0,0,0,0,576963.9918,5944851.578,10.16432408,53.64676503
6047,2,4,5,413,2018,11,10,4,3,5,3,0,1,0,0,0,0,0,0,566185.499,5937306.619,9.999691652,53.58043204
6048,2,5,10,518,2018,10,15,5,3,0,3,0,1,1,0,0,0,0,0,573235.7436,5944596.537,10.10787434,53.64500817
6049,2,1,12,130,2018,10,13,2,3,2,6,0,0,1,0,0,1,0,0,573476.8839,5932650.261,10.10870727,53.53761503
6050,2,4,12,431,2018,10,16,5,3,4,2,0,1,1,0,0,0,0,0,567861.9918,5943028.952,10.02625575,53.63164481
6051,2,2,3,209,2018,11,17,3,2,0,6,2,1,0,0,0,0,1,0,562633.0126,5935556.345,9.945690698,53.56513801
6052,2,4,4,407,2018,10,14,5,3,4,2,0,1,1,0,0,0,0,0,567365.6417,5941146.526,10.01834357,53.61479143
6053,2,4,11,430,2018,11,9,6,3,1,6,0,1,0,0,0,0,0,1,567885.9222,5942303.917,10.02645942,53.62512579
6054,2,4,13,432,2018,11,19,3,3,2,7,2,0,1,0,0,0,0,0,568057.11,5948400.86,10.0303826,53.67989672
6055,2,3,8,320,2018,10,6,5,3,2,6,2,0,1,0,0,0,0,1,559874.8419,5940359.832,9.904972985,53.60863092
6056,2,5,18,526,2018,11,13,6,3,5,2,0,1,1,0,0,0,0,0,577720.059,5940431.974,10.17465578,53.6069361
6057,2,3,9,321,2018,10,14,7,3,3,2,0,1,1,0,0,0,0,0,560726.1215,5939351.524,9.917641314,53.59947092
6058,2,3,5,317,2018,10,14,7,3,1,6,0,0,1,0,0,0,0,0,564326.4758,5939297.539,9.972027292,53.59855623
6059,2,3,1,310,2018,10,15,5,3,4,6,0,1,1,0,0,0,1,0,563715.1058,5935691.334,9.962054158,53.56622094
6060,2,5,5,513,2018,10,17,4,3,3,2,1,1,1,0,0,0,0,0,573408.0658,5937547.377,10.10881941,53.58163453
6061,2,2,1,206,2018,10,11,5,3,5,3,0,0,1,0,0,0,0,1,562883.685,5934835.344,9.949329908,53.55862815
6062,2,3,5,317,2018,11,6,4,2,5,3,2,1,1,0,0,0,0,0,562987.0681,5939305.597,9.951792442,53.59879132
6063,2,2,3,208,2018,10,11,5,3,5,3,0,1,0,0,0,0,1,1,562923.9626,5935450.476,9.950061743,53.56415173
6064,2,5,3,511,2018,10,16,2,2,6,4,0,0,1,1,0,0,0,0,572351.9208,5936586.245,10.09264693,53.57314369
6065,2,1,4,111,2018,10,14,5,3,5,3,0,1,1,0,0,0,0,1,564511.7405,5934466.506,9.973828033,53.55511573
6066,2,5,2,507,2018,11,15,2,3,5,3,0,0,1,0,0,1,0,0,571674.4258,5936965.683,10.08250463,53.57664668
6067,2,3,1,309,2018,10,13,5,3,0,2,0,1,0,0,1,0,0,1,563965.7267,5935606.448,9.965820389,53.56542755
6068,2,3,2,311,2018,11,14,6,3,5,2,0,0,1,0,0,0,0,0,564733.6766,5935493.239,9.977390387,53.56431594
6069,2,1,4,111,2018,10,16,5,3,5,3,0,1,1,0,0,0,0,1,563690.6025,5933833.058,9.961305543,53.54952299
6070,2,1,1,102,2018,10,20,5,3,0,7,2,0,1,0,0,0,0,0,565964.4076,5933986.291,9.995651646,53.55061939
6071,2,2,2,207,2018,10,11,4,3,3,3,0,1,0,0,0,0,0,0,563717.0464,5935210.757,9.961985443,53.56190161
6072,2,1,1,101,2018,10,18,5,3,2,6,2,0,1,0,0,0,0,0,566265.135,5934504.172,10.00029977,53.55523584
6073,2,7,1,702,2018,11,15,3,3,1,7,0,0,1,0,0,0,0,0,565180.2517,5924220.312,9.981787225,53.46294717
6074,2,7,1,702,2018,10,9,4,3,4,2,0,1,1,0,0,0,0,1,566086.3204,5923121.882,9.9952019,53.45296227
6075,2,6,2,602,2018,10,15,4,3,6,4,0,0,1,1,0,0,0,0,578273.0022,5928090.854,10.17992147,53.49594808
6076,2,5,17,525,2018,10,13,4,3,5,3,0,1,1,0,0,0,0,0,576693.7485,5944816.266,10.16022801,53.64648737
6077,2,6,1,601,2018,10,15,4,3,5,3,0,0,1,0,1,0,0,0,579477.3554,5929744.02,10.1984911,53.51062403
6078,2,3,3,314,2018,11,9,4,3,5,3,0,0,1,0,0,0,0,0,565769.374,5936852.662,9.993311732,53.57640458
6079,2,3,8,320,2018,10,6,2,3,3,2,2,1,1,0,0,0,0,0,559963.1439,5941027.938,9.906436031,53.61462535
6080,2,6,1,601,2018,10,14,4,3,6,4,0,0,1,1,0,0,0,0,579821.8382,5928351.127,10.20332993,53.49805436
6081,2,3,8,320,2018,11,21,1,3,5,3,2,0,1,0,0,0,0,1,558952.2728,5940337.038,9.891026451,53.60853068
6082,2,6,1,601,2018,10,14,4,3,6,4,0,0,1,0,0,0,1,0,579984.9292,5927640.997,10.20560691,53.49164787
6083,2,7,4,705,2018,11,17,5,3,5,3,2,0,1,0,0,1,0,0,565610.0392,5921571.668,9.987707443,53.43908937
6084,2,6,2,603,2018,10,13,4,3,5,3,0,1,1,0,0,0,0,0,580402.7979,5926748.126,10.21167515,53.48356024
6085,2,1,11,129,2018,10,7,4,3,2,6,0,0,1,0,0,0,0,1,573253.2129,5935011.97,10.10588616,53.55887077
6086,2,4,10,429,2018,10,20,3,3,2,6,2,0,1,0,0,0,1,1,568734.2543,5940345.028,10.03885189,53.60741055
6087,2,1,5,113,2018,10,12,4,3,6,4,0,0,1,1,0,0,0,0,567522.9232,5934217.361,10.01922139,53.55249794
6088,2,1,15,134,2018,11,5,3,2,3,6,2,0,1,0,0,1,0,1,567964.2794,5931818.964,10.0253612,53.5308862
6089,2,5,2,506,2018,10,10,1,2,6,4,0,1,0,1,0,0,0,0,571268.5371,5937806.099,10.07656755,53.58425477
6090,2,5,6,514,2018,10,9,4,2,0,7,0,0,0,0,0,0,1,0,574003.1559,5940354.293,10.11847236,53.60677615
6091,2,4,2,405,2018,11,12,7,3,2,6,0,0,1,0,0,0,0,0,564627.699,5939236.675,9.976565688,53.59797217
6092,2,3,2,311,2018,10,8,2,3,4,6,0,1,0,0,0,0,0,0,564742.9125,5935492.405,9.977529641,53.5643073
6093,2,5,6,514,2018,10,7,4,3,2,6,0,0,1,0,0,0,0,1,575455.7558,5942866.202,10.14103063,53.62914277
6094,2,7,2,703,2018,11,17,7,2,5,2,2,0,1,0,0,0,0,0,567112.1802,5924262.089,10.01089121,53.46308002
6095,2,5,4,512,2018,10,17,4,3,5,3,0,1,1,0,0,0,0,1,574543.3779,5936610.21,10.12574076,53.57305225
6096,2,5,7,515,2018,11,15,5,2,6,4,0,0,1,1,0,0,0,0,570865.5169,5939386.727,10.0708399,53.59851444
6097,2,3,4,316,2018,10,11,7,3,5,3,0,0,1,0,0,0,1,0,564352.1031,5937455.25,9.972034412,53.58199599
6098,2,4,11,430,2018,10,10,4,3,1,6,0,0,1,0,0,0,0,0,568604.4976,5942863.77,10.037446,53.63006353
6099,2,5,12,520,2018,10,6,4,3,5,3,2,0,0,0,1,0,1,1,568193.672,5944751.508,10.03164845,53.64708232
6100,2,4,13,432,2018,10,11,3,3,1,6,0,0,1,0,0,0,0,0,566681.2072,5944856.376,10.00879399,53.64821972
6101,2,4,5,409,2018,10,19,4,3,0,7,2,0,1,0,1,0,0,1,566620.7973,5938722.913,10.00656788,53.59310538
6102,2,4,9,424,2018,11,14,3,3,6,4,0,0,1,1,0,0,0,0,570130.5718,5937385.44,10.05928641,53.58062773
6103,2,4,5,411,2018,10,22,4,3,0,1,2,0,0,0,1,0,0,1,568177.1269,5937854.087,10.02988832,53.58509707
6104,2,1,12,130,2018,11,10,6,3,5,3,0,0,1,0,0,0,0,0,573586.7297,5932900.713,10.11042332,53.53985045
6105,2,2,11,223,2018,10,9,7,3,0,3,0,0,1,0,1,0,0,0,552852.5081,5935064.743,9.797949696,53.56179588
6106,2,1,3,106,2018,10,23,7,2,4,2,2,0,1,0,0,0,0,1,564864.5461,5934522.853,9.979164601,53.55557866
6107,2,4,7,417,2018,10,13,4,3,6,7,0,0,1,1,0,0,0,0,568220.8499,5934981.936,10.02992122,53.55927905
6108,2,1,19,140,2018,11,14,5,3,5,3,0,0,1,0,0,1,0,0,561385.1274,5930126.153,9.925786267,53.51648198
6109,2,5,1,504,2018,10,7,4,2,3,7,2,1,1,0,0,0,0,1,569955.0403,5936311.252,10.0563949,53.57099741
6110,2,4,5,412,2018,11,17,4,3,4,6,2,1,1,0,0,0,0,0,567077.3401,5937224.428,10.01314241,53.57958007
6111,2,4,8,421,2018,10,6,4,3,3,6,2,0,1,0,0,0,0,1,569269.0072,5937637.3,10.04633122,53.5830057
6112,2,4,5,408,2018,10,21,7,3,6,4,2,0,1,1,0,0,0,1,567839.9251,5940052.376,10.02527365,53.60489702
6113,2,2,14,227,2018,10,13,4,3,5,3,0,1,1,0,0,0,0,0,550516.5296,5937284.161,9.763044418,53.58197353
6114,2,4,10,426,2018,11,8,5,3,2,6,0,0,1,0,0,0,0,0,569523.4087,5938140.805,10.05028551,53.58749706
6115,2,2,8,220,2018,10,13,4,3,2,6,0,0,1,0,0,0,0,0,556446.2359,5938489.265,9.852819424,53.59219976
6116,2,2,9,221,2018,10,10,4,3,1,5,0,0,1,0,0,0,0,0,557000.7491,5937761.799,9.861063343,53.58560165
6117,2,3,7,319,2018,10,12,3,3,3,2,0,1,1,0,0,0,0,0,560863.7006,5944744.996,9.92077449,53.64792784
6118,2,2,4,212,2018,10,7,4,3,6,4,1,0,1,1,0,0,0,1,560344.3367,5934604.519,9.910955248,53.55685171
6119,2,5,1,501,2018,11,8,3,3,5,3,0,1,1,0,0,0,0,0,569050.2783,5935573.785,10.04257151,53.5644896
6120,2,2,7,219,2018,10,7,4,3,2,6,0,0,1,0,0,0,0,1,558336.8317,5934048.892,9.880550357,53.55208494
6121,2,5,6,514,2018,11,15,6,3,5,3,0,1,1,0,0,0,0,0,573355.5398,5940624.473,10.10875002,53.60929527
6122,2,2,5,217,2018,10,23,7,3,6,4,2,0,1,1,0,0,0,0,558886.6059,5936692.619,9.88934599,53.57578404
6123,2,2,5,217,2018,10,14,4,3,1,1,0,1,1,0,0,0,0,0,557656.7874,5937237.311,9.870875416,53.58081608
6124,2,5,3,510,2018,10,19,4,3,3,6,2,0,1,0,0,0,0,0,570194.0976,5936246.912,10.05998978,53.57038726
6125,2,4,3,406,2018,10,15,4,3,5,3,0,1,1,0,0,0,0,0,565029.264,5941010.664,9.98300279,53.61386567
6126,2,2,4,214,2018,11,17,4,3,5,3,2,1,0,0,0,0,0,0,561314.384,5933908.525,9.925460446,53.55048411
6127,2,5,14,522,2018,10,13,2,3,2,6,0,0,1,0,0,0,1,0,572857.6269,5951078.522,10.10367718,53.70331289
6128,2,3,5,317,2018,10,6,4,3,5,3,2,0,1,0,0,0,0,1,563863.5987,5939837.024,9.965144447,53.60346131
6129,2,3,1,308,2018,11,23,2,3,5,3,2,1,1,0,0,0,0,0,563772.4061,5936050.305,9.962992509,53.56944015
6130,2,5,18,526,2018,10,15,2,3,0,3,0,1,0,0,0,0,1,0,577772.4388,5942908.651,10.17606578,53.62918524
6131,2,2,1,206,2018,10,21,4,3,2,6,1,0,1,0,0,0,0,1,562830.8681,5935216.968,9.948609403,53.56206427
6132,2,2,1,201,2018,11,13,3,3,2,6,0,0,1,0,0,0,0,1,563191.6617,5933565.324,9.953721896,53.54717706
6133,2,1,2,104,2018,10,15,4,3,1,5,0,1,1,0,0,0,0,0,567410.9608,5932474.995,10.01715616,53.53685336
6134,2,3,9,321,2018,11,8,6,3,5,3,0,1,1,0,0,0,0,0,560005.9946,5939211.959,9.906734016,53.59829954
6135,2,7,1,701,2018,10,8,3,3,1,6,0,0,1,0,0,0,0,1,564923.0744,5924146.889,9.977898909,53.46231906
6136,2,1,12,130,2018,10,16,3,3,5,3,0,0,1,0,0,0,0,1,574700.5368,5932943.032,10.12723722,53.54007354
6137,2,4,5,409,2018,10,10,4,3,2,6,0,0,1,0,0,0,0,0,567092.4825,5938844.643,10.0137195,53.59413922
6138,2,1,12,130,2018,10,14,3,3,4,6,0,0,1,0,0,0,0,1,573817.0069,5934896.96,10.1143687,53.5577582
6139,2,1,3,106,2018,11,9,4,3,5,3,0,0,1,0,0,0,0,0,564697.2184,5934735.847,9.976683192,53.55751355
6140,2,2,9,221,2018,10,19,2,3,1,5,2,0,1,0,0,0,1,0,555629.9823,5936153.026,9.840072066,53.57128988
6141,2,5,18,526,2018,10,20,3,3,5,2,2,1,1,0,0,0,0,1,575281.2471,5938823.89,10.13741554,53.59284073
6142,2,1,4,112,2018,11,6,1,3,2,6,2,0,1,0,1,0,0,0,563717.0319,5933488.352,9.961634156,53.5464218
6143,2,5,2,508,2018,10,18,6,3,1,6,2,0,1,0,0,0,0,1,572803.4368,5937306.954,10.09963234,53.57955816
6144,2,7,1,702,2018,10,13,7,3,5,2,0,1,1,0,0,0,0,0,565405.7849,5923545.656,9.985043443,53.45685582
6145,2,5,4,512,2018,10,17,3,2,8,7,0,0,1,1,0,0,0,1,574679.152,5937373.754,10.12797341,53.57989477
6146,2,6,1,601,2018,11,18,5,3,6,4,2,0,1,1,0,0,0,0,580090.426,5928012.476,10.2072915,53.49497019
6147,2,5,2,508,2018,10,14,3,2,3,6,0,0,1,0,0,0,0,1,573002.9362,5937277.863,10.10263819,53.579269
6148,2,5,18,526,2018,10,6,3,3,2,2,2,1,1,0,0,0,0,0,576489.8942,5941242.245,10.15626627,53.61439877
6149,2,5,17,525,2018,10,9,3,2,3,3,0,0,0,0,1,0,1,0,576611.064,5945603.387,10.15917145,53.65357304
6150,2,5,14,522,2018,10,6,3,3,6,4,2,0,1,1,0,0,0,1,573266.3676,5951546.501,10.10997836,53.70746126
6151,2,1,19,140,2018,11,5,6,2,2,6,2,0,1,0,0,0,1,0,561489.6733,5930373.147,9.927411237,53.51868961
6152,2,5,12,520,2018,10,20,3,3,5,3,2,0,1,0,0,0,0,1,568504.6653,5943993.262,10.03618532,53.64022735
6153,2,4,13,432,2018,10,19,3,3,4,2,2,0,1,0,0,0,0,1,567490.6364,5944958.668,10.02105962,53.64903524
6154,2,6,2,603,2018,10,11,3,3,4,2,0,1,1,0,0,0,0,0,580233.9747,5926637.702,10.20910337,53.48259365
6155,2,4,5,408,2018,10,9,3,3,3,6,0,1,1,0,0,0,0,1,565771.0359,5939500.012,9.993894959,53.6001966
6156,2,6,1,601,2018,11,16,3,3,3,2,0,1,1,0,0,0,0,0,578411.5915,5928326.801,10.18206911,53.49804784
6157,2,1,5,113,2018,10,9,2,3,5,3,0,1,1,0,0,0,0,0,567132.7276,5935188.503,10.0135412,53.56127581
6158,2,4,8,422,2018,10,8,3,3,4,2,0,1,1,0,0,0,0,1,568796.9107,5936417.306,10.03893247,53.57210367
6159,2,5,2,509,2018,11,17,7,3,6,4,2,0,0,1,0,0,1,0,571862.623,5938562.222,10.08571409,53.59096891
6160,2,5,2,508,2018,10,19,6,3,3,6,2,1,1,0,0,0,0,1,572825.5148,5937953.532,10.10011662,53.58536583
6161,2,3,9,321,2018,10,8,3,3,4,2,0,1,1,0,0,0,0,1,560921.1185,5938259.486,9.920374191,53.58963375
6162,2,5,11,519,2018,11,17,5,3,1,5,1,0,1,0,0,0,1,0,571610.9596,5945278.542,10.0834574,53.65136213
6163,2,7,1,702,2018,10,15,6,3,2,6,0,0,1,0,0,0,0,1,565594.315,5923168.968,9.987803765,53.45344692
6164,2,3,7,319,2018,10,13,3,3,2,6,0,0,1,0,0,0,0,1,560916.3009,5943635.107,9.921352702,53.63794682
6165,2,3,1,301,2018,10,9,3,3,6,4,0,0,1,1,0,0,0,1,562686.3963,5937282.629,9.946843171,53.58064634
6166,2,4,5,413,2018,10,15,3,3,5,3,0,1,1,0,0,0,0,0,566314.1094,5937967.795,10.00177441,53.58635789
6167,2,2,1,203,2018,10,18,3,3,6,2,2,0,1,1,0,0,0,1,562006.1486,5933895.058,9.935897536,53.55028184
6168,2,5,7,515,2018,11,17,3,3,4,6,2,0,1,0,0,0,0,1,571342.1897,5940509.479,10.07829843,53.60853985
6169,2,5,7,515,2018,10,19,6,3,3,2,2,1,1,0,0,0,0,1,571790.8932,5939914.395,10.08494192,53.60313061
6170,2,3,1,310,2018,10,7,3,3,1,6,0,0,1,0,0,0,0,1,563584.0034,5935421.022,9.96001989,53.56380746
6171,2,1,4,112,2018,10,12,3,3,2,6,0,0,1,0,0,0,1,1,563630.3052,5933474.302,9.960322598,53.54630604
6172,2,5,4,512,2018,11,20,3,3,5,7,2,0,1,0,0,0,0,0,573606.6901,5936364.586,10.11154012,53.57097712
6173,2,2,11,223,2018,10,13,1,3,8,7,0,0,1,0,0,0,0,0,554455.223,5934994.563,9.822132029,53.56100128
6174,2,1,3,106,2018,10,13,3,3,5,2,0,0,1,0,0,0,0,1,564863.3464,5934523.168,9.979146559,53.55558164
6175,2,1,5,114,2018,11,15,7,3,0,7,0,0,1,0,0,0,1,0,566693.4267,5934134.83,10.00668512,53.55186225
6176,2,5,7,515,2018,10,18,6,3,3,6,2,0,1,0,0,0,0,1,571391.3251,5941597.642,10.07929033,53.61831238
6177,2,1,5,114,2018,10,10,3,2,5,3,0,1,1,0,0,0,0,1,566378.3173,5934698.377,10.00204926,53.5569669
6178,2,3,6,318,2018,11,13,5,2,5,3,0,1,1,0,0,0,0,0,563863.1051,5941110.971,9.965398107,53.61491063
6179,2,1,5,114,2018,10,19,3,3,6,4,2,0,1,1,0,0,0,1,566948.6282,5934036.8,10.01051554,53.55094875
6180,2,4,4,407,2018,11,13,4,3,4,2,0,0,1,0,0,0,0,0,566921.5346,5940504.131,10.01149331,53.60907509
6181,2,7,12,713,2018,10,14,3,3,3,6,0,0,1,0,0,1,0,1,560647.3421,5929637.72,9.914566314,53.51217782
6182,2,1,16,137,2018,10,9,3,3,5,2,0,0,1,0,0,0,0,0,563721.2416,5929800.012,9.960946954,53.51327285
6183,2,7,9,710,2018,10,12,2,3,6,4,0,0,1,1,0,0,0,0,562462.0756,5921578.332,9.940325834,53.43953165
6184,2,4,1,401,2018,11,18,3,2,0,7,2,1,1,0,0,0,0,0,564684.3031,5937648.152,9.977091456,53.58368877
6185,2,4,11,430,2018,10,11,6,3,2,6,0,0,1,0,0,0,0,0,568949.3092,5940393.575,10.04211239,53.60781858
6186,2,7,1,702,2018,10,18,2,3,6,4,2,0,1,1,0,0,1,0,565484.2089,5923549.823,9.986225223,53.45688352
6187,2,5,2,508,2018,11,15,6,2,5,3,0,0,1,0,1,0,0,0,572693.28,5938094.556,10.09815232,53.58665154
6188,2,4,6,415,2018,10,15,6,3,4,6,0,1,1,0,0,0,0,0,567312.223,5935996.111,10.01642469,53.56851092
6189,2,7,9,710,2018,10,16,2,3,5,3,0,0,1,0,0,0,0,0,564129.7897,5923639.686,9.965848529,53.45785777
6190,2,5,7,515,2018,10,18,4,2,6,6,2,1,0,1,0,0,0,0,571752.3934,5942330.593,10.08491679,53.62484998
6191,2,5,6,514,2018,11,16,6,3,5,2,1,0,0,0,0,0,1,0,573714.0152,5939711.797,10.11395129,53.60104291
6192,2,7,1,701,2018,10,15,2,3,2,6,0,0,1,0,0,0,1,0,564887.803,5923985.947,9.9773345,53.46087695
6193,2,6,2,602,2018,10,19,4,3,5,2,2,1,1,0,0,0,0,0,579796.036,5927340.671,10.20268406,53.48897761
6194,2,7,1,701,2018,10,14,2,3,1,5,0,1,1,0,0,0,0,0,564126.7639,5924262.469,9.965930005,53.46345538
6195,2,2,8,220,2018,11,7,4,3,4,2,0,0,1,0,0,0,0,0,557629.6834,5938583.837,9.8707148,53.59292097
6196,2,1,16,137,2018,10,7,2,3,4,2,2,0,1,0,0,0,1,1,565757.9465,5928428.62,9.991368811,53.50069692
6197,2,5,6,514,2018,10,11,2,3,3,2,0,1,0,0,0,1,0,0,573800.3694,5940903.946,10.11553831,53.61174437
6198,2,1,11,128,2018,10,16,2,3,1,5,0,0,1,0,0,0,0,0,571966.2341,5933406.608,10.08609131,53.54462145
6199,2,1,12,130,2018,11,21,2,3,6,4,2,1,1,1,0,0,0,1,572972.4962,5933005.692,10.10118091,53.54087958
6200,2,4,8,420,2018,10,20,6,3,5,3,2,0,1,0,0,0,0,1,568357.0367,5936886.07,10.03239356,53.57637399
6201,2,1,11,129,2018,10,15,2,3,2,6,0,0,1,0,0,0,1,0,572656.6635,5934728.31,10.09681608,53.55640445
6202,2,2,4,211,2018,11,15,6,3,4,6,0,1,1,0,0,0,0,0,561818.3508,5934528.558,9.933188667,53.5559975
6203,2,1,12,130,2018,10,10,2,3,5,3,0,0,1,0,0,0,0,0,574706.7622,5932800.101,10.12729701,53.53878815
6204,2,1,11,128,2018,10,7,2,3,6,2,2,0,1,1,0,0,0,1,571999.8789,5934232.359,10.08678908,53.55203785
6205,2,2,5,217,2018,10,14,4,3,3,6,0,1,1,0,0,0,0,0,559293.5266,5936305.801,9.895417306,53.57226169
6206,2,1,11,129,2018,10,20,2,3,5,7,2,0,1,0,0,0,0,0,571825.2814,5934541.903,10.08422529,53.55484363
6207,2,1,5,114,2018,11,15,4,3,6,7,0,0,0,1,0,0,1,0,566938.8127,5934240.576,10.01041104,53.55278138
6208,2,4,2,405,2018,10,12,2,3,5,3,0,0,1,0,1,0,0,0,564857.9654,5939623.065,9.980124986,53.60141629
6209,2,1,11,129,2018,10,14,2,3,3,6,0,0,1,0,0,0,1,0,570873.134,5934928.971,10.06994286,53.55845163
6210,2,7,2,703,2018,11,20,7,3,8,7,2,0,1,0,0,0,0,0,568111.056,5925253.095,10.02614915,53.47185825
6211,2,1,8,123,2018,10,10,2,3,0,5,0,1,1,0,0,0,0,1,570368.8208,5934611.912,10.06225951,53.55567006
6212,2,3,2,312,2018,11,14,4,3,1,7,0,1,1,0,0,0,0,0,565615.0319,5935074.387,9.990607523,53.56044216
6213,2,4,10,427,2018,10,2,2,2,0,7,2,0,1,1,0,0,0,0,569314.5251,5937736.828,10.04704076,53.58389415
6214,2,5,6,514,2018,10,8,2,3,5,2,0,1,1,0,0,0,0,1,574320.2042,5941372.492,10.12350607,53.6158816
6215,2,7,1,702,2018,11,12,1,3,6,4,0,0,1,1,0,0,0,0,565496.5627,5923552.92,9.986411892,53.45690982
6216,2,3,9,321,2018,10,18,6,3,5,3,2,1,1,0,0,0,0,1,562725.6909,5937537.978,9.947487926,53.58293654
6217,2,5,18,526,2018,10,9,2,3,2,6,0,1,0,0,0,0,0,0,576359.2623,5939796.312,10.15393768,53.60142369
6218,2,7,13,714,2018,11,17,5,3,1,3,2,1,1,0,0,0,0,0,558119.2666,5925337.543,9.875651196,53.47381496
6219,2,4,10,429,2018,10,18,2,3,5,3,2,0,1,0,0,0,0,0,568756.6371,5940245.249,10.03916811,53.6065109
6220,2,4,11,430,2018,10,6,2,2,6,4,2,0,1,1,0,0,0,1,568736.227,5940443.724,10.03890347,53.60829727
6221,2,5,2,509,2018,10,5,3,3,2,6,2,0,1,0,0,0,0,1,572311.5497,5939076.065,10.09261435,53.59552505
6222,2,4,11,430,2018,10,18,2,3,5,2,1,1,0,0,0,0,1,0,567186.0261,5941413.71,10.01568649,53.61721571
6223,2,1,6,116,2018,11,17,3,3,5,3,2,0,1,0,1,0,0,0,567546.2324,5933621.88,10.01944453,53.54714325
6224,2,5,18,526,2018,10,19,1,3,4,2,2,0,1,0,0,0,0,0,575966.5558,5940228.435,10.14810974,53.60536412
6225,2,4,12,431,2018,10,7,2,3,0,2,2,1,1,0,0,0,0,1,568043.7313,5942910.826,10.02897782,53.63055961
6226,2,2,5,215,2018,11,14,7,3,5,3,0,0,1,0,0,0,0,0,560675.799,5937439.894,9.916509131,53.5822962
6227,2,2,11,224,2018,10,8,6,3,6,4,0,0,1,1,0,0,0,0,552913.5418,5935526.886,9.798949335,53.56594333
6228,2,4,5,408,2018,10,16,2,3,5,2,0,0,1,0,0,0,0,0,567821.6475,5939980.023,10.02498172,53.60424914
6229,2,4,6,415,2018,11,11,5,3,5,3,0,0,1,0,0,0,0,0,568118.8989,5936308.06,10.02867151,53.57121033
6230,2,4,5,408,2018,10,13,2,3,5,7,0,0,1,0,0,0,0,0,566648.5018,5939979.918,10.00725511,53.60439873
6231,2,2,5,215,2018,10,19,6,2,5,3,2,0,1,0,0,0,1,1,561543.3402,5935807.591,9.929289722,53.56752499
6232,2,4,5,408,2018,10,16,2,3,4,2,0,0,1,0,0,0,0,0,567826.3346,5939708.1,10.02499337,53.60180474
6233,2,5,5,513,2018,11,9,5,3,0,7,0,1,0,0,0,0,0,0,574364.1138,5937325.092,10.1232044,53.57950221
6234,2,4,8,421,2018,10,11,2,3,5,3,0,0,1,0,0,0,0,1,568431.78,5937678.349,10.0336959,53.58348453
6235,2,2,8,220,2018,10,17,2,3,5,3,1,0,1,0,0,0,0,0,556834.6882,5939144.47,9.85880706,53.59804646
