OBJECTID,ULAND,UREGBEZ,UKREIS,UGEMEINDE,UJAHR,UMONAT,Hour,UWOCHENTAG,UKATEGORIE,UART,UTYP1,ULICHTVERH,IstRad,IstPKW,IstFuss,IstKrad,IstGkfz,IstSonstig,STRZUSTAND,LINREFX,LINREFY,Longitude,Latitude
1,1,0,62,90,2018,2,7,5,3,6,2,2,0,1,1,0,0,0,0,575711.9044,5948332.301,10.14623501,53.67822767
2,1,0,56,44,2018,2,10,4,3,5,3,0,1,1,0,0,0,0,0,556340.5521,5939200.443,9.851351384,53.59860287
3,1,0,62,53,2018,6,17,7,3,3,3,0,1,1,0,0,0,0,0,577430.4789,5932382.892,10.16828443,53.53464436
4,1,0,62,90,2018,7,13,6,3,5,3,0,0,1,0,0,0,0,0,575559.0254,5948217.346,10.14389302,53.67721674
5,1,0,56,44,2018,7,16,5,3,6,7,0,0,1,1,0,0,0,0,556401.2369,5939189.864,9.852266356,53.59850127
6,1,0,56,44,2018,9,19,5,3,2,6,0,0,1,0,0,0,0,0,556446.492,5939182.995,9.852948868,53.59843466
7,2,2,5,215,2018,5,17,2,3,5,2,0,1,1,0,0,0,0,0,560890.0455,5935408.464,9.919348735,53.56401409
8,2,2,5,216,2018,4,20,4,3,4,3,2,1,0,0,0,0,0,1,560700.5465,5935454.45,9.91649692,53.56444933
9,2,6,1,601,2018,1,6,5,3,2,6,2,0,0,0,0,0,1,1,575350.2703,5931403.063,10.13666892,53.52614126
10,2,7,10,711,2018,2,11,1,2,8,1,0,0,1,0,0,0,0,1,561233.4085,5923019.125,9.922112105,53.45262506
11,2,4,7,417,2018,4,18,6,3,5,2,0,1,1,0,0,0,0,0,568506.3236,5935520.318,10.03434824,53.56408037
12,2,3,4,316,2018,3,14,1,2,2,7,0,0,1,0,0,0,0,0,563889.4944,5937334.403,9.965023091,53.58096646
13,2,1,16,136,2018,4,12,7,3,3,6,0,0,1,0,1,0,0,0,567299.8185,5930315.652,10.01501531,53.51746113
14,2,7,14,715,2018,1,18,2,3,3,6,2,0,1,0,0,0,0,1,557233.6944,5925061.874,9.86226021,53.47143434
15,2,1,12,130,2018,3,8,7,3,2,2,0,0,1,0,0,0,0,0,572923.4283,5932833.435,10.10040046,53.53933834
16,2,3,6,318,2018,5,9,3,3,5,3,0,1,0,0,0,0,0,0,562071.2325,5942222.873,9.938536649,53.62511901
17,2,1,6,115,2018,4,6,3,3,3,6,0,0,1,0,0,0,0,0,567862.3918,5933143.366,10.02411152,53.542802
18,2,1,6,115,2018,1,6,1,3,1,6,2,0,1,0,0,0,1,1,567276.9513,5933509.454,10.01535691,53.54616743
19,2,2,5,215,2018,2,21,2,2,5,7,2,0,1,0,0,1,0,0,561544.0508,5935358.444,9.929211965,53.56348825
20,2,2,3,209,2018,1,19,4,2,3,6,2,1,0,0,0,0,1,1,562581.2876,5935324.787,9.94486344,53.56306309
21,2,7,1,702,2018,5,10,6,3,3,6,0,0,1,0,0,1,0,0,565888.4311,5923632.144,9.992329264,53.45757297
22,2,1,6,115,2018,3,14,6,3,3,6,0,0,1,0,0,0,1,0,566837.9922,5933683.837,10.00877045,53.5477907
23,2,1,16,136,2018,1,6,2,3,9,1,2,0,1,0,0,0,0,2,570230.1975,5929444.667,10.05900795,53.50925016
24,2,3,1,306,2018,2,7,6,3,1,6,0,0,1,0,0,0,1,0,563522.3051,5936606.237,9.959329539,53.57446682
25,2,7,10,711,2018,4,7,4,3,6,2,0,0,1,1,0,0,0,1,562752.4191,5925089.059,9.945396687,53.47104989
26,2,1,14,132,2018,3,11,4,3,1,6,0,0,1,0,0,0,0,0,568426.9766,5932782.005,10.03255112,53.53948115
27,2,3,5,317,2018,4,20,4,3,6,3,0,1,0,1,0,0,0,0,563907.3962,5939173.958,9.965670307,53.59749684
28,2,7,14,715,2018,1,13,6,3,5,3,0,1,1,0,0,0,0,0,556903.7268,5925086.688,9.857294156,53.47169312
29,2,3,9,321,2018,3,8,6,3,1,6,0,0,1,0,0,0,0,0,562340.5853,5936396.128,9.941443638,53.57272026
30,2,3,6,318,2018,5,21,6,3,9,1,1,0,1,0,0,0,0,0,564609.125,5944645.801,9.9774076,53.64658724
31,2,4,5,409,2018,4,9,6,2,6,4,0,0,0,1,0,0,1,0,566084.9561,5938864.726,9.998503307,53.59444769
32,2,3,9,321,2018,1,17,2,3,2,6,2,0,1,0,0,0,1,1,561808.7929,5937609.994,9.933654243,53.58369264
33,1,0,62,90,2018,10,17,6,2,8,7,0,0,1,0,0,0,0,0,575648.4558,5948291.154,10.14526461,53.67786708
34,2,1,16,136,2018,5,12,5,3,2,6,0,0,1,0,0,0,0,0,567997.675,5930245.45,10.0255233,53.5167404
35,2,3,9,321,2018,3,14,6,3,2,6,0,0,1,0,0,0,0,0,561147.8719,5938848.123,9.923914816,53.59489764
36,2,1,16,136,2018,5,18,7,2,2,6,0,0,1,0,0,0,0,0,568699.6875,5927919.08,10.0355992,53.49574159
37,2,2,5,217,2018,4,10,2,3,2,2,0,0,1,0,0,0,0,0,558318.4664,5935908.647,9.880620262,53.56880156
38,2,1,3,106,2018,1,15,6,3,2,6,0,0,1,0,0,0,0,1,564690.5423,5933832.856,9.976395569,53.54939893
39,2,4,7,417,2018,2,15,5,3,5,2,0,1,1,0,0,0,0,1,568524.5044,5935516.442,10.03462185,53.56404316
40,2,2,3,208,2018,1,3,2,3,6,4,2,0,1,1,0,0,0,1,563226.4772,5935145.944,9.95456696,53.56137844
41,2,1,4,111,2018,5,14,6,3,0,1,0,0,0,0,1,0,0,0,564043.4523,5934160.982,9.966697572,53.55242723
42,2,3,9,321,2018,3,17,4,3,2,6,0,0,1,0,0,0,0,1,561446.1015,5938597.27,9.928370847,53.59260826
43,2,1,19,140,2018,2,10,3,3,3,6,0,0,1,0,0,1,0,0,561854.8681,5931933.289,9.933226622,53.53266845
44,2,1,6,115,2018,4,9,3,3,2,6,0,0,0,0,0,1,1,0,567344.3315,5933424.169,10.01635529,53.54539232
45,2,1,1,101,2018,3,14,3,3,3,2,0,1,0,0,0,0,1,0,565862.9765,5933618.341,9.994043423,53.54732527
46,2,1,19,140,2018,4,10,3,3,2,6,0,0,1,0,0,1,1,0,561472.034,5930842.918,9.927237425,53.52291373
47,2,7,10,711,2018,1,20,4,3,6,4,2,0,1,1,0,0,0,0,563373.0796,5925036.69,9.954735267,53.47050488
48,2,2,3,208,2018,2,8,4,3,3,6,0,0,0,0,0,1,1,0,563172.0207,5935166.382,9.953749056,53.56156868
49,2,4,4,407,2018,5,15,3,3,2,6,0,0,1,0,0,0,0,0,565970.5371,5940750.403,9.997173901,53.61140898
50,2,3,8,320,2018,4,20,6,3,3,6,2,0,1,0,0,1,0,0,560661.108,5940570.264,9.916896243,53.61043171
51,2,2,7,219,2018,1,10,3,3,1,6,0,0,0,0,0,1,0,0,560682.4225,5932953.572,9.915737874,53.54197493
52,2,2,7,219,2018,2,10,3,3,2,6,0,0,0,0,0,1,0,0,560677.6094,5932956.644,9.915665847,53.5420031
53,2,1,1,102,2018,5,12,4,3,2,6,0,0,1,0,0,0,0,0,565311.5927,5933671.831,9.985734139,53.54787487
54,2,3,5,317,2018,3,10,3,3,3,6,0,0,1,0,0,0,0,0,563785.8106,5939436.691,9.963887131,53.59987289
55,2,4,2,403,2018,4,18,7,3,5,3,0,1,1,0,0,0,0,0,565120.9356,5938845.921,9.983935998,53.59439933
56,2,3,8,320,2018,1,8,4,3,2,6,0,0,1,0,0,0,0,1,560403.473,5941031.986,9.913092149,53.61461113
57,2,2,9,221,2018,2,15,4,3,5,3,0,0,1,0,0,0,0,0,556526.6023,5936258.21,9.853629386,53.57213939
58,2,1,14,132,2018,5,19,4,3,3,6,0,0,1,0,0,1,0,0,568440.7725,5932928.686,10.03279135,53.54079759
59,2,1,14,132,2018,3,9,3,2,9,1,0,0,1,0,0,0,0,0,568423.4942,5932900.412,10.03252448,53.54054574
60,2,1,16,136,2018,2,15,6,3,2,6,0,0,1,0,0,0,0,1,567875.0498,5925754.739,10.02270254,53.47639714
61,2,1,16,136,2018,3,16,5,3,2,6,0,0,1,0,0,0,0,0,568934.3465,5928663.91,10.03929958,53.50240482
62,2,7,9,710,2018,3,20,6,3,3,6,2,0,1,0,0,1,0,0,561203.159,5921556.063,9.921372052,53.43947917
63,2,3,5,317,2018,4,14,2,3,3,2,0,0,1,0,0,0,1,0,563663.2515,5939800.097,9.962109609,53.60315382
64,2,3,7,319,2018,1,9,4,3,5,3,0,0,1,0,0,0,0,1,560237.7846,5943548.311,9.91107484,53.6372453
65,2,3,9,321,2018,2,5,3,3,2,6,2,0,1,0,0,0,0,2,561428.8669,5938593.997,9.928109848,53.59258087
66,2,1,16,136,2018,5,8,2,3,3,6,0,0,1,0,0,1,0,0,570421.3789,5929456.153,10.06189283,53.50932781
67,2,3,8,320,2018,4,6,5,3,3,6,1,0,1,0,0,1,0,1,560486.3475,5941033.748,9.914345092,53.6146174
68,2,1,19,140,2018,1,7,6,3,2,6,1,0,0,0,1,0,1,1,561056.221,5930239.299,9.920848585,53.51753718
69,2,2,5,216,2018,2,16,2,3,2,2,1,0,1,0,0,0,1,1,559529.1469,5935521.562,9.898825559,53.56518669
70,2,1,14,133,2018,4,7,7,2,9,1,0,0,1,0,0,0,0,0,568348.6018,5932601.797,10.03132931,53.53787179
71,2,3,8,320,2018,3,21,2,3,4,2,2,0,1,0,0,0,0,0,560070.5683,5941671.326,9.908183799,53.6203954
72,2,6,1,601,2018,4,13,1,3,2,6,0,0,1,0,0,0,0,0,579474.3551,5927786.925,10.19794988,53.49303665
73,2,3,1,307,2018,1,14,3,3,2,6,0,0,1,0,0,1,0,1,563264.1217,5936167.556,9.95534211,53.57055546
74,2,4,2,403,2018,3,11,2,3,5,2,0,0,1,0,0,0,0,1,565123.3212,5938628.356,9.983926606,53.59244374
75,2,1,1,101,2018,3,19,3,3,6,4,2,0,1,1,0,0,0,0,566070.1143,5933645.178,9.997174821,53.54754045
76,2,1,6,117,2018,5,6,4,3,5,3,0,0,1,0,0,0,0,0,567973.6467,5934164.074,10.02601203,53.55196088
77,2,3,1,304,2018,4,12,4,3,3,6,0,0,1,0,0,1,1,0,562128.0843,5936774.435,9.93831028,53.57614545
78,2,1,3,107,2018,1,18,2,3,4,2,2,0,1,0,0,0,0,1,564794.8978,5933829.84,9.977969764,53.54935896
79,2,4,4,407,2018,4,23,3,3,5,3,2,1,1,0,0,0,0,1,565365.4067,5939877.531,9.987845487,53.60364018
80,2,4,2,405,2018,2,15,5,3,2,6,0,0,1,0,0,0,0,0,565115.4564,5939185.214,9.983924075,53.59744931
81,2,7,13,714,2018,3,15,3,2,6,4,0,0,1,1,0,0,0,0,559355.9528,5925122.439,9.894240561,53.47174372
82,2,4,5,409,2018,3,10,5,3,3,6,0,0,1,0,0,0,0,1,566568.5221,5938571.911,10.00574596,53.59175494
83,2,4,2,404,2018,4,10,6,3,5,7,0,0,1,0,1,0,0,0,565624.1247,5938683.53,9.991503449,53.59287715
84,2,3,9,321,2018,1,8,3,3,2,6,0,0,1,0,0,0,0,1,561103.4676,5939034.4,9.923280485,53.59657695
85,2,1,16,136,2018,2,22,6,3,9,1,2,0,1,0,0,0,0,0,568092.0111,5926648.965,10.02616494,53.48440576
86,2,7,14,715,2018,5,10,1,3,9,7,0,0,1,1,0,0,0,0,555353.2817,5925069.392,9.83393533,53.47170294
87,2,2,9,221,2018,4,14,3,3,2,6,0,0,1,0,0,0,0,0,557156.9513,5936234.278,9.863142961,53.571856
88,2,4,2,403,2018,1,17,5,2,6,4,2,0,1,1,0,0,0,1,565119.4318,5938604.145,9.983862797,53.59222663
89,2,7,9,710,2018,2,11,7,3,2,6,0,0,1,0,0,0,0,0,563963.6755,5922613.762,9.963138447,53.44865751
90,2,1,3,107,2018,4,3,6,2,6,7,2,0,1,1,0,0,0,0,564874.8503,5933817.198,9.979173696,53.54923546
91,2,3,4,316,2018,3,19,7,3,2,6,2,0,1,0,0,0,0,0,563802.9514,5937167.047,9.96368189,53.57947292
92,2,2,5,215,2018,4,10,7,3,2,6,0,0,1,0,0,0,0,0,561136.9667,5935390.96,9.92307292,53.56382806
93,2,1,12,130,2018,1,21,2,2,2,6,2,0,1,0,0,0,0,1,572647.4806,5932903.338,10.09625353,53.54000479
94,2,3,7,319,2018,3,15,7,3,2,6,0,0,1,0,0,0,0,0,561497.8586,5944528.075,9.930324032,53.64590416
95,2,2,5,215,2018,5,16,2,3,5,3,0,1,1,0,0,0,0,0,561069.662,5935396.56,9.922057963,53.56388623
96,2,7,8,709,2018,4,16,2,2,2,6,0,0,1,0,0,0,0,0,562431.4054,5921569.362,9.939862403,53.43945467
97,2,2,9,221,2018,1,13,1,3,5,3,0,0,1,0,0,0,0,0,556849.8721,5936236.13,9.858506584,53.57190602
98,2,7,10,711,2018,2,2,7,3,3,6,2,0,1,0,0,0,1,0,562254.134,5925079.262,9.937888939,53.47102098
99,2,1,8,124,2018,1,7,3,3,5,2,2,0,1,0,0,0,0,0,568946.1899,5934253.255,10.04070888,53.55263555
100,2,4,6,414,2018,5,23,6,3,2,2,2,0,1,0,0,0,1,0,567791.5667,5936505.245,10.0237721,53.57302486
101,2,2,9,221,2018,3,11,5,3,2,6,0,0,1,0,0,1,0,1,556421.7247,5936279.673,9.852049661,53.57234358
102,2,3,1,304,2018,1,17,1,3,2,6,2,0,1,0,0,0,0,0,562513.9425,5936409.737,9.944063947,53.57282194
103,2,7,13,714,2018,2,10,4,3,5,7,0,0,1,0,0,0,0,0,559205.0425,5925129.661,9.891968651,53.47182561
104,2,3,4,316,2018,1,18,5,3,1,2,2,0,1,0,0,0,0,0,563795.6554,5937150.311,9.963568287,53.57932339
105,2,4,3,406,2018,5,10,7,3,5,3,0,1,1,0,0,0,0,0,565922.4718,5940710.985,9.996439152,53.61106077
106,2,3,1,304,2018,3,20,7,3,4,1,2,0,1,0,0,0,0,1,562776.9126,5936477.661,9.94804829,53.573401
107,2,3,4,316,2018,1,17,3,3,2,6,2,0,1,0,0,0,0,0,563882.342,5937326.023,9.964913359,53.58089202
108,2,6,2,602,2018,2,11,6,3,6,7,0,0,0,1,0,0,1,0,580451.3977,5927097.517,10.21249691,53.48669268
109,2,3,7,319,2018,4,9,5,3,2,6,0,0,1,0,0,0,0,0,561362.1434,5944012.769,9.928169568,53.6412889
110,2,3,5,317,2018,3,7,5,3,3,2,0,0,1,0,0,1,0,1,563792.8128,5939426.282,9.963990797,53.59977849
111,2,3,6,318,2018,4,11,6,3,0,3,0,1,1,0,0,0,1,0,562019.2094,5942288.521,9.93776324,53.62571517
112,2,2,5,215,2018,1,4,1,3,9,1,2,0,1,0,0,1,0,1,560358.0019,5936909.828,9.911606966,53.57756895
113,2,2,5,215,2018,5,7,5,3,2,6,0,0,1,0,0,0,0,0,561824.0642,5935383.355,9.933444012,53.56367922
114,2,3,7,319,2018,3,16,6,3,1,6,0,0,1,0,0,0,1,0,561249.2046,5943753.681,9.926410465,53.63897363
115,2,4,5,409,2018,5,18,7,3,0,7,0,1,1,0,0,0,0,0,566047.5406,5938858.051,9.997936663,53.59439242
116,2,1,6,115,2018,4,19,1,3,3,2,0,0,1,0,0,0,0,0,567336.105,5933430.463,10.01623251,53.54544994
117,2,7,1,702,2018,1,12,5,3,2,6,0,0,1,0,0,0,1,2,565644.2907,5923670.493,9.988660935,53.45794811
118,2,7,14,715,2018,2,7,4,3,1,6,0,0,1,0,0,0,0,1,558093.2784,5925124.701,9.875220335,53.47190487
119,2,1,7,120,2018,5,6,5,3,1,5,0,0,1,0,0,0,0,0,568828.44,5934944.524,10.03908403,53.5588635
120,2,1,1,102,2018,3,10,4,3,5,2,0,1,1,0,0,0,0,1,565961.7863,5933630.603,9.995537059,53.54742307
121,2,1,1,101,2018,2,10,3,3,2,6,0,0,1,0,0,0,0,0,566414.8086,5933633.867,10.00237391,53.5473953
122,2,3,8,320,2018,3,7,2,3,2,6,0,0,1,0,0,0,0,0,559791.1858,5941697.693,9.903965565,53.62066434
123,2,3,8,320,2018,4,12,2,3,3,6,0,0,1,0,0,1,0,0,560827.9668,5940049.906,9.919316385,53.60573572
124,2,7,8,709,2018,1,7,4,3,6,4,2,0,1,1,0,0,0,1,562099.6892,5921223.302,9.934801105,53.43638361
125,2,6,2,603,2018,2,6,3,3,0,3,1,0,1,1,0,0,0,0,580843.0447,5926918.325,10.21835188,53.48502232
126,2,2,5,215,2018,4,1,4,2,8,1,2,0,0,0,0,1,0,1,560651.9213,5937691.272,9.916197367,53.58455819
127,2,7,11,712,2018,3,7,3,3,9,1,0,0,0,0,0,1,0,1,560598.3004,5928093.088,9.913528318,53.49830107
128,2,1,15,134,2018,4,8,3,3,2,6,0,0,1,0,0,0,0,0,568048.926,5930652.173,10.02638447,53.52038907
129,2,1,16,136,2018,1,13,5,3,3,6,0,0,1,0,0,1,0,0,570292.7879,5929459.211,10.05995484,53.5093725
130,2,3,9,321,2018,3,14,5,2,3,6,0,0,1,0,0,1,0,0,560646.5213,5938276.785,9.916229623,53.58982105
131,2,1,12,130,2018,5,9,4,3,2,6,0,0,0,0,0,1,0,0,574861.9798,5931193.588,10.12925449,53.52432852
132,2,7,10,711,2018,4,22,6,3,0,1,2,0,0,0,1,0,0,0,561552.2373,5924963.561,9.927293384,53.47006364
133,2,7,14,715,2018,1,18,3,3,2,6,2,0,1,0,0,0,0,1,557662.2642,5925092.508,9.868721685,53.47166291
134,2,1,16,136,2018,2,16,3,3,2,6,0,0,1,0,0,0,0,0,570310.6997,5929458.867,10.06022481,53.50936701
135,2,3,6,318,2018,5,8,4,3,4,2,0,0,1,0,0,0,0,0,563346.2524,5944740.346,9.958325082,53.64759137
136,2,3,9,321,2018,3,14,3,3,2,6,0,0,1,0,0,0,0,0,560964.7115,5938632.281,9.92110555,53.59297912
137,2,4,5,409,2018,2,7,5,3,2,6,1,0,1,0,0,0,0,1,566401.9069,5938634.746,10.00324247,53.59234077
138,2,3,7,319,2018,3,7,5,3,5,3,0,0,1,0,0,0,1,0,561348.2985,5943979.885,9.927953692,53.64099498
139,2,2,6,218,2018,3,12,6,3,2,6,0,0,1,0,0,0,0,0,557525.6977,5936167.578,9.868698515,53.57121623
140,2,3,5,317,2018,4,18,2,3,5,3,0,1,1,0,0,0,0,0,563784.9922,5939437.908,9.963875015,53.59988393
141,2,1,3,107,2018,1,12,4,3,3,6,0,0,1,0,0,1,0,0,564847.5956,5933822.756,9.978763552,53.54928879
142,2,4,2,405,2018,2,21,7,3,5,3,2,1,1,0,0,0,0,0,565114.4257,5939254.048,9.983922879,53.59806806
143,2,1,8,124,2018,5,17,2,3,5,3,0,1,1,0,0,0,0,0,569424.9836,5934218.299,10.04792695,53.5522583
144,2,1,12,130,2018,4,16,4,3,2,6,0,0,1,0,0,0,0,0,573774.723,5935815.596,10.1139474,53.56601982
145,2,6,10,611,2018,1,8,5,3,2,7,1,0,1,0,0,0,1,1,572985.3142,5929646.531,10.10059137,53.51068912
146,2,1,3,107,2018,2,9,2,3,5,3,0,1,1,0,0,0,0,1,565227.9636,5933702.883,9.984478624,53.54816434
147,2,6,2,602,2018,2,14,3,3,4,6,0,0,1,0,0,0,1,2,580509.5351,5927065.019,10.21336456,53.48639173
148,2,1,4,111,2018,5,15,3,3,3,2,0,1,1,0,0,0,0,0,563985.7582,5934237.839,9.96584258,53.553125
149,2,7,10,711,2018,4,13,5,3,5,2,0,1,1,0,0,0,0,0,561237.1288,5925022.934,9.922558478,53.47063398
150,2,3,7,319,2018,1,17,3,3,6,2,2,0,1,1,0,0,0,1,560167.8048,5942455.779,9.909805296,53.62743439
151,2,6,11,612,2018,2,9,2,3,3,6,0,0,1,0,0,1,1,1,570988.6902,5929397.648,10.07043251,53.50872574
152,2,4,7,417,2018,4,16,2,3,3,6,0,0,1,0,0,0,0,0,568381.513,5935301.546,10.03241623,53.56213052
153,2,1,3,107,2018,3,14,3,3,5,3,0,1,1,0,0,0,0,0,564803.3275,5933829.322,9.978096868,53.54935326
154,2,1,14,132,2018,4,17,2,3,1,6,0,0,1,0,0,0,0,0,568478.5435,5933051.08,10.03338802,53.54189264
155,2,1,12,130,2018,1,9,4,3,3,6,0,0,1,0,0,1,0,0,574720.5376,5930994.884,10.12707396,53.52256292
156,2,1,6,115,2018,3,15,3,2,6,4,0,0,1,1,0,0,0,0,567291.5968,5933520.379,10.01558026,53.54626374
157,2,1,3,107,2018,3,20,5,3,9,7,2,0,1,0,0,0,0,1,565158.3533,5933727.031,9.983433205,53.54839001
158,2,4,5,411,2018,4,7,5,3,2,6,0,0,1,0,0,0,0,0,567309.78,5938120.344,10.01684584,53.587602
159,2,3,6,318,2018,1,13,3,3,5,2,0,1,1,0,0,0,0,0,562565.2614,5941640.46,9.945888364,53.61982591
160,2,3,4,316,2018,2,18,6,3,6,4,2,0,1,1,0,0,0,0,564129.7184,5937854.332,9.968757849,53.58560988
161,2,1,4,111,2018,1,22,6,3,5,3,2,1,1,0,0,0,0,1,564246.7386,5933995.173,9.969731503,53.55091221
162,2,6,9,610,2018,5,14,1,3,9,1,0,0,1,0,0,0,0,0,579107.7712,5925524.311,10.19185541,53.47275835
163,2,4,7,417,2018,4,0,1,3,6,7,2,0,1,1,0,0,0,1,568425.5276,5935382.828,10.03309844,53.56285528
164,2,4,4,407,2018,1,19,4,3,2,6,2,0,1,0,0,0,0,0,566185.171,5940987.563,10.00046803,53.61351329
165,2,4,7,417,2018,2,20,7,3,6,4,2,0,1,1,0,0,0,0,568256.5302,5935166.255,10.03050004,53.56093091
166,2,7,10,711,2018,4,10,5,3,2,6,0,0,1,0,0,1,0,1,562183.4015,5925075.405,9.936822712,53.47099467
167,2,4,6,414,2018,3,8,5,3,5,2,0,1,1,0,0,0,0,1,567708.5476,5936620.978,10.02254368,53.57407569
168,2,3,1,304,2018,4,11,7,3,1,5,0,0,1,0,0,0,1,0,562531.1246,5936125.696,9.94426651,53.57026712
169,2,1,6,115,2018,1,15,2,3,3,6,0,0,1,0,0,0,0,1,567034.433,5933715.474,10.01174156,53.54804998
170,2,1,6,115,2018,4,1,6,3,9,1,2,0,1,0,0,0,0,1,567101.8379,5933676.592,10.01275038,53.54769194
171,2,3,7,319,2018,3,15,1,3,2,6,0,0,1,0,0,0,0,0,560011.9588,5944611.67,9.907864995,53.646828
172,2,3,8,320,2018,4,18,1,3,2,6,0,0,1,0,0,0,0,0,560481.0848,5941705.27,9.914395968,53.62065322
173,2,1,1,102,2018,1,8,3,3,5,2,0,1,1,0,0,0,0,0,565346.3841,5933660.917,9.986256872,53.54777245
174,2,4,6,414,2018,3,12,7,3,6,2,0,0,1,1,0,0,0,0,567793.001,5936503.315,10.02379334,53.57300733
175,2,6,2,603,2018,3,4,1,3,9,1,2,0,1,0,0,0,0,0,581786.1283,5926305.972,10.2324016,53.47937363
176,2,4,5,412,2018,5,17,3,3,4,7,0,0,1,0,0,0,0,0,567362.1371,5937995.038,10.01760961,53.58646914
177,2,1,12,130,2018,4,14,3,3,8,6,0,0,1,0,0,0,1,0,574412.7891,5931801.701,10.12262463,53.52985736
178,2,1,8,124,2018,1,16,1,3,2,6,1,0,1,0,0,0,0,1,568990.275,5934250.788,10.04137365,53.55260759
179,2,2,3,209,2018,2,15,3,3,2,6,0,0,1,0,0,0,0,0,562336.4721,5935379.797,9.941178696,53.56358663
180,2,3,1,306,2018,1,15,4,3,3,6,0,0,1,0,0,0,0,1,563390.4896,5936300.551,9.957277077,53.57173547
181,2,7,2,703,2018,5,17,6,3,2,6,0,0,1,0,0,1,0,0,568246.724,5923472.904,10.0278062,53.45584161
182,2,1,16,136,2018,3,11,6,3,2,6,0,0,1,0,0,0,0,0,568922.5706,5928478.461,10.03908132,53.50073971
183,2,7,2,703,2018,1,5,2,3,9,6,2,0,1,0,0,1,0,1,567889.1721,5925513.635,10.02286318,53.47422845
184,2,3,9,321,2018,2,17,6,3,5,3,2,0,1,0,0,0,0,0,562064.2048,5936895.042,9.937369638,53.57723695
185,2,7,10,711,2018,4,16,4,3,6,7,0,0,1,1,0,0,0,0,564215.467,5924791.278,9.967373968,53.46819721
186,2,6,1,601,2018,3,17,4,3,2,6,0,0,1,0,0,0,0,0,577504.6549,5930046.073,10.16882504,53.51363299
187,2,2,5,216,2018,4,14,5,3,2,6,0,0,1,0,0,0,1,0,559795.0709,5936182.159,9.902966641,53.57109354
188,2,6,2,603,2018,1,18,7,3,2,2,2,0,1,0,0,0,0,0,582347.7828,5926140.629,10.24081941,53.4778002
189,2,3,7,319,2018,3,11,6,3,3,3,0,0,1,0,0,1,0,0,561064.5327,5943143.507,9.923497872,53.63351139
190,2,1,4,111,2018,5,17,7,3,2,6,0,0,1,0,0,0,1,0,563978.1736,5934249.088,9.965730413,53.55322702
191,2,2,5,215,2018,4,13,7,3,2,6,0,0,1,0,0,0,0,0,561031.6646,5935399.629,9.921484942,53.56391824
192,2,4,5,409,2018,1,8,4,3,3,2,0,1,1,0,0,0,0,1,566401.2189,5938635.01,10.00323213,53.59234324
193,2,4,6,415,2018,2,11,4,3,2,6,0,0,1,0,0,0,1,0,568026.2443,5936184.521,10.02724566,53.57011209
194,2,1,6,115,2018,5,19,4,3,2,6,0,0,1,0,0,0,0,0,567888.9023,5933134.978,10.0245097,53.54272319
195,2,4,6,414,2018,3,12,6,3,2,6,0,0,1,0,0,0,0,0,567509.2134,5937463.865,10.01971612,53.58167651
196,2,3,7,319,2018,5,12,1,3,2,6,0,0,1,0,0,0,0,0,562368.1833,5944874.543,9.943557647,53.64891493
197,2,3,8,320,2018,4,9,2,3,3,6,0,0,1,0,0,1,0,0,560538.7774,5940840.395,9.915099962,53.61287362
198,2,2,6,218,2018,1,20,6,3,2,5,2,0,1,0,0,0,1,1,559210.9237,5935644.356,9.894044653,53.56632631
199,2,7,14,715,2018,2,11,6,3,2,6,0,0,1,0,0,0,1,1,556333.5865,5925196.085,9.848725254,53.47273766
200,2,1,12,130,2018,1,2,2,3,1,7,2,0,1,0,0,0,0,1,574214.7137,5935876.667,10.12060407,53.56650662
201,2,2,5,216,2018,5,16,6,3,0,7,0,1,0,0,0,0,0,0,560086.6444,5935597.127,9.907256547,53.56580229
202,2,7,4,705,2018,3,15,4,3,9,1,0,0,1,0,0,0,0,1,565560.4944,5922952.381,9.987249387,53.45150458
203,2,1,12,130,2018,2,13,3,2,2,6,0,0,1,0,0,0,0,0,574924.2331,5931619.365,10.13029523,53.52814606
204,2,1,8,125,2018,4,15,3,3,2,6,0,0,1,0,0,0,0,0,570153.9048,5934085.728,10.05889776,53.55096998
205,2,3,7,319,2018,3,15,3,3,2,6,0,0,1,0,0,0,0,0,562388.9361,5944878.696,9.943872399,53.64894978
206,2,2,5,215,2018,4,16,3,3,4,2,0,1,1,0,0,0,0,0,560962.0957,5935405.223,9.920435799,53.5639766
207,2,7,14,715,2018,1,18,4,3,5,4,2,0,1,1,0,0,0,0,554886.4071,5924985.797,9.826887746,53.47100049
208,2,7,10,711,2018,2,13,4,3,2,6,0,0,1,0,0,0,0,0,560865.6847,5925000.93,9.916959071,53.4704793
209,2,3,7,319,2018,5,6,3,3,3,2,0,1,0,0,0,1,0,0,560167.2384,5942450.688,9.909795748,53.6273887
210,2,4,5,410,2018,4,13,6,3,2,6,0,0,1,0,0,0,0,0,567143.1131,5938329.953,10.01437356,53.58950716
211,2,1,7,120,2018,1,18,3,3,2,6,2,0,1,0,0,0,0,1,567977.615,5934360.529,10.02611463,53.55372594
212,2,4,6,415,2018,2,14,3,3,5,3,0,1,0,0,0,0,1,0,568175.017,5935992.91,10.02945001,53.56837076
213,2,2,3,209,2018,5,8,4,3,1,5,0,1,1,0,0,0,0,0,562444.7987,5935354.909,9.942809033,53.56335007
